unemp,fm_price_exp,fm_credit_cond,Brent,MIACR,obligates,M2,paid_services,money_income,trade_turnover,debt_firms,PCA_1,PCA_2,PCA_3,PCA_4,inflation
0.9226481928629298,16.507193041150902,-4.655598728364539,108.9,5.9935,6.3854999999999995,10.299180569315666,20.2115916583638,10.368224263006768,21.464524357319462,16.740384042609787,-2.1951311115695757,-1.1564401354941727,-0.2849374534114065,-0.13665124242955493,1.0049
0.9136730303730456,14.3095174620101,-5.205981941309259,107.48,7.845000000000001,7.402380952380952,10.300221296980522,20.200020697495482,10.379041919590525,21.46906167170531,16.7486130456664,-1.6786125798515956,-0.9916256255103054,-0.8278114452832628,-0.11174640912873224,1.0082
0.9517189383373793,12.3721055465805,-5.245105045019289,107.76,7.874545454545455,7.497727272727272,10.29338452667597,20.209899525478278,10.374424272539006,21.47423033287661,16.754309933098106,-1.3285951748205127,-1.0021353504853527,-0.5510742627276789,0.017428434836561705,1.0087000000000002
0.9699446743857879,11.198534897917698,-5.32722325648002,109.54,8.214736842105264,7.954999999999999,10.291224192717593,20.22135114009296,10.365847264179138,21.47686723356858,16.762978020124248,-0.8091812987924047,-1.0597419827873809,-0.28482271567875195,-0.40180642395244454,1.0085
0.9670052122108187,12.332838038632998,-5.97849462365591,111.8,8.233157894736843,7.882380952380952,10.29250484739965,20.199727014205386,10.374509467247163,21.483352953793442,16.76808497442926,-1.1230593409956549,-1.134060042543229,-0.4881957752768889,-0.17013459314485968,1.0077
1.027745713441347,11.0408163265306,-6.93126674875063,106.77,8.172173913043478,8.527391304347827,10.300113662885247,20.19770621227806,10.378659685838658,21.48372076281067,16.775797290859984,-0.7051882319057236,-1.1581131184658895,-0.6189875418210974,-0.462920091774053,1.0062
1.0946415951889612,11.99565276457,-7.53936579348378,101.61,7.877142857142856,8.588095238095239,10.303843414420113,20.21004221414452,10.379915930087273,21.488412802827114,16.7819377036929,-0.36032634726711,-1.152410192622807,-1.181566468855303,-0.2518994230894686,1.0064
0.9948550969270563,13.8718890248878,-9.39709849092367,97.09,7.949090909090909,8.715454545454547,10.310212261055696,20.228312296682116,10.390843877036907,21.50141586780466,16.789705827790304,0.0034246937830443463,-1.1262732894612717,-1.0589787403486246,0.00212705007054908,1.0086
1.000942222040152,17.585642145489302,-12.589612289685398,87.43,8.240434782608697,9.170434782608694,10.319054307845098,20.240545780720314,10.397662537799263,21.50879218974451,16.794692293982685,0.6006957282872532,-1.0368672438479687,-1.8803020777730717,-0.2964423374077592,1.008
1.0069294609210961,25.637171165015396,-16.6300688039818,79.44,10.211111111111112,10.4095,10.317818402734558,20.24545284944398,10.402178488251202,21.52075545693232,16.80302437606438,0.7453947886826107,-0.9196071884902799,-2.4809366315486017,-0.07714027980680231,1.0102
