paid_services,salary,debt_firms,debt_fiz,trade_turnover,money_income,inflation,fm_changes_volume,fm_changes_costs,fm_changes_demand,fm_volume_exp,fm_demand_exp,fm_price_exp,Date,Brent,MIACR,Infl_exp,M2,gov_debt,obligates,unemployment
2011863.3,27960.5,32743,51356,159110.0,22594.88548655128,100.31,-52.702702702702695,28.378378378378397,-37.419354838709694,10.8974358974359,12.258064516128998,22.516556291390696,2014-01-31,108.12,6.056470588235294,13.037735849056604,31155.6,5722.239,6.2005,6.804221648523166
2123052.6,26918.3,33218,51842,159110.0,22594.88548655128,100.69,-5.3333333333333295,38.92617449664429,-11.038961038960998,13.6363636363636,11.1842105263158,27.450980392156897,2014-02-28,108.9,5.9935,11.795154185022026,29861.2,5733.566,6.3854999999999995,6.804221648523166
2207161.6,29453.0,33605,52610,159110.0,22594.88548655128,100.91,3.3333333333333295,30.2013422818792,-5.194805194805189,12.418300653594798,11.9205298013245,19.078947368421098,2014-03-31,107.48,7.845000000000001,11.522132796780683,30169.0,5754.951,7.402380952380952,6.804221648523166
2194393.8,28091.2,33689,53623,159110.0,22594.88548655128,100.6,4.72972972972973,26.351351351351397,2.64900662251656,16.556291390728497,12.162162162162199,12.751677852349,2014-04-30,107.76,7.874545454545455,12.67274472168906,29519.3,5707.239,7.497727272727272,6.804221648523166
2172521.3,29533.8,33685,54371,159110.0,22594.88548655128,101.0,3.5971223021582697,33.5714285714286,1.40845070422535,4.195804195804199,-0.699300699300699,13.3802816901408,2014-05-31,109.54,8.214736842105264,11.720956719817767,29879.0,5714.967,7.954999999999999,6.804221648523166
2156842.0,32317.3,34077,54977,159110.0,22594.88548655128,100.53,0.7194244604316551,25.0,-4.195804195804199,13.986013986014,13.286713286713299,11.888111888111899,2014-06-30,111.8,8.233157894736843,11.348780487804879,29890.8,5739.107,7.882380952380952,6.804221648523166
2197311.6,28690.6,33845,55497,159110.0,22594.88548655128,100.63,-2.29007633587786,27.2727272727273,-11.8518518518519,4.41176470588235,3.6764705882352895,14.925373134328398,2014-07-31,106.77,8.172173913043478,11.830396475770925,30073.1,5757.204,8.527391304347827,6.804221648523166
2145944.5,26834.7,34050,55984,159110.0,22594.88548655128,100.51,-12.878787878787898,23.7037037037037,-16.546762589928097,-4.34782608695652,-9.285714285714292,6.56934306569343,2014-08-31,101.61,7.877142857142856,12.459183673469388,30178.3,5791.262,8.588095238095239,6.804221648523166
2100609.7,28174.3,27660,56584,159110.0,22594.88548655128,100.65,-13.768115942028999,33.8028169014085,-16.7832167832168,-0.694444444444444,-2.7972027972028,15.714285714285698,2014-09-30,97.09,7.949090909090909,13.817269076305221,30338.7,5742.744,8.715454545454547,6.804221648523166
2162740.8,28376.4,28103,56907,159110.0,22594.88548655128,100.5,-17.3913043478261,35.971223021582695,-23.404255319148902,-3.54609929078014,-6.474820143884889,26.950354609929096,2014-10-31,87.43,8.240434782608697,13.146153846153846,30297.6,5739.132,9.170434782608694,6.804221648523166
