paid_services,salary,debt_firms,debt_fiz,trade_turnover,money_income,inflation,fm_changes_volume,fm_changes_costs,fm_changes_demand,fm_volume_exp,fm_demand_exp,fm_price_exp,Date,Brent,MIACR,Infl_exp,M2,gov_debt,obligates,unemployment
320514.3,26560.5,3983,21290,59843.0,13522.431910855796,101.12,2.65486725663717,14.492753623188399,0.0,2.89855072463768,0.7246376811594201,10.144927536231899,2014-09-30,97.09,7.949090909090909,13.817269076305221,30338.7,5742.744,8.715454545454547,6.804221648523166
326880.7,32082.5,3855,21388,59843.0,13522.431910855796,100.85,0.0,19.117647058823497,-0.72992700729927,5.83941605839416,4.3795620437956195,14.5985401459854,2014-10-31,87.43,8.240434782608697,13.146153846153846,30297.6,5739.132,9.170434782608694,6.804221648523166
326902.9,26333.0,3809,21593,59843.0,13522.431910855796,101.06,-7.079646017699119,7.857142857142859,-15.0,-3.57142857142857,-5.714285714285709,23.571428571428594,2014-11-30,79.44,10.211111111111112,15.462264150943396,29831.2,5753.841,10.4095,6.804221648523166
356091.6,38172.1,3634,21419,59843.0,13522.431910855796,102.68,14.414414414414399,17.3913043478261,5.75539568345324,-27.338129496402896,-26.618705035971196,24.4604316546763,2014-12-31,62.34,15.468695652173912,16.57123287671233,30141.9,5759.2,14.746521739130435,6.804221648523166
330707.3,26258.2,3499,21118,68260.0,13836.165832048488,102.71,-42.7272727272727,10.144927536231899,-24.4604316546763,-4.31654676258993,-5.03597122302158,17.3913043478261,2015-01-31,47.76,16.964666666666666,18.072327044025158,31615.7,7241.169,14.117272727272727,7.18413491057078
334168.0,25637.1,3501,20830,68260.0,13836.165832048488,102.28,-2.7027027027027,15.3284671532847,-4.3795620437956195,10.2189781021898,8.759124087591239,16.0583941605839,2015-02-28,58.1,15.116315789473683,15.659763313609467,31033.7,7240.896,13.0695,7.18413491057078
348091.2,26964.9,3456,20478,68260.0,13836.165832048488,101.81,5.5045871559633,17.424242424242397,1.5151515151515198,12.878787878787898,10.6060606060606,9.09090909090909,2015-03-31,55.89,14.902857142857142,13.967980295566502,31225.0,7159.78,12.032727272727273,7.18413491057078
342292.2,27277.2,3477,20164,68260.0,13836.165832048488,101.25,0.884955752212389,15.9090909090909,0.0,16.6666666666667,13.6363636363636,13.6363636363636,2015-04-30,59.52,14.357727272727272,14.32905982905983,31028.8,6986.477,10.783181818181818,7.18413491057078
351653.4,28879.4,3325,19943,68260.0,13836.165832048488,100.32,-6.194690265486729,15.9090909090909,-5.3030303030303,12.1212121212121,8.33333333333333,12.1212121212121,2015-05-31,64.08,12.828333333333333,14.994845360824742,31696.9,7100.311,10.567142857142857,7.18413491057078
364248.6,36533.9,3240,19892,68260.0,13836.165832048488,100.0,0.892857142857143,14.4,-4.0,12.0,6.4,10.483870967741899,2015-06-30,61.48,12.503333333333334,13.9452,31820.4,7160.382,10.290909090909091,7.18413491057078
395457.4,23790.2,3160,19944,68260.0,13836.165832048488,100.48,7.14285714285714,12.295081967213099,1.63934426229508,3.27868852459016,2.45901639344262,4.098360655737699,2015-07-31,56.56,11.524347826086956,14.76112759644,31936.3,7041.289,10.371739130434783,7.18413491057078
