inflation,fm_changes_volume,fm_changes_costs,fm_changes_demand,fm_demand_exp,fm_price_exp,Date,Brent,MIACR,Infl_exp,M2
101.06,-25.668449197860998,9.13705583756345,-26.0204081632653,27.0408163265306,24.8730964467005,2014-01-31,108.12,6.056470588235294,13.037735849056604,31155.6
100.26,-2.18579234972678,25.2577319587629,2.06185567010309,38.1443298969072,29.381443298969096,2014-02-28,108.9,5.9935,11.795154185022026,29861.2
100.67,5.85106382978723,26.153846153846196,6.1855670103092795,34.020618556701,27.6923076923077,2014-03-31,107.48,7.845000000000001,11.522132796780683,30169.0
101.49,8.791208791208788,26.2032085561497,5.319148936170209,33.155080213903695,24.468085106382997,2014-04-30,107.76,7.874545454545455,12.67274472168906,29519.3
101.0,4.34782608695652,26.2032085561497,2.1505376344086,36.216216216216196,21.3903743315508,2014-05-31,109.54,8.214736842105264,11.720956719817767,29879.0
100.73,7.14285714285714,27.225130890052398,2.64550264550265,30.0,22.513089005235596,2014-06-30,111.8,8.233157894736843,11.348780487804879,29890.8
100.75,12.299465240641698,33.157894736842096,4.23280423280423,31.0526315789474,21.0526315789474,2014-07-31,106.77,8.172173913043478,11.830396475770925,30073.1
100.44,14.5161290322581,21.3903743315508,6.38297872340426,28.571428571428594,23.1578947368421,2014-08-31,101.61,7.877142857142856,12.459183673469388,30178.3
100.75,24.1025641025641,24.8730964467005,5.10204081632653,20.408163265306097,23.8578680203046,2014-09-30,97.09,7.949090909090909,13.817269076305221,30338.7
100.63,13.756613756613799,33.862433862433896,6.34920634920635,3.72340425531915,26.315789473684198,2014-10-31,87.43,8.240434782608697,13.146153846153846,30297.6
100.82,-3.2258064516129,32.620320855615,-3.7837837837837798,3.2258064516129,36.3636363636364,2014-11-30,79.44,10.211111111111112,15.462264150943396,29831.2
102.54,-1.1049723756906098,38.8297872340426,2.68817204301075,-8.55614973262032,37.23404255319149,2014-12-31,62.34,15.468695652173912,16.57123287671233,30141.9
103.99,-27.528089887640398,45.054945054945094,-20.218579234972697,16.939890710382496,33.1521739130435,2015-01-31,47.76,16.964666666666666,18.072327044025158,31615.7
103.32,-2.3809523809523796,39.428571428571395,-5.714285714285709,18.8571428571429,23.8636363636364,2015-02-28,58.1,15.116315789473683,15.659763313609467,31033.7
101.56,18.8235294117647,37.2881355932203,1.13636363636364,22.727272727272698,20.3389830508475,2015-03-31,55.89,14.902857142857142,13.967980295566502,31225.0
100.43,-3.55029585798817,35.7954545454545,-7.42857142857143,24.0,14.7727272727273,2015-04-30,59.52,14.357727272727272,14.32905982905983,31028.8
100.49,-2.9239766081871297,38.764044943820195,-3.38983050847458,36.3636363636364,18.539325842696595,2015-05-31,64.08,12.828333333333333,14.994845360824742,31696.9
100.42,1.76470588235294,32.954545454545496,2.27272727272727,30.6818181818182,21.1428571428571,2015-06-30,61.48,12.503333333333334,13.9452,31820.4
100.44,11.9318181818182,33.5195530726257,9.44444444444444,25.0,25.0,2015-07-31,56.56,11.524347826086956,14.76112759644,31936.3
100.46,5.88235294117647,30.994152046783597,0.588235294117647,20.9302325581395,22.8070175438596,2015-08-31,46.52,10.858095238095238,16.007082152974505,32072.5
101.05,5.08474576271186,31.638418079096,2.80898876404494,14.044943820224699,19.6629213483146,2015-09-30,47.62,11.146363636363636,15.260416666666666,32361.0
100.98,1.6949152542372898,32.2033898305085,0.561797752808989,10.1694915254237,23.033707865168502,2015-10-31,48.43,11.14090909090909,15.84010152284264,32052.5
100.31,-15.028901734103998,26.8571428571429,-14.857142857142899,6.285714285714289,28.4090909090909,2015-11-30,44.27,11.425,16.443444730077122,32161.0
100.24,2.9940119760479,30.994152046783597,-8.82352941176471,-6.4705882352941195,35.672514619882996,2015-12-31,38.01,11.066521739130435,16.714285714285715,32745.0
100.74,-37.2670807453416,33.136094674556205,-30.5882352941176,22.9411764705882,26.470588235294098,2016-01-31,30.7,11.017333333333333,15.74,35179.7
100.7,2.51572327044025,36.969696969697004,-10.429447852760699,21.951219512195095,23.030303030303003,2016-02-29,32.18,10.8425,14.74,33966.5
100.59,5.3333333333333295,33.54838709677419,2.5974025974026,29.032258064516096,23.8709677419355,2016-03-31,38.21,10.94047619047619,14.5987,34309.6
100.43,-1.31578947368421,30.379746835442997,-5.063291139240509,24.683544303797497,16.9811320754717,2016-04-30,41.58,10.732857142857142,13.6,34689.4
100.53,-3.26797385620915,30.573248407643298,-5.0955414012738895,25.6410256410256,14.743589743589698,2016-05-31,46.74,11.063157894736841,14.1881,35105.5
100.62,-3.2467532467532503,28.0254777070064,-6.329113924050629,27.215189873417696,15.7232704402516,2016-06-30,48.25,10.639047619047618,14.2875,35642.9
100.38,9.395973154362421,31.7880794701987,9.27152317880795,32.6666666666667,17.2185430463576,2016-07-31,44.95,10.37904761904762,12.5623,35856.9
100.52,16.6666666666667,32.0512820512821,-1.2820512820512802,25.477707006369396,6.9620253164556996,2016-08-31,45.84,10.339565217391305,14.2065,36031.7
100.54,1.94805194805195,32.258064516129,-9.677419354838712,20.645161290322598,16.7741935483871,2016-09-30,46.57,10.238636363636363,12.3462,36169.6
