paid_services,salary,debt_firms,debt_fiz,inflation,fm_changes_volume,fm_changes_costs,fm_changes_demand,fm_demand_exp,fm_price_exp,Date,Brent,MIACR,Infl_exp,M2,gov_debt,obligates
26130972.8,24318.9,631838,323576,100.36,-48.88888888888889,9.549071618037141,-28.912466843501296,24.137931034482797,13.5278514588859,2014-01-31,108.12,6.056470588235294,13.037735849056604,31155.6,5722.239,6.2005
27921148.7,23502.9,640936,328044,100.42,8.76712328767123,20.370370370370395,2.9177718832891197,36.7724867724868,20.370370370370395,2014-02-28,108.9,5.9935,11.795154185022026,29861.2,5733.566,6.3854999999999995
28116022.9,25385.5,644122,333486,100.77,24.594594594594597,21.6710182767624,10.443864229765,38.642297650130494,21.1488250652742,2014-03-31,107.48,7.845000000000001,11.522132796780683,30169.0,5754.951,7.402380952380952
28012769.8,27323.0,660008,339626,101.21,19.783197831978296,20.526315789473703,13.3507853403141,41.09947643979059,17.2774869109948,2014-04-30,107.76,7.874545454545455,12.67274472168906,29519.3,5707.239,7.497727272727272
26326183.5,25449.2,667108,344846,101.19,6.53950953678474,19.473684210526297,8.37696335078534,30.1837270341207,8.9238845144357,2014-05-31,109.54,8.214736842105264,11.720956719817767,29879.0,5714.967,7.954999999999999
28524188.9,26906.3,670302,349332,101.21,14.021164021164,15.2061855670103,9.5360824742268,29.8969072164948,11.8556701030928,2014-06-30,111.8,8.233157894736843,11.348780487804879,29890.8,5739.107,7.882380952380952
31892425.8,25670.4,678610,354248,100.83,15.649867374005298,17.4025974025974,9.844559585492231,21.8181818181818,9.326424870466319,2014-07-31,106.77,8.172173913043478,11.830396475770925,30073.1,5757.204,8.527391304347827
33793005.8,25342.3,681270,358294,100.87,0.7978723404255321,13.695090439276498,0.775193798449612,10.362694300518099,9.819121447028419,2014-08-31,101.61,7.877142857142856,12.459183673469388,30178.3,5791.262,8.588095238095239
31655842.8,25512.1,680719,361710,101.36,-0.8,15.245478036175697,-1.8087855297157598,7.25388601036269,10.6217616580311,2014-09-30,97.09,7.949090909090909,13.817269076305221,30338.7,5742.744,8.715454545454547
30414244.8,25096.6,699903,364658,100.66,-8.24468085106383,14.9100257069409,-8.9974293059126,3.8659793814433,11.825192802056598,2014-10-31,87.43,8.240434782608697,13.146153846153846,30297.6,5739.132,9.170434782608694
30649041.9,25139.1,706445,368692,100.86,-13.695090439276498,21.4463840399002,-13.8613861386139,-2.47524752475248,16.5841584158416,2014-11-30,79.44,10.211111111111112,15.462264150943396,29831.2,5753.841,10.4095
32607632.7,32102.1,683633,370255,101.81,7.197943444730079,27.431421446384,0.0,-9.92555831265509,29.5285359801489,2014-12-31,62.34,15.468695652173912,16.57123287671233,30141.9,5759.2,14.746521739130435
30229529.3,24371.1,697948,364833,103.93,-48.2758620689655,23.8693467336683,-32.8282828282828,11.557788944723598,29.2191435768262,2015-01-31,47.76,16.964666666666666,18.072327044025158,31615.7,7241.169,14.117272727272727
31539482.6,23753.3,678746,359549,101.95,2.63852242744063,31.155778894472398,-9.54773869346734,27.1356783919598,25.9445843828715,2015-02-28,58.1,15.116315789473683,15.659763313609467,31033.7,7240.896,13.0695
32232342.8,26238.7,682125,355667,101.26,17.4025974025974,28.039702233250598,2.2388059701492495,29.5285359801489,22.139303482587096,2015-03-31,55.89,14.902857142857142,13.967980295566502,31225.0,7159.78,12.032727272727273
31511736.7,26440.2,688991,357453,101.31,4.8469387755102,30.1470588235294,4.16666666666667,20.8333333333333,15.7248157248157,2015-04-30,59.52,14.357727272727272,14.32905982905983,31028.8,6986.477,10.783181818181818
30216611.8,26963.6,679528,355883,100.47,-1.79028132992327,27.764127764127796,2.9411764705882404,22.303921568627498,10.8108108108108,2015-05-31,64.08,12.828333333333333,14.994845360824742,31696.9,7100.311,10.567142857142857
32946237.7,27290.4,670223,352461,100.25,13.9949109414758,26.7639902676399,7.78588807785888,24.0875912408759,12.4087591240876,2015-06-30,61.48,12.503333333333334,13.9452,31820.4,7160.382,10.290909090909091
36871410.9,26865.0,663694,350695,100.31,6.5822784810126596,20.9245742092457,-0.97323600973236,15.3284671532847,10.9489051094891,2015-07-31,56.56,11.524347826086956,14.76112759644,31936.3,7041.289,10.371739130434783
38335604.0,26595.7,660054,348658,100.49,-0.75,23.1884057971014,-4.589371980676329,7.26392251815981,10.8695652173913,2015-08-31,46.52,10.858095238095238,16.007082152974505,32072.5,7171.129,10.981904761904762
35327081.8,26529.3,684257,348298,100.84,-0.5,19.8067632850242,-6.02409638554217,2.17391304347826,10.4116222760291,2015-09-30,47.62,11.146363636363636,15.260416666666666,32361.0,6955.448,10.541818181818181
34334159.6,26572.8,688051,346832,100.94,-9.61538461538462,26.246719160105002,-9.4488188976378,1.0498687664042,11.0236220472441,2015-10-31,48.43,11.14090909090909,15.84010152284264,32052.5,6979.189,10.296363636363637
34171530.1,25984.3,671207,345690,100.45,-15.451895043731799,25.555555555555596,-19.1666666666667,-4.16666666666667,11.9777158774373,2015-11-30,44.27,11.425,16.443444730077122,32161.0,7119.134,10.528571428571428
37560974.2,32871.9,660593,346491,100.27,12.790697674418599,30.167597765363094,-3.6211699164345394,-3.6211699164345394,16.1559888579387,2015-12-31,38.01,11.066521739130435,16.714285714285715,32745.0,7160.043,10.305652173913044
33200958.2,25233.2,688096,333465,100.72,-45.1038575667656,16.4345403899721,-28.055555555555596,18.3844011142061,12.5,2016-01-31,30.7,11.017333333333333,15.74,35179.7,7307.611000000001,9.90047619047619
34618615.1,25833.0,675659,333525,100.7,-1.49700598802395,31.638418079096,-8.732394366197179,21.971830985915503,14.3661971830986,2016-02-29,32.18,10.8425,14.74,33966.5,7272.7919999999995,9.507619047619048
34944576.3,26905.7,685639,332978,100.6,12.979351032448399,33.14606741573029,1.96078431372549,22.4719101123596,15.7746478873239,2016-03-31,38.21,10.94047619047619,14.5987,34309.6,7239.115,9.694347826086956
34223022.5,27660.3,683958,334268,100.7,0.591715976331361,22.816901408450697,-3.38028169014085,28.7323943661972,16.056338028168998,2016-04-30,41.58,10.732857142857142,13.6,34689.4,7265.907,9.577142857142857
33196046.3,29098.4,701176,334283,100.56,-0.29585798816568004,21.126760563380298,0.8450704225352109,29.295774647887296,17.464788732394396,2016-05-31,46.74,11.063157894736841,14.1881,35105.5,7299.487,9.728181818181817
35657419.3,28966.9,693287,335223,100.71,14.925373134328398,25.3521126760563,5.07042253521127,23.661971830985898,16.3380281690141,2016-06-30,48.25,10.639047619047618,14.2875,35642.9,7261.743,9.532272727272726
40173961.4,28361.5,718768,335491,100.4,6.4327485380117,32.8690807799443,-5.5710306406685195,12.5348189415042,11.9777158774373,2016-07-31,44.95,10.37904761904762,12.5623,35856.9,7363.156,9.191428571428572
41833351.8,28893.0,708833,336152,100.46,3.50877192982456,20.8333333333333,1.9498607242339798,4.44444444444444,8.611111111111109,2016-08-31,45.84,10.339565217391305,14.2065,36031.7,7431.191,9.01695652173913
38754221.6,29004.2,714995,337633,100.6,-3.86904761904762,21.367521367521398,-13.142857142857098,0.0,7.977207977207979,2016-09-30,46.57,10.238636363636363,12.3462,36169.6,7345.051,9.001363636363637
