trade_turnover,debt_firms,money_income,paid_services,inflation,unemp,fm_changes_volume,fm_changes_costs,fm_changes_demand,fm_volume_exp,fm_demand_exp,fm_price_exp,fm_credit_cond,fm_currency_index,fm_consumer_risk,fm_price_final_prod,fm_ibk,fm_econom_position,fm_econom_cond,Date,Brent,MIACR,Infl_exp,M2,obligates
14510379,47211.0,23063.0,4322475.3,100.58,0.4,-4.16666666666667,30.136986301369898,-8.21917808219178,8.21917808219178,5.479452054794519,12.3287671232877,-1.40845070422535,-36.6197183098592,27.1428571428571,5.479452054794519,0.214362958124418,0.0,-7.04225352112676,2016-09-30,46.57,10.238636363636363,12.3462,36169.6,9.001363636363637
14500028,47292.0,23529.0,4454436.4,100.38,1.3,-4.22535211267606,33.3333333333333,2.7777777777777803,8.33333333333333,2.7777777777777803,12.5,-4.22535211267606,-42.8571428571429,36.7647058823529,-1.38888888888889,2.3666690259275898,-2.7777777777777803,-7.04225352112676,2016-10-31,49.52,10.323333333333332,13.677378,36148.8,8.895714285714286
14284922,46900.0,23685.0,4446186.6,100.4,1.4,-22.5352112676056,24.324324324324294,-12.162162162162199,-4.05405405405405,-9.45945945945946,29.729729729729698,-4.16666666666667,-33.3333333333333,29.5774647887324,9.45945945945946,-12.1744202228412,-2.7027027027027,-7.04225352112676,2016-11-30,44.73,10.017142857142856,12.3526,36051.0,8.530909090909091
16000096,46512.0,28575.0,4588923.6,100.13,1.6,-5.79710144927536,31.8840579710145,-10.0,-7.14285714285714,-14.084507042253499,19.718309859154896,0.0,-37.6811594202899,32.3529411764706,7.14285714285714,-9.282671400879519,2.8169014084506996,-10.144927536231899,2016-12-31,53.31,10.160454545454545,11.4855,36433.0,8.514090909090909
14103564,45653.0,22898.0,4165167.3,99.83,1.4,-35.7142857142857,21.428571428571395,-25.7142857142857,8.45070422535211,5.633802816901409,12.6760563380282,-10.0,-32.3529411764706,32.8358208955224,7.14285714285714,-12.8284373496685,1.40845070422535,-16.9014084507042,2017-01-31,54.58,10.114117647058823,12.8791,38418.0,8.956363636363635
13725417,45961.0,22596.0,4238747.0,100.13,1.2,-21.428571428571395,28.985507246376798,-21.126760563380298,15.492957746478899,9.85915492957746,11.267605633802798,-11.5942028985507,-32.8358208955224,34.78260869565219,0.0,-5.04715077696452,-5.633802816901409,-17.6470588235294,2017-02-28,54.87,10.14111111111111,11.162068965517241,38016.8,8.928
14760906,46393.0,24193.0,13935295.5,100.31,1.4,13.5135135135135,29.729729729729698,-4.10958904109589,16.4383561643836,9.45945945945946,8.10810810810811,-12.5,-29.1666666666667,27.7777777777778,2.7027027027027,8.67392624119404,-4.0,-5.479452054794519,2017-03-31,51.59,9.897727272727273,10.959,38462.3,8.403478260869566
14545977,46635.0,24189.0,14431511.2,100.44,1.6,-14.8648648648649,20.547945205479497,-9.58904109589041,14.8648648648649,16.2162162162162,9.45945945945946,-5.88235294117647,-29.5774647887324,33.3333333333333,0.0,1.1678682451137798,-5.479452054794519,-12.5,2017-04-30,52.31,9.5765,10.2704,38555.2,8.2005
15182890,46866.0,24759.0,15562444.6,100.14,1.35,-6.94444444444444,23.611111111111097,-6.94444444444444,9.72222222222222,11.111111111111098,9.72222222222222,-7.14285714285714,-26.7605633802817,31.3432835820896,0.0,1.54871681373998,-5.55555555555556,-15.492957746478899,2017-05-31,50.33,9.1345,10.3398,38663.8,8.04
15753204,46458.0,26763.0,15186511.4,99.96,1.1,-5.479452054794519,16.4383561643836,-9.58904109589041,10.958904109588998,15.0684931506849,10.958904109588998,-9.85915492957746,-27.3972602739726,33.3333333333333,-1.3698630136986298,2.4687582633455096,-1.3698630136986298,-12.5,2017-06-30,46.37,9.109047619047619,10.6924,39222.9,7.963181818181818
