paid_services,salary,debt_firms,debt_fiz,inflation,fm_changes_volume,fm_changes_costs,fm_changes_demand,fm_demand_exp,fm_price_exp,Date,Brent,MIACR,Infl_exp,M2,gov_debt,obligates
3628160.9,24893.0,93995,82317,100.29,-23.3,39.7,-10.1,14.5,19.0,2014-01-31,108.12,6.056470588235294,13.037735849056604,31155.6,5722.239,6.2005
3886565.1,25203.6,94111,83380,100.46,-5.6,31.5,-7.4,7.3,16.7,2014-02-28,108.9,5.9935,11.795154185022026,29861.2,5733.566,6.3854999999999995
4072760.8,25314.1,86324,84444,100.68,0.9,32.4,-6.3,13.8,14.0,2014-03-31,107.48,7.845000000000001,11.522132796780683,30169.0,5754.951,7.402380952380952
4088728.2,27138.3,98299,86166,100.7,-1.8,32.4,-10.1,12.1,12.3,2014-04-30,107.76,7.874545454545455,12.67274472168906,29519.3,5707.239,7.497727272727272
3951865.4,26322.5,101564,85634,100.94,-7.6,30.3,-8.1,10.1,11.0,2014-05-31,109.54,8.214736842105264,11.720956719817767,29879.0,5714.967,7.954999999999999
4056448.0,27376.1,91131,86914,101.08,1.8,32.5,-1.7,13.0,18.1,2014-06-30,111.8,8.233157894736843,11.348780487804879,29890.8,5739.107,7.882380952380952
4073690.6,26118.6,90007,88313,100.82,-0.9,28.2,-1.8,14.4,12.8,2014-07-31,106.77,8.172173913043478,11.830396475770925,30073.1,5757.204,8.527391304347827
4007442.7,25255.7,90234,89502,100.56,-7.7,27.7,-10.0,9.2,15.3,2014-08-31,101.61,7.877142857142856,12.459183673469388,30178.3,5791.262,8.588095238095239
3945269.5,25732.2,89647,90664,100.84,-11.4,37.2,-4.0,3.2,16.9,2014-09-30,97.09,7.949090909090909,13.817269076305221,30338.7,5742.744,8.715454545454547
4281976.0,26198.7,88714,91703,100.8,-2.4,33.1,1.6,3.3,21.3,2014-10-31,87.43,8.240434782608697,13.146153846153846,30297.6,5739.132,9.170434782608694
4242745.6,25888.6,95375,92808,101.02,-23.0,38.2,-6.4,-5.6,16.0,2014-11-30,79.44,10.211111111111112,15.462264150943396,29831.2,5753.841,10.4095
4692822.5,35731.5,97913,92474,103.01,-6.3,38.5,-3.8,-14.6,26.7,2014-12-31,62.34,15.468695652173912,16.57123287671233,30141.9,5759.2,14.746521739130435
4199192.0,25252.7,98804,91434,103.76,-28.2,46.3,-19.2,-6.6,27.5,2015-01-31,47.76,16.964666666666666,18.072327044025158,31615.7,7241.169,14.117272727272727
4205903.2,25747.1,90875,90563,102.18,-26.9,44.5,-20.8,-3.3,17.4,2015-02-28,58.1,15.116315789473683,15.659763313609467,31033.7,7240.896,13.0695
4475340.5,26266.1,89327,89415,101.18,-16.1,40.0,-27.2,0.9,9.6,2015-03-31,55.89,14.902857142857142,13.967980295566502,31225.0,7159.78,12.032727272727273
4482673.6,27934.8,88764,88651,100.6,-12.6,29.7,-22.8,10.5,9.7,2015-04-30,59.52,14.357727272727272,14.32905982905983,31028.8,6986.477,10.783181818181818
4230318.0,28040.1,87709,88202,100.32,-19.6,31.6,-25.2,7.8,11.3,2015-05-31,64.08,12.828333333333333,14.994845360824742,31696.9,7100.311,10.567142857142857
4414214.8,28952.2,87557,88059,100.38,-10.0,25.9,-17.9,4.4,14.3,2015-06-30,61.48,12.503333333333334,13.9452,31820.4,7160.382,10.290909090909091
