trade_turnover,debt_firms,money_income,paid_services,inflation,unemp,fm_changes_volume,fm_changes_costs,fm_changes_demand,fm_volume_exp,fm_demand_exp,fm_price_exp,fm_credit_cond,fm_currency_index,fm_consumer_risk,fm_price_final_prod,fm_ibk,fm_econom_position,fm_econom_cond,Date,Brent,MIACR,Infl_exp,M2,obligates
13579072,37225.0,23686.0,2760722.8,100.58,1.2,-2.7397260273972597,12.345679012345698,-3.7037037037037,27.1604938271605,24.691358024691397,11.111111111111098,-4.9382716049382696,-9.876543209876539,22.222222222222197,8.641975308641982,10.847146401681798,-7.40740740740741,-4.9382716049382696,2014-05-31,109.54,8.214736842105264,11.720956719817767,29879.0,7.954999999999999
12887024,37695.0,24982.0,2617795.7,100.61,1.2,4.05405405405405,16.0493827160494,-7.40740740740741,22.222222222222197,22.222222222222197,8.641975308641982,-8.641975308641982,-11.111111111111098,22.222222222222197,12.345679012345698,9.88912878754491,-11.111111111111098,-3.7037037037037,2014-06-30,111.8,8.233157894736843,11.348780487804879,29890.8,7.882380952380952
13520130,39140.0,24087.0,2697234.3,100.52,1.2,24.324324324324294,17.283950617284,-6.172839506172839,22.222222222222197,22.222222222222197,11.111111111111098,-6.172839506172839,-13.580246913580199,27.1604938271605,14.814814814814799,15.2615651004218,-13.580246913580199,-4.9382716049382696,2014-07-31,106.77,8.172173913043478,11.830396475770925,30073.1,8.527391304347827
14197413,39524.0,24829.0,2668503.3,100.56,5.2,13.6986301369863,13.580246913580199,1.23456790123457,24.691358024691397,27.1604938271605,14.814814814814799,-4.9382716049382696,-14.814814814814799,24.691358024691397,17.283950617284,16.449144806483,-8.641975308641982,-8.641975308641982,2014-08-31,101.61,7.877142857142856,12.459183673469388,30178.3,8.588095238095239
14148341,40060.0,23480.0,2877126.4,101.07,1.5,2.7027027027027,19.7530864197531,-7.40740740740741,29.629629629629598,32.0987654320988,17.283950617284,-7.40740740740741,-14.814814814814799,22.222222222222197,11.111111111111098,13.5747804700595,-11.111111111111098,-8.641975308641982,2014-09-30,97.09,7.949090909090909,13.817269076305221,30338.7,8.715454545454547
14505306,40250.0,24002.0,2934452.9,100.61,1.1,19.4444444444444,22.222222222222197,-8.641975308641982,22.222222222222197,16.0493827160494,17.283950617284,-11.111111111111098,-27.1604938271605,20.987654320987698,7.40740740740741,11.8985312510673,-13.580246913580199,-11.111111111111098,2014-10-31,87.43,8.240434782608697,13.146153846153846,30297.6,9.170434782608694
14001452,38775.0,23920.0,2848531.4,100.86,0.9,-16.6666666666667,30.8641975308642,-12.345679012345698,4.9382716049382696,7.40740740740741,35.8024691358025,-9.876543209876539,-54.320987654320994,29.629629629629598,9.876543209876539,-4.44819275250854,-18.5185185185185,-16.0493827160494,2014-11-30,79.44,10.211111111111112,15.462264150943396,29831.2,10.4095
17304937,37298.0,31938.0,3100958.7,102.66,1.2,25.7142857142857,34.6153846153846,-2.5641025641025603,3.84615384615385,2.5641025641025603,47.435897435897395,-17.9487179487179,-58.97435897435899,32.0512820512821,23.076923076923094,7.115471927275129,-12.8205128205128,-20.512820512820497,2014-12-31,62.34,15.468695652173912,16.57123287671233,30141.9,14.746521739130435
13522326,36988.0,23015.0,3034006.9,104.48,1.3,-56.060606060606105,40.7894736842105,-15.789473684210499,6.5789473684210495,6.5789473684210495,38.157894736842096,-28.947368421052598,-61.84210526315789,36.84210526315789,38.157894736842096,-16.5927249882541,-18.4210526315789,-25.0,2015-01-31,47.76,16.964666666666666,18.072327044025158,31615.7,14.117272727272727
13752300,36928.0,23967.0,3124333.2,102.26,1.6,-3.07692307692308,31.168831168831197,-10.389610389610398,19.480519480519497,18.1818181818182,19.480519480519497,-28.571428571428594,-51.9480519480519,32.4675324675325,18.1818181818182,5.63324070890522,-19.480519480519497,-22.077922077922096,2015-02-28,58.1,15.116315789473683,15.659763313609467,31033.7,13.0695
14153929,36982.0,24043.0,3234309.0,101.08,1.5,26.5625,33.7662337662338,-12.987012987013,22.077922077922096,16.883116883116898,12.987012987013,-31.168831168831197,-53.246753246753194,31.168831168831197,6.49350649350649,12.543452855619599,-15.5844155844156,-23.376623376623396,2015-03-31,55.89,14.902857142857142,13.967980295566502,31225.0,12.032727272727273
13974245,37039.0,27303.0,3190591.7,100.88,1.3,10.6060606060606,29.870129870129897,-10.389610389610398,23.376623376623396,16.883116883116898,7.7922077922077895,-27.2727272727273,-41.558441558441594,28.571428571428594,15.5844155844156,9.72447492815015,-14.285714285714299,-18.1818181818182,2015-04-30,59.52,14.357727272727272,14.32905982905983,31028.8,10.783181818181818
14357529,36990.0,25142.0,2715051.8,100.22,1.3,-4.41176470588235,27.2727272727273,-12.987012987013,14.285714285714299,12.987012987013,10.389610389610398,-27.2727272727273,-37.662337662337706,32.4675324675325,6.49350649350649,2.1343904983597697,-20.779220779220797,-19.480519480519497,2015-05-31,64.08,12.828333333333333,14.994845360824742,31696.9,10.567142857142857
14199509,36951.0,26836.0,2622731.8,100.04,1.2,0.0,25.974025974025995,-11.688311688311698,22.077922077922096,20.779220779220797,9.09090909090909,-27.2727272727273,-37.662337662337706,29.870129870129897,6.49350649350649,7.29685513555898,-16.883116883116898,-19.480519480519497,2015-06-30,61.48,12.503333333333334,13.9452,31820.4,10.290909090909091
14756392,36332.0,25079.0,2788558.7,100.28,4.4,7.575757575757579,27.2727272727273,-9.09090909090909,16.883116883116898,12.987012987013,9.09090909090909,-29.870129870129897,-45.454545454545496,36.3636363636364,5.194805194805189,6.845238242821449,-14.285714285714299,-29.870129870129897,2015-07-31,56.56,11.524347826086956,14.76112759644,31936.3,10.371739130434783
15286158,36076.0,25583.0,2771779.5,100.92,1.2,0.0,29.870129870129897,-16.883116883116898,16.883116883116898,9.09090909090909,14.285714285714299,-31.168831168831197,-57.142857142857096,42.8571428571429,15.5844155844156,1.87373580330474,-16.883116883116898,-42.8571428571429,2015-08-31,46.52,10.858095238095238,16.007082152974505,32072.5,10.981904761904762
14542726,36032.0,24509.0,2802150.5,100.84,1.0,-2.9411764705882404,22.077922077922096,-11.688311688311698,6.49350649350649,2.5974025974026,12.987012987013,-22.077922077922096,-40.2597402597403,32.4675324675325,14.285714285714299,-1.50326904241247,-16.883116883116898,-22.077922077922096,2015-09-30,47.62,11.146363636363636,15.260416666666666,32361.0,10.541818181818181
14720930,35896.0,23863.0,2819747.6,100.88,0.8,-11.9402985074627,30.0,-24.2857142857143,-2.8571428571428603,-5.714285714285709,20.0,-18.571428571428598,-38.5714285714286,35.7142857142857,11.4285714285714,-11.382848368368698,-15.714285714285698,-32.8571428571429,2015-10-31,48.43,11.14090909090909,15.84010152284264,32052.5,10.296363636363637
14541540,35857.0,24164.0,2923292.6,100.42,1.1,-11.9402985074627,38.5714285714286,-31.428571428571395,-4.285714285714289,-8.57142857142857,20.0,-21.428571428571395,-45.7142857142857,35.7142857142857,15.714285714285698,-14.3575681874344,-17.1428571428571,-45.7142857142857,2015-11-30,44.27,11.425,16.443444730077122,32161.0,10.528571428571428
15927187,36224.0,31956.0,3457630.3,100.5,1.2,40.0,37.6811594202899,-26.086956521739097,-21.7391304347826,-18.840579710144898,27.536231884057997,-15.942028985507198,-52.1739130434783,39.130434782608695,14.492753623188399,-8.39136147978702,-14.492753623188399,-46.37681159420289,2015-12-31,38.01,11.066521739130435,16.714285714285715,32745.0,10.305652173913044
13260753,35868.0,23736.0,2834313.1,100.85,1.5,-62.5,40.5797101449275,-30.4347826086957,-11.5942028985507,-14.492753623188399,26.086956521739097,-18.840579710144898,-56.521739130434796,44.9275362318841,18.840579710144898,-31.0439870549648,-18.840579710144898,-60.8695652173913,2016-01-31,30.7,11.017333333333333,15.74,35179.7,9.90047619047619
13353282,36175.0,25084.0,2887912.7,100.69,1.4,1.5873015873015899,34.78260869565219,-33.3333333333333,0.0,-7.2463768115941996,17.3913043478261,-18.840579710144898,-47.8260869565217,43.478260869565204,15.942028985507198,-10.2917941495563,-18.840579710144898,-59.4202898550725,2016-02-29,32.18,10.8425,14.74,33966.5,9.507619047619048
13683906,36221.0,24857.0,3219886.7,100.62,1.1,27.9411764705882,35.1351351351351,-13.5135135135135,10.8108108108108,2.7027027027027,8.10810810810811,-17.5675675675676,-45.945945945945894,43.2432432432432,13.5135135135135,6.445605410530999,-20.2702702702703,-44.5945945945946,2016-03-31,38.21,10.94047619047619,14.5987,34309.6,9.694347826086956
13834735,36873.0,28003.0,3145016.4,100.28,1.1,-4.41176470588235,31.944444444444397,-15.277777777777798,18.055555555555596,13.8888888888889,6.94444444444444,-16.6666666666667,-37.5,36.11111111111111,9.72222222222222,2.6069380886947604,-16.6666666666667,-34.72222222222219,2016-04-30,41.58,10.732857142857142,13.6,34689.4,9.577142857142857
14168616,37233.0,31035.0,2820099.6,100.76,1.0,-19.718309859154896,30.6666666666667,-13.3333333333333,16.0,10.6666666666667,2.66666666666667,-14.6666666666667,-37.3333333333333,37.3333333333333,10.6666666666667,-2.18146011176557,-16.0,-33.3333333333333,2016-05-31,46.74,11.063157894736841,14.1881,35105.5,9.728181818181817
14117439,38923.0,30503.0,2812279.3,100.03,3.3,0.0,24.324324324324294,-13.5135135135135,20.2702702702703,14.8648648648649,10.8108108108108,-13.5135135135135,-33.783783783783804,39.1891891891892,4.05405405405405,4.9744184434508,-5.40540540540541,-28.378378378378397,2016-06-30,48.25,10.639047619047618,14.2875,35642.9,9.532272727272726
14323837,39480.0,26951.0,2712966.5,100.26,1.1,-24.637681159420303,18.918918918918898,-10.8108108108108,28.378378378378397,22.972972972972997,10.8108108108108,-14.8648648648649,-40.5405405405405,37.8378378378378,6.756756756756759,2.73790352491806,-13.5135135135135,-25.675675675675695,2016-07-31,44.95,10.37904761904762,12.5623,35856.9,9.191428571428572
