paid_services,salary,debt_firms,debt_fiz,inflation,fm_changes_volume,fm_changes_costs,fm_changes_demand,fm_demand_exp,fm_price_exp,Date,Brent,MIACR,Infl_exp,M2,gov_debt,obligates
3598126.1,20866.0,161906,61089,100.66,-15.322580645161299,25.3846153846154,-8.46153846153846,23.846153846153797,19.2307692307692,2014-01-31,108.12,6.056470588235294,13.037735849056604,31155.6,5722.239,6.2005
3694823.4,20434.2,162946,62006,100.16,0.0,31.5384615384615,5.384615384615381,21.5384615384615,20.7692307692308,2014-02-28,108.9,5.9935,11.795154185022026,29861.2,5733.566,6.3854999999999995
3680477.0,21569.9,165856,62914,100.58,11.200000000000001,33.587786259542,0.0,19.0839694656489,19.8473282442748,2014-03-31,107.48,7.845000000000001,11.522132796780683,30169.0,5754.951,7.402380952380952
3695572.3,23112.3,167395,64110,101.1,-1.5748031496063,33.5820895522388,-1.49253731343284,18.6567164179104,22.3880597014925,2014-04-30,107.76,7.874545454545455,12.67274472168906,29519.3,5707.239,7.497727272727272
3339099.3,23327.1,170462,65193,100.91,-3.0075187969924797,27.611940298507495,-4.47761194029851,16.4179104477612,18.796992481203,2014-05-31,109.54,8.214736842105264,11.720956719817767,29879.0,5714.967,7.954999999999999
3576073.8,23419.6,170945,66304,100.92,-3.7593984962406,26.470588235294098,-3.6764705882352895,25.7352941176471,25.0,2014-06-30,111.8,8.233157894736843,11.348780487804879,29890.8,5739.107,7.882380952380952
3545611.3,24077.5,169629,68050,100.74,6.015037593984959,31.3868613138686,0.0,23.3576642335766,20.4379562043796,2014-07-31,106.77,8.172173913043478,11.830396475770925,30073.1,5757.204,8.527391304347827
3520860.1,23038.9,169828,68971,100.35,2.9411764705882404,32.3529411764706,2.20588235294118,27.2058823529412,18.5185185185185,2014-08-31,101.61,7.877142857142856,12.459183673469388,30178.3,5791.262,8.588095238095239
3621087.8,22762.5,167690,69289,100.48,5.79710144927536,33.8028169014085,6.33802816901408,20.4225352112676,19.718309859154896,2014-09-30,97.09,7.949090909090909,13.817269076305221,30338.7,5742.744,8.715454545454547
3922755.1,23260.4,164834,70104,100.59,4.31654676258993,39.8601398601399,-4.195804195804199,12.587412587412599,23.076923076923094,2014-10-31,87.43,8.240434782608697,13.146153846153846,30297.6,5739.132,9.170434782608694
4218807.2,22878.5,164462,70781,100.98,-2.15827338129496,37.7622377622378,-2.7972027972028,16.0839160839161,27.2727272727273,2014-11-30,79.44,10.211111111111112,15.462264150943396,29831.2,5753.841,10.4095
4751336.1,29183.0,165050,71125,102.2,6.56934306569343,37.588652482269495,1.41843971631206,9.219858156028371,28.368794326241098,2014-12-31,62.34,15.468695652173912,16.57123287671233,30141.9,5759.2,14.746521739130435
3808799.3,21820.4,159492,70246,104.21,-13.235294117647099,37.142857142857096,-10.0,11.4285714285714,25.0,2015-01-31,47.76,16.964666666666666,18.072327044025158,31615.7,7241.169,14.117272727272727
3970114.8,22154.3,156525,69435,102.06,-5.1470588235294095,39.0070921985816,-7.09219858156028,14.1843971631206,24.113475177304995,2015-02-28,58.1,15.116315789473683,15.659763313609467,31033.7,7240.896,13.0695
3995089.8,22646.1,156589,68671,101.42,4.285714285714289,32.1678321678322,-9.790209790209788,18.1818181818182,22.377622377622398,2015-03-31,55.89,14.902857142857142,13.967980295566502,31225.0,7159.78,12.032727272727273
3859291.2,23497.3,155605,68839,100.8,-3.6231884057970998,33.5664335664336,-4.195804195804199,19.5804195804196,20.279720279720294,2015-04-30,59.52,14.357727272727272,14.32905982905983,31028.8,6986.477,10.783181818181818
3607993.9,23630.2,154565,68422,100.64,-2.20588235294118,31.2056737588652,-7.8014184397163095,16.312056737588698,13.475177304964499,2015-05-31,64.08,12.828333333333333,14.994845360824742,31696.9,7100.311,10.567142857142857
3825026.3,24107.3,157592,68202,100.55,-1.41843971631206,35.172413793103395,-9.58904109589041,15.753424657534199,22.6027397260274,2015-06-30,61.48,12.503333333333334,13.9452,31820.4,7160.382,10.290909090909091
3920016.9,24250.2,159125,67893,100.44,3.5211267605633796,43.53741496598639,-6.84931506849315,13.6986301369863,19.047619047618998,2015-07-31,56.56,11.524347826086956,14.76112759644,31936.3,7041.289,10.371739130434783
3766689.8,23560.7,160437,67870,100.59,5.59440559440559,40.136054421768705,-6.122448979591839,14.965986394557799,22.4489795918367,2015-08-31,46.52,10.858095238095238,16.007082152974505,32072.5,7171.129,10.981904761904762
