paid_services,salary,debt_firms,debt_fiz,inflation,fm_changes_volume,fm_changes_costs,fm_changes_demand,fm_demand_exp,fm_price_exp,Date,Brent,MIACR,Infl_exp,M2,gov_debt,obligates
559456677.9,29535.0,18171671,9708233,100.39,-33.636557458602795,16.5487977369165,-18.9967767929089,17.862892406761496,13.974737973663,2014-01-31,108.12,6.056470588235294,13.037735849056604,31155.6,5722.239,6.2005
571950883.8,29255.3,18184819,9821423,100.49,0.23967291696038304,19.849986605947,-5.424749163879599,20.613185491951096,16.507193041150902,2014-02-28,108.9,5.9935,11.795154185022026,29861.2,5733.566,6.3854999999999995
591568267.2,31485.9,18458002,9964305,100.82,10.3180162510507,21.985957873620897,0.5801547079221131,20.2543444969705,14.309517462010099,2014-03-31,107.48,7.845000000000001,11.522132796780683,30169.0,5754.951,7.402380952380952
599205733.8,32947.3,18790056,10149219,100.87,3.79166960321376,19.2107925801012,0.611805835686433,19.7543294401933,12.3721055465805,2014-04-30,107.76,7.874545454545455,12.67274472168906,29519.3,5707.239,7.497727272727272
585407816.1,32271.8,19052987,10268231,100.85,-0.0284414106939704,17.334057282475896,-1.83766189733505,17.8730888918955,11.198534897917698,2014-05-31,109.54,8.214736842105264,11.720956719817767,29879.0,5714.967,7.954999999999999
601907572.1,33726.1,19252897,10400058,100.77,3.88967468175389,18.0976829021144,0.202606875126629,19.235179065218897,12.332838038632998,2014-06-30,111.8,8.233157894736843,11.348780487804879,29890.8,5739.107,7.882380952380952
611889359.7,32514.7,19515025,10570900,100.62,7.814381863266029,19.8827619112535,2.42774566473988,18.502441671188297,11.0408163265306,2014-07-31,106.77,8.172173913043478,11.830396475770925,30073.1,5757.204,8.527391304347827
618569287.9,30763.2,19563005,10705799,100.64,-1.05977108944468,18.820969606309898,-2.4559023066485803,14.016410117311999,11.99565276457,2014-08-31,101.61,7.877142857142856,12.459183673469388,30178.3,5791.262,8.588095238095239
621512527.0,31929.2,19777433,10829159,100.86,2.6649746192893398,23.4678624813154,-1.70481559464783,7.590042732144069,13.8718890248878,2014-09-30,97.09,7.949090909090909,13.817269076305221,30338.7,5742.744,8.715454545454547
628585058.4,32439.1,20078999,10925909,100.8,-3.41511701902001,26.528384279476,-6.011450381679389,4.08065944546631,17.585642145489302,2014-10-31,87.43,8.240434782608697,13.146153846153846,30297.6,5739.132,9.170434782608694
632018128.4,32546.1,20367335,11014418,101.02,-16.0802226821783,30.517748444018896,-11.856303783636099,-2.8169974762976597,25.637171165015396,2014-11-30,79.44,10.211111111111112,15.462264150943396,29831.2,5753.841,10.4095
680264032.6,42135.7,20659499,11005289,102.55,8.035072588759519,36.0855849677685,-1.29558541266795,-9.16129916404002,30.448211956894795,2014-12-31,62.34,15.468695652173912,16.57123287671233,30141.9,5759.2,14.746521739130435
610769518.5,30928.6,20552318,10869545,103.52,-36.287637789450294,34.6057222609909,-24.2979583304299,6.956521739130429,25.914293690675596,2015-01-31,47.76,16.964666666666666,18.072327044025158,31615.7,7241.169,14.117272727272727
617824090.7,31325.3,20360546,10747328,102.35,-5.872334123222749,33.5740831638735,-12.7655099894848,12.409983919457499,20.223063973063997,2015-02-28,58.1,15.116315789473683,15.659763313609467,31033.7,7240.896,13.0695
644484213.2,32642.2,20294018,10621468,101.47,4.02659770964167,32.0407446434844,-7.6685393258426995,13.251069200027999,14.8335440370839,2015-03-31,55.89,14.902857142857142,13.967980295566502,31225.0,7159.78,12.032727272727273
638300205.8,34377.3,20395438,10547901,100.8,-3.20527222347038,27.185432818834897,-7.373140701729409,14.067256637168098,11.473781309870098,2015-04-30,59.52,14.357727272727272,14.32905982905983,31028.8,6986.477,10.783181818181818
621963396.1,34380.4,20308676,10498927,100.55,-5.71964017991004,23.580317551137195,-7.875707023698719,13.5306704707561,11.604656145111802,2015-05-31,64.08,12.828333333333333,14.994845360824742,31696.9,7100.311,10.567142857142857
652020210.6,35394.5,20434933,10442605,100.44,2.17993857217769,23.395415472779398,-4.41524876157657,13.711634546752299,12.713621737576,2015-06-30,61.48,12.503333333333334,13.9452,31820.4,7160.382,10.290909090909091
667792726.0,33900.6,20562088,10435088,100.38,1.4500336348008098,25.294202066590096,-5.12506307215454,11.9144675677609,13.324727481354,2015-07-31,56.56,11.524347826086956,14.76112759644,31936.3,7041.289,10.371739130434783
670376134.1,32175.8,20674685,10449260,100.78,-3.1458818229596797,27.676183592338298,-7.7866473149491995,6.1973048929884,13.013599537036999,2015-08-31,46.52,10.858095238095238,16.007082152974505,32072.5,7171.129,10.981904761904762
674754601.0,32911.0,20842194,10446536,100.8,-3.3651693777048197,27.8094139695812,-8.06078147612156,3.34508308754766,12.160600808781098,2015-09-30,47.62,11.146363636363636,15.260416666666666,32361.0,6955.448,10.541818181818181
679750120.2,33357.0,21104591,10416228,100.69,-6.701618418053339,26.8588992974239,-10.241935483871,1.9636469815315,13.2043672602037,2015-10-31,48.43,11.14090909090909,15.84010152284264,32052.5,6979.189,10.296363636363637
679805654.5,33346.8,21163817,10380135,100.57,-15.8891454965358,25.4121996303142,-15.425059241706201,-4.024174528301889,15.387459331558698,2015-11-30,44.27,11.425,16.443444730077122,32161.0,7119.134,10.528571428571428
724408413.2,43407.7,20888976,10366829,100.56,3.5680824484697102,29.5578663873719,-7.48523143647648,-8.8615154908548,17.470059880239496,2015-12-31,38.01,11.066521739130435,16.714285714285715,32745.0,7160.043,10.305652173913044
638260721.7,32659.6,21117561,10309191,100.82,-35.149271747002494,25.8240509206638,-25.228698873516297,9.00520401236896,15.6836055656382,2016-01-31,30.7,11.017333333333333,15.74,35179.7,7307.611000000001,9.90047619047619
666050680.1,33873.4,21155577,10312095,100.66,-1.2175455571682,25.2740560292326,-11.7236142748671,13.486891953326301,13.6902050113895,2016-02-29,32.18,10.8425,14.74,33966.5,7272.7919999999995,9.507619047619048
684546916.9,35500.6,21239123,10297405,100.62,5.78459056070996,24.558981438871,-6.901041666666669,13.455517373043097,12.4387630128598,2016-03-31,38.21,10.94047619047619,14.5987,34309.6,7239.115,9.694347826086956
682373473.0,36497.4,21383593,10312330,100.5,-3.03030303030303,21.1771091811414,-7.8125,13.5382955771305,11.5515376294236,2016-04-30,41.58,10.732857142857142,13.6,34689.4,7265.907,9.577142857142857
672525437.5,37269.8,21352937,10332049,100.45,-3.77342979283131,19.0849878364592,-7.5023518344308595,13.8993120700438,11.5659060613189,2016-05-31,46.74,11.063157894736841,14.1881,35105.5,7299.487,9.728181818181817
688598433.9,38447.4,21479948,10343383,100.41,3.08377308707124,19.766616731057297,-4.265552314121259,13.426617404292099,12.136266855926198,2016-06-30,48.25,10.639047619047618,14.2875,35642.9,7261.743,9.532272727272726
701986675.2,35887.8,21568047,10381038,100.34,1.53922133508931,20.879120879120897,-4.14000158015327,14.255302373255498,10.090801421239599,2016-07-31,44.95,10.37904761904762,12.5623,35856.9,7363.156,9.191428571428572
724680333.7,35405.1,21447120,10466379,100.4,4.87342294054589,20.6615494183746,-2.33423009969932,10.7911966553601,9.89715189873418,2016-08-31,45.84,10.339565217391305,14.2065,36031.7,7431.191,9.01695652173913
711909344.3,35843.4,21450467,10508638,100.51,0.504799735187024,21.2568873273177,-4.017857142857141,6.2663807481534395,10.381339065360999,2016-09-30,46.57,10.238636363636363,12.3462,36169.6,7345.051,9.001363636363637
713037776.6,35749.0,21563483,10538916,100.39,-3.61822639276355,19.8160058617602,-7.37638256343526,3.4932728156913595,10.1032268552386,2016-10-31,49.52,10.323333333333332,13.677378,36148.8,7383.563,8.895714285714286
729820563.7,36195.2,21739260,10585867,100.38,-9.1203822199471,19.9687859372433,-10.1857154544711,-0.440384929049095,11.5359477124183,2016-11-30,44.73,10.017142857142856,12.3526,36051.0,7422.921,8.530909090909091
763972946.4,47554.0,21731687,10619193,100.33,3.93842978759997,22.8679618044122,-3.7951757635630203,-2.19031993437244,12.3510559618703,2016-12-31,53.31,10.160454545454545,11.4855,36433.0,7602.353,8.514090909090909
691591341.5,34421.596137846755,21764888,10587915,100.36,-28.764005602240896,17.4893864979605,-20.0465619023863,12.9382511396602,9.78649165074354,2017-01-31,54.58,10.114117647058823,12.8791,38418.0,8003.455,8.956363636363635
683297723.3,35497.107328761245,21768766,12241158,100.17,-6.84297809199616,18.206024296888,-9.348817917876401,15.683512841756398,7.74086378737542,2017-02-28,54.87,10.14111111111111,11.162068965517241,38016.8,8073.9,8.928
779789883.2,37899.48251158797,21978941,10708339,100.15,10.9271523178808,20.0100175306787,-1.0851419031719498,16.515441604928,6.758333333333329,2017-03-31,51.59,9.897727272727273,10.959,38462.3,8164.026,8.403478260869566
764899285.4,39225.10619901859,22097108,10820605,100.15,-5.3427065026362,17.6297169811321,-6.8137791628063695,16.145527705591398,6.94957983193277,2017-04-30,52.31,9.5765,10.2704,38555.2,8308.139,8.2005
803751209.2,39679.44386059475,22136992,10903024,100.12,1.24605124605125,17.0203771032384,-2.70178993583249,15.6685119946318,7.652846690774539,2017-05-31,50.33,9.1345,10.3398,38663.8,8318.296,8.04
806971346.7,41453.81668524139,22267477,11018737,100.11,1.6837674296237801,17.608365660313698,-1.42531837732985,15.7673911219267,9.58984703311481,2017-06-30,46.37,9.109047619047619,10.6924,39222.9,8480.426,7.963181818181818
804412252.6,38073.16027688964,22296880,11164672,100.13,-0.238980350504514,17.7338221502259,-1.5228858261017497,15.922000847816898,7.227790045863769,2017-07-31,48.48,8.947619047619048,9.527,39623.1,8469.1,7.747619047619047
828280640.0,37098.68891890836,22432559,11353881,100.14,5.0502379693284,18.054726792259796,0.008498342823149492,10.988357270332298,6.767685366476549,2017-08-31,51.7,8.536521739130436,9.5559,39275.9,8602.781,7.55
841027372.1,38046.788417519194,22633318,11512076,100.31,-2.07413945278023,18.253627543573497,-4.310197086546699,7.328139714065579,6.596894569786389,2017-09-30,56.15,8.373809523809523,9.85,39419.3,8740.747,7.454285714285714
844150440.9,38332.64732426007,22656227,11662725,100.14,-0.8781362007168461,16.2748171368861,-5.00435161009574,4.66689798750867,7.01693443334781,2017-10-31,57.51,8.043181818181818,8.6866,39571.0,8881.996,7.167727272727273
827662189.5,38847.80881673527,22793924,11855189,100.15,-8.99126715380503,16.8004834671501,-8.283665889263188,0.7658549178211861,8.76284209617543,2017-11-30,62.71,8.014285714285714,8.7425,39667.5,8996.625,6.662727272727273
833619469.8,51197.345185527614,22880037,12035737,100.17,2.3880597014925398,18.4933298456709,-2.97520661157025,-1.7649104503564599,9.306172194654831,2017-12-31,64.37,7.729523809523809,8.8793,40114.4,9137.26118630712,6.580952380952381
844809635.5,39016.684178807125,23128740,12125460,100.2,-27.513863216266195,14.552996205101099,-18.080042313117097,14.333479982402098,7.12268314210062,2018-01-31,69.08,7.087647058823529,8.4402,42442.2,7247.124,6.2004347826086965
891210992.7,40443.36287949518,23340138,12241158,100.11,-4.8209754722300495,15.2417690858527,-7.325383304940369,17.1321160042965,6.7737304862731,2018-02-28,65.32,7.145263157894736,8.4687,41597.5,8660.537,6.548
828094995.1,42363.57319728616,23631641,12434674,100.11,6.55091506335054,17.7729612571119,-0.40610053244292005,16.8168709444845,7.7110609480812595,2018-03-31,66.02,7.1465000000000005,7.8145,42045.5,8778.0903,6.571363636363636
827206407.4,43381.051688982996,24023671,12666535,100.25,-1.06043543543544,17.54147402774,-2.67161746060496,14.9570718481699,8.530290681879919,2018-04-30,72.11,7.002857142857143,8.5564,42377.0,8675.751,6.799047619047619
860485892.7,44075.53753738286,24044249,12920830,100.22,0.797522987427285,19.8569358927925,-0.888405402955308,14.994567185802198,9.10903652678329,2018-05-31,76.98,6.9455,9.8368,43122.0,8733.564,6.89
865857385.0,45848.07764798236,24222422,13159323,100.34,-1.50819672131148,20.913067249863296,-2.1533708886062097,15.4522385354359,11.489554950045399,2018-06-30,74.41,7.0215000000000005,9.6818,43257.4,8821.659,7.356666666666667
859459906.3,42413.4651766869,24585201,13433221,100.28,0.737055463423623,21.9510006281971,-1.52439024390244,14.315129811996398,9.90764816641262,2018-07-31,74.25,7.089545454545455,9.9011,44126.7,8898.644,7.568181818181818
874203206.9,41363.60067139412,24922210,13756629,100.34,3.78398236590742,23.9956958393113,-0.9848688333781,9.46597606715485,11.1956327188115,2018-08-31,72.53,7.027826086956521,10.0697,43910.3,9043.77,7.532608695652174
892346353.9,41774.30336641229,25067351,14042130,100.46,-4.430037817395999,25.132042253521096,-4.8711861426184795,6.1765221968766495,11.710919641287099,2018-09-30,78.89,7.148999999999999,9.3386,44369.1,9047.151,7.7090000000000005
900290542.1,42331.66871452135,25382809,14283401,100.43,0.06234413965087281,23.898275561748797,-3.84849274606898,3.90760680791942,13.518921270117398,2018-10-31,81.03,7.267391304347826,9.8309,44254.7,9043.279,7.764782608695652
886418097.9,42595.005329930966,25623056,14602275,100.42,-9.09011066221676,23.5742421647542,-7.98768493970752,-0.5038428693424419,19.7846337919836,2018-11-30,64.75,7.2509523809523815,10.2363,44218.4,9094.735,7.582272727272727
892539759.4,55569.330224101825,25760819,14752662,100.47,1.5162262812555398,25.9453420419388,-3.22331098504384,-2.72937945240752,25.2877512454905,2018-12-31,57.36,7.492380952380953,10.3632,44891.6,9137.513,7.614285714285715
897063728.0,42263.2,25728662,14906627,100.63,-27.0698344132469,29.3435620259786,-17.60907504363,14.1122387024026,14.719930525401699,2019-01-31,59.41,7.645294117647059,10.1363,47109.3,9176.396,7.45695652173913
951667999.2,43062.4,25885238,15091791,100.36,-4.039770691508419,24.6701733206864,-7.533539731682149,17.8216108659919,10.632208828375699,2019-02-28,63.96,7.5905000000000005,9.1406,45721.2,9212.028,7.555
886418911.4,46324.2,26209480,15353842,100.31,5.57432432432432,22.7640875409271,-1.84276242142427,17.846366066040197,8.617113223854801,2019-03-31,66.14,7.676,9.39,46212.6,9229.171,7.310476190476191
881444663.5,48029.8,26433363,15669542,100.26,2.8048340548340502,19.756865488892796,-1.02948874541965,16.397896581945698,7.99050632911392,2019-04-30,71.23,7.745454545454546,9.2639,46141.2,9497.341,7.115454545454545
851421813.6,47926.2,26513261,15924139,100.29,-3.1,19.1,-3.5,15.5,8.9,2019-05-31,71.32,7.7155555555555555,9.4292,46435.9,9903.055,6.882608695652174
564405328.8,49347.9,26675170,16155395,100.23,1.5,20.7,-2.4,16.6,9.4,2019-06-30,64.22,7.576842105263158,9.3712,46735.3,10029.368,6.7909999999999995
553000577.2,46509.4,26831881,16356447,100.2,6.97959541115684,21.0970824091452,0.170590242238144,15.374114836617998,7.8088877472386296,2019-07-31,63.92,7.320434782608696,9.1104,47349.4,10135.103,6.565652173913043
635621341.7,44961.3,27110459,16657477,100.17,1.7521146210944198,20.182324639149197,-2.37774030354132,10.9124641592174,7.31335703402743,2019-08-31,59.04,7.132272727272727,8.8941,47351.0,10428.073,6.056363636363637
734479822.3,45540.9,27256374,16933090,100.15,0.00852079072937969,20.402202937249697,-3.43736995422389,8.59551030626721,7.258131950832009,2019-09-30,62.83,6.855714285714286,8.6122,47584.1,10514.002,5.792857142857143
808496891.0,46549.0,27466530,17077875,100.16,1.26314004747372,20.510906527328498,-4.41796971953338,6.049762835982359,8.025722398530151,2019-10-31,59.71,6.789999999999999,8.2566,48266.8,10597.713,5.475652173913043
835156256.5,46284.5,27663392,17305098,100.22,-9.508494144812799,20.119057195720398,-9.62155227710071,2.13022508038585,10.208685843203599,2019-11-30,63.21,6.457000000000001,9.0219,48082.4,10678.065,5.349523809523809
826505882.8,62239.2,27584969,17489335,100.14,4.67429139731477,21.829790673240097,-3.5971223021582697,-2.1235365361324203,11.214574898785399,2019-12-31,67.31,6.151363636363637,8.2594,49195.3,10739.872,5.890909090909091
819947678.6,46674.1,27611378,17629265,100.17,-24.9957805907173,20.2343434343434,-19.2180305355845,18.724040538295398,15.2213114754098,2020-01-31,63.65,6.038823529411765,7.9343,51660.3,10388.641381697022,5.826086956521739
897298354.6,47256.5,27617187,17839242,100.11,-5.928753180661579,21.9639083075923,-6.63298565840939,15.400685217682,19.2079697019595,2020-02-29,55.66,5.938421052631579,7.8881,50622.9,10339.51764566119,5.011
835500313.6,50947.5,28631655,18128236,100.51,-17.7257525083612,31.287170773152102,-18.083527665889303,-18.201634877384198,17.851756087050198,2020-03-31,32.01,5.79421052631579,7.9881,51314.2,10626.35,4.376818181818182
863826930.8,49306.0,29174897,17995534,100.5,-36.45588549455239,29.5190713101161,-35.1841028638223,-1.0586237890741999,14.3376572327044,2020-04-30,18.38,5.994736842105263,8.2881,52327.0,10776.057,4.233181818181818
926471889.4,50746.5,29019100,18019349,100.28,-22.451384796700097,27.249660172179397,-24.6103660746647,12.253403723256499,13.7773722627737,2020-05-31,29.38,5.468823529411765,8.4881,52951.7,11171.059874795099,4.2195238095238095
939881122.1,52123.1,29183956,18197739,100.27,-4.07427937915743,28.8143019893086,-7.736213558131369,18.530809938111,15.4306113342258,2020-06-30,40.27,4.994,8.5881,53068.0,11402.559,4.210454545454545
923334836.4,50145.1,29539941,18486677,100.26,2.02037795001306,28.8498536177332,-0.9733176707501261,16.1648042309989,13.719357565511398,2020-07-31,43.24,4.2290909090909095,8.8231,54392.6,11584.996663583599,4.293478260869565
942655573.3,47648.5,29919598,18846986,100.32,0.6111343658434489,28.4544938811897,-0.5908539053014971,10.2862327806649,15.5856886129717,2020-08-31,44.74,4.155238095238095,8.9478,54687.4,12402.286708654,4.355238095238095
