fm_ibk,Brent,MIACR,Infl_exp,obligates,M2,money_income,trade_turnover,debt_firms,Компонента валютного канала,Компонента рыночной конъюнктуры,Компонента спроса,Компонента предложения,Компонента денежного рынка,Компонента ожидания,inflation
14.700000000000001,0.7800000000000011,5.9935,11.795154185022026,0.1849999999999996,-0.0026346639604142297,0.01568936633411866,-0.016024831918906912,-0.01421534381540468,1.339707531271368,1.5579255322718744,0.6868107765520931,-1.7205594890877327,-0.21541068823322446,1.139047748200895,1.0087000000000002
4.399999999999999,-1.4200000000000017,7.845000000000001,11.522132796780683,1.0168809523809523,0.0001574073012609034,-0.02599910268179073,0.05637329541709235,-0.007168486080901815,1.2911659623045453,-0.87181658024394,1.3163648098216436,-0.4343940652937121,0.9310289392983547,0.3870562839123902,1.0056
-4.399999999999999,0.28000000000000114,7.874545454545455,12.67274472168906,0.09534632034632029,-0.010966666349142784,0.014962770728851993,0.01717023322325062,-0.02297106792750192,0.11082408275723662,-0.738627726239927,-0.319006751343975,-0.6434925837212414,-0.27387372439684404,0.3955684474809078,1.0079
0.09999999999999964,1.7800000000000011,8.214736842105264,11.720956719817767,0.45727272727272705,-0.010608221463581202,-0.036748269110459475,0.0033998187011725634,-0.01842914838758425,-0.07651816979048993,1.0875561034974128,0.20352875132238848,-1.4632603069109154,0.5924253172456164,-0.10787158887742997,1.0107
6.200000000000001,2.259999999999991,8.233157894736843,11.34878048780488,-0.07261904761904692,-0.011164552547894502,0.008571014681320932,0.00869729676841935,-0.0007848892807906793,0.27851777281059187,-1.544220993106835,-0.2587878199927903,-0.1558405263088046,0.11946411107503767,1.0226004099617034,1.0101
6.5,-5.030000000000001,8.172173913043478,11.830396475770923,0.6450103519668744,-0.007165030918645954,0.04766849159650022,-0.008456374793821553,-0.04899790445678498,0.5783269681841483,2.352725311249222,0.47815754962779494,-0.8352201166928426,0.11920225055949588,-1.1171602996004257,1.005
-18.0,-5.159999999999997,7.877142857142856,12.459183673469388,0.06070393374741201,-0.008507190372547768,-0.03408625279305788,-0.025059310885422903,0.010684521869485764,0.1420761205063101,-1.1461667680234617,-0.23514794807413877,1.3894778470853415,1.062698591526484,0.08279916689373484,1.0034999999999998
-5.3,-4.519999999999996,7.949090909090909,13.81726907630522,0.127359307359308,-0.004209710118436405,-0.005786094757858962,-0.008329768649776526,-0.019151793672373074,-0.26209655560203393,1.287541569375724,0.24329742420950462,0.7568024612900716,-0.24025793639343263,0.45385941793517925,1.0097
-1.9,-9.659999999999997,8.240434782608697,13.146153846153846,0.4549802371541478,-0.0007971099744672472,0.019019079185884635,0.01712097543486557,-0.014894290422153844,2.113521593068031,1.2279205567400326,0.9964039046771883,1.3781139391543205,1.1441988681894244,-1.2052502247778705,1.0064
-11.700000000000001,-7.990000000000009,10.211111111111112,15.462264150943396,1.239065217391305,-0.00959070920863958,0.006503176616114104,0.004727822982525609,-0.011105529636575184,1.2342714576891045,1.3544158335049123,-0.3816382448722684,2.741135210320283,2.3298005071886476,-0.5599398716953793,1.0149
16.200000000000003,-17.099999999999994,15.468695652173912,16.57123287671233,4.337021739130437,-0.009897807348393073,-0.010096061415177715,0.0011510323706271919,-0.024012028036640487,3.963711477040735,3.1197794076873375,0.4870846088381523,2.8570575928083692,-1.3949836017227282,1.4929284346001879,1.0245
-17.200000000000003,-14.580000000000005,16.964666666666666,18.07232704402516,-0.6292490118577092,-0.017955421459264542,-0.0060864259013122535,0.00936562694590215,-0.02677810077387477,-0.20664432790864684,1.773463941208686,-1.6060378165850913,2.52378337864594,-0.09812668555383071,-0.4984690364022289,1.0328
18.3,10.340000000000003,15.116315789473685,15.659763313609467,-1.0477727272727275,-0.011447625373556036,-0.023933822755923373,0.026124768348307015,-0.06747041641724749,-1.7687435034155239,-1.419471833215471,-1.6762015275151332,3.5433680052495413,-0.03404456641482325,1.1596729238828214,1.0223
12.5,-2.210000000000001,14.902857142857142,13.967980295566502,-1.0367727272727283,-0.01728711802784666,0.00896075146414077,-0.05937809852121845,-0.029176586752869937,-1.1727805304875372,0.9240428675435597,-1.522979039450994,-0.7511436482806706,-0.2577182700964357,-1.3317416769813613,1.013
-7.800000000000001,3.6300000000000026,14.357727272727272,14.32905982905983,-1.2495454545454532,-0.007909232474835548,-0.03252521719591961,-0.062595567254359,-0.006269380622626386,0.9237428351042679,0.49367886787406,-0.6308846938198065,-0.8927829948466905,-0.19033288977507473,-1.1005833700877916,1.0084
-3.8999999999999995,4.559999999999995,12.828333333333331,14.994845360824742,-0.21603896103896147,0.0016667332681858937,0.05262034746421307,0.020750822040080052,-0.015350058419613788,0.6891787142532471,-0.34002468888395704,-0.3181678393733982,0.8244894865794894,-0.676624109651968,-0.5891211905524874,1.0043
