fm_ibk,Brent,MIACR,Infl_exp,obligates,M2,money_income,trade_turnover,debt_firms,Компонента рыночной конъюнктуры,Компонента валютного канала,Компонента спроса,Компонента предложения,Компонента ожидания,Компонента денежного рынка,inflation
4.50806446644458,0.7800000000000011,5.9935,11.795154185022026,0.1849999999999996,-0.00027536929525773246,-0.015434290548995477,17.72033418937685,0.001011262344993824,-0.6958123821291898,-0.8884253696571087,-0.8115927125113115,0.6637904688912014,0.31771283507124254,0.07501566837927809,1.0047
8.09516053955649,-1.4200000000000017,7.845000000000001,11.522132796780683,1.0168809523809523,0.0012485959525516677,0.028021717352190834,17.736083985948746,0.02608361911477175,-0.5921974640633219,-0.9520545822186679,-0.39938455131797723,0.8140740325199733,-0.09388445969089672,0.09164129298600546,1.0099
8.15176646378234,0.28000000000000114,7.874545454545455,12.67274472168906,0.09534632034632029,-0.013340234906522142,-0.015446800252076898,17.730090534973304,0.025436640981936876,0.028747343180649806,0.05762604859164192,-1.147601739341311,0.5816035750445098,-0.5111978042421058,0.32493164253267814,1.0086
4.333447756585089,1.7800000000000011,8.214736842105264,11.720956719817767,0.45727272727272705,-0.013361128353407636,-0.008077023662979244,17.725162263207288,-0.017016404501083215,-0.10867733258231559,-1.0408501315409286,-0.8763730882606544,0.4544499749814074,-0.012991196288153118,0.03381865543256708,1.0090999999999999
5.577130032974339,2.259999999999991,8.233157894736843,11.34878048780488,-0.07261904761904692,-0.011978123566665388,-0.020762190689486815,17.71160141935627,-0.01530224205106201,-0.9112532208236587,-0.7443785140923395,0.016637724203568762,-0.7009999299773053,-0.8125156064665814,-0.605541553049007,1.0068000000000001
8.498034296841828,-5.030000000000001,8.172173913043478,11.830396475770923,0.6450103519668744,-0.005242980439403411,-0.006951384139213701,17.700999733769866,-0.03647387760863552,0.3135985029698018,-0.0676161272913446,-0.8953258719013863,0.6267230503027138,0.501311112924775,-0.5038624541704441,1.0055
3.7115865814889504,-5.159999999999997,7.877142857142856,12.459183673469388,0.06070393374741201,-0.008268796819109525,0.0069202386718849596,17.698227132491027,-0.008126764839541778,0.4918860327516866,-1.2213929799782393,-0.3985345804567817,-1.1201398176018038,-0.06878352297869586,-0.16038049554994388,1.0062
2.9748512113989,-4.519999999999996,7.949090909090909,13.81726907630522,0.127359307359308,-0.0030138024208667957,-0.03291113157318826,17.699538621208788,0.0010111540954795828,-1.1591080853206785,-0.9660994561334106,0.47894054961299215,-0.6280724523143445,-0.6534101229660996,0.3666218222686038,1.0087000000000002
3.7581642782933,-9.659999999999997,8.240434782608697,13.146153846153846,0.4549802371541478,-0.003436741376498631,0.013995111287213646,17.70974786400706,-0.0013372268337121795,1.4349024195718518,-0.037131795083398214,-0.004925777637659745,0.10164383324811999,0.6269909468451902,-0.44387206429279286,1.0073999999999999
-3.29598131334193,-7.990000000000009,10.211111111111112,15.462264150943396,1.239065217391305,-0.012579895815967745,-0.01478090265780807,17.70845238726673,-0.008356668046294757,1.433090448892097,-1.573821370681762,0.22422504949928168,-0.5038199431081268,0.0667239248432417,-0.46666986323875204,1.0115
0.708119606957727,-17.099999999999994,15.468695652173912,16.57123287671233,4.337021739130437,-0.008688905412956416,0.01253479355814413,17.707016928841114,-0.008539936062017972,1.2120638872990674,-0.7915822772540642,0.8345335480756843,0.3008899059560192,-0.6628703302432651,0.0035593498603205495,1.0267
-7.09341223608201,-14.580000000000005,16.964666666666666,18.07232704402516,-0.6292490118577092,-0.016907829121102225,-0.020913925778865305,17.623114413404068,0.006180541944527107,-0.3058996383757519,1.1015454867167775,0.37247924289484696,0.472078266415045,-0.2598494869807056,0.8133239735469022,1.0439
3.1254979870715296,10.340000000000003,15.116315789473685,15.659763313609467,-1.0477727272727275,-0.017033339036268913,-0.003251265572341566,17.610805061820944,-0.024249585709874566,0.6199196174340725,0.6222034719287802,-0.39481817208156195,-0.09381493882307466,0.28442558153441605,-0.27162902303413183,1.0234999999999999
6.667798943282069,-2.210000000000001,14.902857142857142,13.967980295566502,-1.0367727272727283,-0.01999480875225146,-0.06308644485867099,17.591926168068863,-0.058325040118372584,-0.022194363159443214,0.11486019047155827,0.11764699580481919,-0.1617676629076377,-0.16279696620907338,-0.649300749022503,1.0121
6.326646518509449,3.6300000000000026,14.357727272727272,14.32905982905983,-1.2495454545454532,-0.005527273331864535,0.0017366416191659795,17.560163198735264,-0.07757159459699459,-0.0954983639657102,0.08833890852781304,0.3651691555947209,0.8373368174996375,0.8726913788811975,-0.1996451690030723,1.003
5.2825021306625,4.559999999999995,12.828333333333331,14.994845360824742,-0.21603896103896147,0.005552842459319862,-0.020606207484197725,17.564680594237476,0.010101426217389076,-0.061990095662662455,0.7258297730963492,0.2961538622511381,-0.2901630292270095,0.6820951901650194,-0.5951756796137494,1.0022
5.602503495832159,-2.6000000000000014,12.503333333333334,13.9452,-0.27623376623376394,-0.001662403977615412,0.011938739522143749,17.565316867106123,-0.008022325130440322,0.5761731562086521,-0.6102231833816746,0.06474023102865502,0.6234618027794316,-0.39367418570766954,1.1767387328374281,1.0034999999999998
5.52384133606538,-4.919999999999995,11.524347826086956,14.76112759644,0.08083003952569179,-0.0038391462768938567,0.00915438113014666,17.556585332688528,0.011108318955157515,0.4066029069830973,-0.7366602688825533,0.25588527498239294,0.02451961168633332,0.5728114605915351,0.29403925549652454,1.0037
