fm_ibk,Brent,MIACR,Infl_exp,obligates,M2,money_income,trade_turnover,debt_firms,Компонента валютного канала,Компонента предложения,Компонента рыночной конъюнктуры,Компонента денежного рынка,Компонента ожидания,Компонента спроса,inflation
3.1212566388643896,0.7800000000000011,5.9935,11.795154185022026,0.1849999999999996,-0.006168380997486622,-0.015557517747351923,0.0048414570733488205,0.012513267886756552,0.45858387455290234,0.909069472354705,-0.23728150395163106,-0.5554128575330451,0.584932732199906,-0.6814299634976013,1.0036
8.26443629242718,-1.4200000000000017,7.845000000000001,11.522132796780683,1.0168809523809523,0.0009166502064239523,0.003087697954265778,0.022187469394918224,-0.03399472398018055,1.1267756073312762,0.5846205476495284,-0.17825934214651112,-0.8068197647061345,-0.948359910839879,-0.3277864862810947,1.0068000000000001
2.45834753755695,0.28000000000000114,7.874545454545455,12.67274472168906,0.09534632034632029,-0.010712710129574532,-0.003831217313372548,-0.010404252167573347,0.009166942710834292,0.5775786533622638,0.2806147472406428,-1.1945804678039595,-0.06792820033174836,1.258628222014001,-1.1458051274817955,1.0034
5.950111004378419,1.7800000000000011,8.214736842105264,11.720956719817767,0.45727272727272705,-0.008042895528742378,-0.01711382193398059,0.0014651116982378198,-0.005382478956290626,-0.24955384111292114,-0.6143816206105545,0.25215739377383317,-0.5192346943771152,-0.4510566155852944,0.6617500390826013,1.0072
8.582753064743601,2.259999999999991,8.233157894736843,11.34878048780488,-0.07261904761904692,-0.010096068087124266,-0.004879551684632943,0.017111979981720538,-0.016643456906267673,0.21158317548004976,-1.1010243199269147,-0.1554874476425614,0.8435897222575724,0.6705766272530355,-2.4522836167747455,1.0098
10.0819479701033,-5.030000000000001,8.172173913043478,11.830396475770923,0.6450103519668744,-0.005840004972327506,-0.008631280318413204,-0.03306271525216964,-0.009343947241481132,-1.258386323217281,0.3910046798855669,-2.02337747739149,0.2730056663251286,-0.4022211452532177,-0.5586046866071521,1.0034
12.2227341600106,-5.159999999999997,7.877142857142856,12.459183673469388,0.06070393374741201,-0.007300779104523869,-0.01695273728639002,-0.004151118787085295,-0.018666280584668016,1.1269469879632643,-0.35064628716271795,-0.8201863201831844,-0.09025671612218159,-0.23148597979836918,-1.0398045952337072,1.0048000000000001
8.705833907064521,-4.519999999999996,7.949090909090909,13.81726907630522,0.127359307359308,-0.006506432566483866,-0.01644725375128253,-0.014607257330796486,-0.0056409549721827545,0.8869127647790249,1.8044867436308576,-0.679075379392866,-0.1282378044699649,0.32944733321107644,-0.29203476999997774,1.0110999999999999
-0.2536770089731949,-9.659999999999997,8.240434782608697,13.146153846153846,0.4549802371541478,-0.0029712665188359466,0.007052931072426105,0.00817851066819486,-0.02202757987542192,1.084507107009171,0.3022570083984236,-1.928496764048997,0.24849143511723928,-2.132965544000913,0.4198158185483278,1.0105
-11.0573629820784,-7.990000000000009,10.211111111111112,15.462264150943396,1.239065217391305,-0.011519846682743307,-0.00969795223319636,0.012553024654474498,-0.022499031837469374,0.9155926583658105,0.42621203203500563,-0.4978979583017211,2.1709002016002907,-1.80390308794796,-0.21423610958448971,1.014
-15.198775776975898,-17.099999999999994,15.468695652173912,16.57123287671233,4.337021739130437,-0.007628028680207066,-0.0029612516212509377,0.04834854709763725,0.005451477865619836,1.04373181084593,0.9375612927235801,0.7948949701234063,2.624146774623334,1.1660017250665473,1.883945344381117,1.033
-22.0725262505083,-14.580000000000005,16.964666666666666,18.07232704402516,-0.6292490118577092,-0.02094458187096926,-0.023023874466336025,-0.015460943519494563,0.0009595526780046271,-0.0861517581700962,-2.0432428218903715,0.21696511004085461,3.2011267944154134,-0.160992242697074,0.7275530466916943,1.0234
-9.52300517134495,10.340000000000003,15.116315789473685,15.659763313609467,-1.0477727272727275,-0.004903918928350848,-0.002027484514453448,0.00918499018630392,-0.030666605160886817,1.1823834212896576,-0.340735693819511,-1.7915410651049788,2.240839878239379,0.2661786402740971,-0.5563844850899334,1.02
-3.9690495554265097,-2.210000000000001,14.902857142857142,13.967980295566502,-1.0367727272727283,-0.017650054018297112,-0.01656316389466639,-0.03995139589572538,0.02372659010867295,-1.0665544604859707,-1.7024362738526397,-0.7089067991482904,0.40174153718507993,-1.8015755476130944,0.34229259753093716,1.0138
-7.63015782148761,3.6300000000000026,14.357727272727272,14.32905982905983,-1.2495454545454532,-0.007176048471164265,0.010287861391709896,0.010221294728772534,-0.055643195877245866,-1.4713662757130879,0.07300633344682812,-0.8754106942218285,0.21992486699057945,-1.7445122143725538,-0.5496480600523157,1.0095
1.24975420167863,4.559999999999995,12.828333333333331,14.994845360824742,-0.21603896103896147,-0.00030059027927364923,-0.026506506004739805,-0.013264357083679457,-0.03778157318258479,1.7418547610285064,0.6010144217019624,-1.0641695399563649,1.1941944617667926,-0.5979595167668351,-1.0658919013811483,1.0045
3.0988286279559296,-2.6000000000000014,12.503333333333334,13.9452,-0.27623376623376394,-0.004647871258928404,0.007085562735683837,-0.0248217118556191,-0.044619330479434005,-0.8118805613023602,1.1814913375604617,0.22870388361498978,0.765966423879851,1.1543750084752993,1.6914887248925767,1.0024
1.98925168788033,-4.919999999999995,11.524347826086956,14.76112759644,0.08083003952569179,-0.0011674253669013979,-0.0016141936716831395,0.02747124909194376,-0.05124213129196242,2.8818820017268516,-0.44545454622259795,1.1288466755166096,0.5743625041332511,-1.2163685771049881,-0.061254010770949205,1.0034
