fm_ibk,Brent,MIACR,Infl_exp,obligates,M2,money_income,trade_turnover,debt_firms,Компонента валютного канала,Компонента спроса,Компонента рыночной конъюнктуры,Компонента ожидания,Компонента предложения,Компонента денежного рынка,inflation
10.5808327620728,0.7800000000000011,5.9935,11.795154185022026,0.1849999999999996,0.003162155665336286,0.0007881952242563273,0.012561325186039696,0.02455407927728892,0.9536173575948773,-1.8044849657679591,-0.22871286489201717,1.1516869441572617,-0.7939536556783254,0.405588104443067,1.0041
18.113686085280897,-1.4200000000000017,7.845000000000001,11.522132796780683,1.0168809523809523,0.0017132080298321029,-0.013909911832241662,-0.008507629282705764,-0.007733066891725926,0.5511563861499188,-0.0872991997662426,-1.1020009603582173,0.1387964387277386,0.6330896547033878,-0.6978638966113576,1.0076
-0.303266302465685,0.28000000000000114,7.874545454545455,12.67274472168906,0.09534632034632029,-0.012084484046591015,0.011316692955015029,0.008485716278187283,-0.028001975842711246,-0.20332286602421068,-0.7534750260570965,0.005825411424917168,0.8174255434307524,-0.5821402294770944,-0.20513091041179887,1.0112
7.890610190760779,1.7800000000000011,8.214736842105264,11.720956719817767,0.45727272727272705,-0.014730178426081153,-0.024049485345473798,0.016062501968420406,-0.019037722796696244,1.2126248995360398,-0.6349837940090155,-0.5795362457194324,-0.0187052493453451,-0.11751446965216435,-0.5352582696720363,1.0062
14.7350863650281,2.259999999999991,8.233157894736843,11.34878048780488,-0.07261904761904692,-0.01129300180180337,0.013998123670985407,-0.0042987707681358955,-0.026455608013268517,-1.3952343429402199,-1.5202274587751567,0.5724277843438791,-0.0014015997002431104,-0.0529769105271192,-1.1046998288572467,1.0037
15.974882075692,-5.030000000000001,8.172173913043478,11.830396475770923,0.6450103519668744,-0.003541723323399637,-0.028672711667558914,0.0016961311957999214,-0.021419720340906778,0.2911736451265648,-0.4189799554854152,-1.2771363879005453,0.8456576803370721,0.020677862391054836,0.28194506559624477,1.0076
3.37329751916325,-5.159999999999997,7.877142857142856,12.459183673469388,0.06070393374741201,-0.008418935937150707,-0.016247573629811995,0.020871419731914642,-0.014227305063785778,0.392205869972531,-0.9195216530303629,-1.3500995543314491,-1.0329618257055602,-0.41462875200755783,-0.1032743727605378,1.0065
2.4925937294408698,-4.519999999999996,7.949090909090909,13.81726907630522,0.127359307359308,-0.005914341867420347,-0.0015134361448829736,-0.00798251742491729,-0.04717796419121534,1.0972269735437168,-1.9684023077989958,0.7539903906757139,-0.19298359426845063,0.7708228885117031,0.316660681374128,1.0090000000000001
2.2451813821666,-9.659999999999997,8.240434782608697,13.146153846153846,0.4549802371541478,-0.002548109257784148,-0.006121284704681429,-0.00813746716548458,0.012764728486041932,1.3540958364036912,0.3626401963922118,-1.0024164778330422,2.143759273037652,-0.3383180656785469,0.5591163730675338,1.008
-7.634361607769839,-7.990000000000009,10.211111111111112,15.462264150943396,1.239065217391305,-0.011996304683924208,0.0036749582579673756,0.014271912488737826,-6.68056411292639e-05,1.8525868527757845,-1.334230085817229,1.848226126433749,-0.6790897697383327,2.3687810786066263,-1.1439860927571222,1.0123
10.7504458505766,-17.099999999999994,15.468695652173912,16.57123287671233,4.337021739130437,-0.00871221549735779,-0.00601861059528197,0.021402135220478513,-0.04176681428681306,0.5709364192994028,0.6293897182526923,0.07719598235080477,3.8562352211973923,1.8530441920493088,1.9817430463130947,1.0249
-10.524710560706795,-14.580000000000005,16.964666666666666,18.07232704402516,-0.6292490118577092,-0.012601558523655854,-0.00415264101027546,-0.007557886864484331,-0.006043636759679671,0.34393200155228015,2.1570983931190257,1.6767312507031569,1.2396473161290564,0.25211929409682793,-1.712150798956924,1.047
1.8969623374987,10.340000000000003,15.116315789473685,15.659763313609467,-1.0477727272727275,-0.02221935935375008,-0.04087919319208133,-0.02455705315970036,-0.05328913585695538,-0.43343234695098914,2.266693496449305,0.8089154582605617,0.9105748492990444,1.025281478796597,-0.8189070476178743,1.024
5.99022218529027,-2.210000000000001,14.902857142857142,13.967980295566502,-1.0367727272727283,-0.020458237078617714,-0.008761663910044959,0.01894004794885973,-0.02211303389772823,-0.5646671321114161,-0.05595937538024005,1.4188849130437469,1.2879963689125662,-0.24362813786329593,-0.2901608183880283,1.0115
8.0903770864418,3.6300000000000026,14.357727272727272,14.32905982905983,-1.2495454545454532,-0.005630089033745733,-0.019342374609895074,-0.010849323998790794,-0.02394910741821299,0.0585916731164566,1.5152850799161928,-0.6627466267967677,-0.16425877072815975,1.6863685707503682,-0.7730720807351927,1.0029000000000001
1.34164989342719,4.559999999999995,12.828333333333331,14.994845360824742,-0.21603896103896147,0.006423018248261414,0.004658154378953228,-0.013748712002868757,-0.02983609422451572,-0.25776060427824704,0.22628256687693202,0.12051393221131765,-1.0481285730958834,0.8622758351181393,0.5537897579122776,1.0024
9.364037126738731,-2.6000000000000014,12.503333333333334,13.9452,-0.27623376623376394,-0.0034551940768920986,-0.014630757971332287,0.01258826279109293,0.010089566882939494,2.6866928060719975,0.21049493912874997,-0.02942026198049307,-0.8517067463617829,0.8633630422459022,2.615825550243266,1.0044
7.7118513026408095,-4.919999999999995,11.524347826086956,14.76112759644,0.08083003952569179,-0.005248682564158003,0.006160098891903942,-0.006105922664556118,-0.01722445480368151,0.02849254132520513,1.9127648987118293,0.6968489427210389,-1.1108770554387153,-0.005423195034644055,-1.0762249401290254,1.0066
