unemp,Brent,MIACR,obligates,M2,paid_services,money_income,trade_turnover,debt_firms,Компонента спроса,Компонента денежного рынка,Компонента ожидания,Компонента валютного канала,Компонента предложения,Компонента рыночной конъюнктуры,inflation
-0.006788132770125466,0.7800000000000011,5.9935,0.1849999999999996,0.0012245275621793894,15.490530267281441,-0.0009081126613459389,0.018498867534148644,11.303830889069092,1.5847357661807637,0.15029107243981846,-0.5860692775784824,1.025739790607962,-0.7453565562549799,0.6216362230113996,1.0051
0.018598588755703194,-1.4200000000000017,7.845000000000001,1.0168809523809523,0.001210105903261649,15.504944815083517,0.0072486439712129425,0.007360166367419652,11.304616980956494,-2.3669666041616924,1.5682589553352972,-0.9687314146562095,-0.2564653012487446,-1.1408366844777682,-0.6392970515465002,1.0115
0.004955212399634146,0.28000000000000114,7.874545454545455,0.09534632034632029,-0.015542138847035147,15.516049400096989,0.0014139831592192564,-0.022699640778604646,11.299051301927419,0.3472043358337917,-0.20826537835104753,-0.5181313829023791,-0.08123839879340831,-1.0715857509787219,-0.0042983719551364765,1.0124
-0.0027015209652170302,1.7800000000000011,8.214736842105264,0.45727272727272705,-0.015779533340660734,15.507025193635549,-0.009963500672611758,-0.011739049192662776,11.2888015069514,-2.5462838936097025,0.786957221282647,-1.7009793705883984,-0.8409028984557282,-0.5980502790818046,0.637396418421776,1.0141
-0.014832638116422214,2.259999999999991,8.233157894736843,-0.07261904761904692,-0.014694468566252894,15.464302793902094,-0.014258831808751538,-0.007120657523522311,11.293765194762127,0.6532418875065394,-1.6075789944085415,0.5785966113227682,2.020370444257551,-0.4275805264772225,0.23865285831377542,1.0075
0.055864162918989435,-5.030000000000001,8.172173913043478,0.6450103519668744,-0.007503433296944806,15.458847911579927,-0.012124060737349396,-0.005733261285548963,11.289838817814488,1.0767542409919895,1.5371727998618039,-0.6714699345456486,-0.002589835059435743,-0.8811048354212215,-0.22424682606717872,1.0067
0.038229975108243885,-5.159999999999997,7.877142857142856,0.06070393374741201,-0.01021489345045623,15.427222085352241,-0.009844917563830435,-0.02830694458489802,11.289657774064752,0.14649345491869153,-0.916307000628588,0.7422933556304616,-0.5375316437505968,-1.190527625191555,0.03843197097598438,1.0073
-0.01566203879169925,-4.519999999999996,7.949090909090909,0.127359307359308,-0.007631697422048944,15.420061013293218,-0.005324770785303912,-0.022972211641462792,11.283894662535545,-1.922562764885698,1.6359490847716334,0.22337089504134558,-0.5055939157502211,-1.2739971065370108,-0.20591599077207862,1.0102
-0.015360965963180262,-9.659999999999997,8.240434782608697,0.4549802371541478,-0.0019290351339513734,15.435955346492507,-0.012976208666700018,-0.009637268216042827,11.274442303024655,2.575279400904117,2.097909482887909,2.444601626273722,0.6381699943669357,-1.4057015084454914,-0.2634252369094497,1.0084
0.006128237418752902,-7.990000000000009,10.211111111111112,1.239065217391305,-0.013962969657246305,15.412345705549917,0.00797290071115242,-0.005023613586288889,11.27806294532243,-3.154220912942933,-0.40185093059161525,3.4510986004716933,-0.9488283599756068,-0.7329197998737873,0.25096003432202324,1.0147
-0.04035649482020298,-17.099999999999994,15.468695652173912,4.337021739130437,-0.010302534510842065,15.414159607337988,-0.004592729854518751,0.0015657243639317642,11.283295155504035,-0.30334687131701976,3.7782553116702866,2.72003931912022,-1.1935403506885636,-1.78059275763357,1.7614280589617157,1.0234999999999999
0.06303256646181721,-14.580000000000005,16.964666666666666,-0.6292490118577092,-0.0145518280232384,15.45687571211443,0.0037901710834660207,-0.0056572673769821336,11.282680632075124,0.6572552375949823,-0.4534649901306531,2.3707627773004343,0.0798516408433753,-1.7151472533988072,-0.19826353694446044,1.0508
-0.034033441917032614,10.340000000000003,15.116315789473685,-1.0477727272727275,-0.024598047497402575,15.397946778750121,-0.035145431503828206,-0.06633960717969245,11.232201740691348,-1.102525648360415,0.185042524126837,0.8775253466223539,-1.7961006904810177,-1.7755615019631603,-0.8744408933174106,1.0265
0.003788885873922343,-2.210000000000001,14.902857142857142,-1.0367727272727283,-0.022295639572089243,15.345078773249242,-0.026805321656890868,-0.0017431226052906368,11.21296224648471,2.0688845404191265,-2.3912189625284035,1.4847166429255256,0.24803791462377184,-0.6878788621041902,1.9504855254114903,1.0101
0.012264809164479695,3.6300000000000026,14.357727272727272,-1.2495454545454532,-0.004558877557160557,15.318224791697746,-0.014406646622123986,-0.011055343182157173,11.202377767988978,-1.6431201875288763,1.2634430881775687,0.10999981412200913,-0.4756771953164552,-1.5744600377691609,0.3122718879065689,1.0037
0.033014411575721714,4.559999999999995,12.828333333333331,-0.21603896103896147,0.0065296431465835525,15.299025375061436,-0.003932989150376542,0.009453796643487777,11.200498258607677,5.675357971387099,-1.5364272289503305,1.2341591453910215,1.4181704348765491,-1.45377669441563,-0.6154251764761737,1.0026000000000002
-0.07277705235499798,-2.6000000000000014,12.503333333333334,-0.27623376623376394,-0.0007113965350402651,15.32560949379272,0.009046926601566696,-0.009848629247485974,11.178899931105983,-3.9325757828500736,1.8001995565972386,0.02617170963342017,-2.0760813932850346,-0.6382937849675405,-0.619010422709288,1.0004
0.01684798615119376,-4.919999999999995,11.524347826086956,0.08083003952569179,-0.0018835115377697775,15.318713599148507,0.004038856303173688,-0.004277693906047375,11.168620029150969,-1.886234649603958,-1.6159875399015784,1.339434478630169,-0.27617923313901593,-1.416421618642419,1.8444528575761845,1.0033
