fm_ibk,Brent,MIACR,Infl_exp,obligates,M2,money_income,trade_turnover,debt_firms,Компонента рыночной конъюнктуры,Компонента денежного рынка,Компонента предложения,Компонента ожидания,Компонента спроса,Компонента валютного канала,inflation
5.996181481145199,0.7800000000000011,5.9935,11.795154185022026,0.1849999999999996,-0.0018427508391081204,-0.006954286271399823,0.033277347484084174,0.0010186539064420685,-0.4726630861601009,0.30283726556372387,-1.689238413777225,1.0693251373904262,-1.0295232113721378,0.8263828842047052,1.0066
6.01974282012899,-1.4200000000000017,7.845000000000001,11.522132796780683,1.0168809523809523,-0.0018170536999821962,0.0035082431442976514,-0.016425015992560077,0.04828693769551151,-0.39647485055351867,1.2195223587456572,1.3147612678793068,0.12358377170694952,-1.934749303814955,-0.39527895538871216,1.0093
15.9965835987614,0.28000000000000114,7.874545454545455,12.67274472168906,0.09534632034632029,-0.011561412142249594,-0.004339063201285853,0.007995888419543462,-0.010631540475836587,-2.4938957635205656,1.0306573693703924,0.4038819048994121,0.41231660616938365,-1.3766213620148149,-0.6149791005428696,1.008
3.000792487482098,1.7800000000000011,8.214736842105264,11.720956719817767,0.45727272727272705,-0.012791439185079412,-0.03535372386153668,-0.015094477788981209,-0.01586673440956332,-0.4079883748019427,0.39162168942580794,1.6314017945001218,1.0235657044209843,-0.8450507026893304,-0.6526247114785886,1.0070000000000001
-3.841866238594001,2.259999999999991,8.233157894736843,11.34878048780488,-0.07261904761904692,-0.011908939626495751,0.017701358866954564,-0.0010721611501338657,-0.023581864521865725,0.3032751123784979,-0.9102056542565844,0.3953008627541529,1.2441491994266451,-1.385406181488653,0.6033721601834339,1.008
19.684108178570398,-5.030000000000001,8.172173913043478,11.830396475770923,0.6450103519668744,-0.005960178296069429,-0.007617135234703198,-0.013020392237944378,-0.01858811626464174,-4.53022523460271,0.21024491615362037,0.3064030919497811,-1.6583614409783496,-0.6013763198880654,-0.2886944308060378,1.0072
-11.323774540074893,-5.159999999999997,7.877142857142856,12.459183673469388,0.06070393374741201,-0.01091059316069476,-0.01462316561006638,0.001304676308642172,-0.014204811178769816,0.3114398479117489,2.4957246308494274,1.133312089667891,1.578164221462458,-1.3011250114831847,0.7971369900494811,1.0054
-26.714764742012022,-4.519999999999996,7.949090909090909,13.81726907630522,0.127359307359308,-0.006788557148714958,-0.004724438552154098,0.013975504642900205,-0.024052350601428074,0.8333293849445443,-0.30899149822745925,0.37348830800551597,0.6159413496401831,0.5290049428306965,-0.1864553445264514,1.0138
-31.823390154898778,-9.659999999999997,8.240434782608697,13.146153846153846,0.4549802371541478,-0.004285471180676126,0.0032807138369541633,-0.013369896663881775,-0.003985553337880532,-0.0930122823474193,-0.7033723234680915,-1.0946533480791292,-0.43696593366638403,0.025833022093742043,0.38130861265128074,1.0112999999999999
-12.919684032238099,-7.990000000000009,10.211111111111112,15.462264150943396,1.239065217391305,-0.011932590219046801,-0.00752241618969407,0.015727995152129637,0.023246879136468834,2.314705359471888,0.18240464791463082,-2.053380336985608,-1.0377299147973453,-0.4028845845300372,-0.9263851714503091,1.0097
27.996903300206718,-17.099999999999994,15.468695652173912,16.57123287671233,4.337021739130437,-0.006116481569941712,0.018210344515917853,0.00022303863422479253,-0.013703250042492954,0.35124610151633606,1.6721845427992905,-1.7113729502160868,-1.3272857575386787,0.017133569741585315,0.4011906772039397,1.0271
6.804234771759219,-14.580000000000005,16.964666666666666,18.07232704402516,-0.6292490118577092,-0.01626610419582164,-0.0349054383706946,-0.0035390341304584183,0.008473850814379347,1.8263257818395982,0.6932784148887854,2.222646881730017,0.8675042834754286,1.4463980412034065,-2.2478715709368555,1.0393000000000001
-8.60000485085334,10.340000000000003,15.116315789473685,15.659763313609467,-1.0477727272727275,-0.016004872895036826,-0.015486777777738325,-0.04761494668902699,-0.05024858852442016,-0.009477244807899275,-0.7890440557409217,2.123319396250028,-0.15526715338325275,1.4293959554410347,-0.2494079932874401,1.0186
2.3748402289553407,-2.210000000000001,14.902857142857142,13.967980295566502,-1.0367727272727283,-0.016598429489691924,-0.026939255561746478,0.011862551669235444,-0.028156649736189365,-0.5690064857387879,-3.321833114267267,0.6574762839498639,1.2717216196426444,0.044310148863578216,0.37986152133831835,1.0151999999999999
33.94352574568656,3.6300000000000026,14.357727272727272,14.32905982905983,-1.2495454545454532,-0.007651740862087308,-0.019009012202689135,-0.0266438286549473,-0.005888700775134481,-0.5833918975745485,0.44108730700976695,1.932598659427464,0.6853313833411862,-0.5292724226863936,0.6061985137980795,1.0046
-1.8360990016800969,4.559999999999995,12.828333333333331,14.994845360824742,-0.21603896103896147,0.00435459968783114,0.030958435014422747,0.01986732524350998,0.0025238936103271215,-3.0761613348896923,2.858419706104488,-0.7473272864076744,-1.2813174295009009,-0.9928702976635686,-1.1733206389393147,1.0026000000000002
6.186915263516898,-2.6000000000000014,12.503333333333334,13.9452,-0.27623376623376394,-0.00333425621228578,-0.041947884501107424,-0.02243732482001093,-0.0017906056145342575,-3.743713054498211,0.3216281341102205,1.8588493991634825,-1.9117993408666238,-1.2300384611942985,-0.7753550128765385,1.0025
18.271295763743495,-4.919999999999995,11.524347826086956,14.76112759644,0.08083003952569179,-0.002956568169837581,0.008580317374688562,0.011017467565114458,0.00824107914161587,3.67624471169406,1.8206088661285387,0.8612482770283494,3.9424799075464825,-1.5189864880347905,0.10275935751856345,0.9998
-48.757041404982274,-10.04,10.858095238095238,16.007082152974505,0.610165631469977,0.003057534893388336,-0.0055569973481759405,-0.013149273172828657,0.0010010466917034222,-2.2364522709426438,-2.7733352470302113,1.3836873132452947,-1.0847618110910775,-0.8161937905031611,-1.5354139084901388,1.0059
-1.93794287746821,1.0999999999999943,11.146363636363636,15.260416666666666,-0.4400865800865823,-0.0003321918707612781,-0.005190196424333493,-0.020401622227879557,0.003059578546142916,-0.6955921449360144,-0.12950499892659334,-0.4235081207669487,-0.08907244249857259,-0.5804809532338963,-0.5027234392370848,1.0059
-6.513619419395431,0.8100000000000023,11.14090909090909,15.84010152284264,-0.24545454545454248,-0.005535807924998082,-0.01091094589605035,0.0078272871188787,-0.006008897415014758,2.788728747893325,0.2487257489531024,0.9600844593996064,0.0005950436627155662,0.6756811989347092,-1.8391156149171288,1.0098
-31.006748202767668,-4.159999999999997,11.425,16.443444730077122,0.23220779220779164,0.006205224268841292,-0.01569312751019325,-0.023561203913004647,-0.025811338222617053,0.6024695731656999,-0.034249237077397306,0.24548416211731922,-0.7873482498948563,2.874039809154842,1.504914899417693,1.0112
20.156931753892096,-6.260000000000005,11.066521739130437,16.714285714285715,-0.22291925465838425,0.001084953132995281,-0.010430034026786217,-0.011187924294471685,-0.006366945534550084,2.78481567581561,-3.511904425842872,0.32894782028894326,-1.2799263576247453,-1.3332408652127221,-0.74808619650851,1.0122
-3.2440831543500046,-7.309999999999999,11.017333333333331,15.74,-0.40517598343685357,0.01857999120383269,0.008269857122122914,0.032404972425588596,0.010874315378233135,-1.8374627764078872,-2.2435985361910595,-2.7883640583532245,-2.405359157354692,-0.6068060429244014,0.0059371918139355506,1.0065
58.2817852031303,1.4800000000000004,10.8425,14.74,-0.39285714285714235,-0.004041287531604709,0.019726241433303926,-0.018608573291395203,0.05268213877412542,0.639069800067738,1.088799051655081,-0.5337883113946376,-1.4482672612723042,0.041428767638344875,0.0013539027689250989,1.0044
1.1823520630796054,6.030000000000001,10.94047619047619,14.5987,0.18672877846790747,0.002505479869093108,-0.0068174527362820925,0.005322169225085105,-0.0882206175566509,-2.397255619155978,5.9868952138162355,-0.44572600946680274,-0.8084434894015902,1.24169184748185,-0.3773858704938856,1.0076
1.5680315996615946,3.3699999999999974,10.732857142857142,13.6,-0.11720496894409926,0.011989873137881801,0.016195108009616987,0.0063084559728210365,-0.019757726665876163,-0.14411428283681865,0.1836550958516932,1.4734730775153224,1.7010451985360628,-1.5652513358967524,-0.3615362748029657,1.0038
2.2477115141048003,5.160000000000004,11.06315789473684,14.1881,0.1510389610389602,-0.00020864976433365712,-0.006300504293681897,-0.01845504824150268,-0.016407579462457633,2.1282650538641112,-4.111837445079871,1.6469187129367662,1.8350201253059861,-0.41038871444917635,2.758438225872281,1.0031
