fm_ibk,Brent,MIACR,Infl_exp,obligates,M2,money_income,trade_turnover,debt_firms,Компонента валютного канала,Компонента предложения,Компонента спроса,Компонента ожидания,Компонента денежного рынка,Компонента рыночной конъюнктуры,inflation
-1.1,1.6600000000000037,7.729523809523809,8.8793,-0.08177489177489239,0.0036410443991901076,-0.0004799712958938329,0.041109973984097437,0.007038644395233717,-1.2018390783048347,-1.202702134017259,0.5223376917159961,-0.33068778203293525,0.10504296856804722,1.1010780371755988,1.0021
-3.4,4.709999999999994,7.087647058823529,8.4402,-0.38051759834368415,0.008909196039862621,0.04234761545703414,-0.06179232124617329,-0.03521192933057904,-0.06930128445219454,-1.47944117048982,-0.0721423077077081,-0.8444931551048844,1.3208007889574822,0.02484389542571105,1.0045
5.6,-3.760000000000005,7.145263157894736,8.4687,0.3475652173913035,0.008166455828607866,-0.014996139792790686,0.011880908813809654,0.015016213667692568,-0.667092703290587,-1.6453216117920966,0.8709469220667808,0.8889844779602171,-0.5110949249112304,-0.4999107031148643,1.0011
12.4,0.7000000000000028,7.1465000000000005,7.8145,0.023363636363636253,0.00579698885331581,-0.009261632528945185,-0.003736427848924251,-0.01713650851842985,-0.09222250336344998,-2.364808290080852,-0.5483900742087683,-0.1489011950949966,1.2814298530839294,0.5672594782426804,1.0017
3.4,6.090000000000003,7.002857142857143,8.5564,0.22768398268398293,0.009543675454160905,0.010187950970843573,0.011436599433277905,-0.021095754305434866,-0.3928678949145926,0.1806001533588967,-0.06899535945188487,1.1744439404861666,0.8637408029464891,1.088543640026544,1.0014
7.5,4.8700000000000045,6.9455,9.8368,0.09095238095238045,0.013912575914529768,0.01852804413781861,-0.005736374162994551,-0.01572611547246794,0.661180081235412,-1.270015328811781,-0.151015023458375,1.1494352848937932,0.5219579007790289,0.17779155902364846,1.0059
9.8,-2.5700000000000074,7.0215000000000005,9.6818,0.4666666666666677,-0.0024299766523192545,-0.015350340959065178,-0.003488533574891761,-0.008496913897262814,-0.2615093011703827,-0.8152675961058392,1.4316527777445045,1.7050203105571258,-0.4651504960446859,0.616317782614677,1.0034999999999998
5.3,-0.1599999999999966,7.089545454545455,9.9011,0.211515151515151,0.008604011160217695,-0.023205436169906335,-0.004560464228761774,-0.051620831111325316,-0.1943336217689079,-0.46664760340228767,0.15095049493406854,-0.31214010718001106,0.3808760562941084,-0.010608662068906477,1.0014
1.0,-1.7199999999999989,7.027826086956521,10.0697,-0.03557312252964451,0.004212438540042385,0.013765520315157431,0.025326726201779337,0.02465847074575933,-0.5736628192703495,-1.0791960386143742,0.5119742137026526,-0.17845502361331161,-0.19410997169887279,-0.008850081952784594,1.0017
-2.3,6.359999999999999,7.148999999999999,9.3386,0.1763913043478258,0.009517766956667728,-0.018032894999633342,-0.02194925908284162,0.010867358405185712,-1.889790587343384,-1.0152778827815339,-0.21545288906403284,-0.6831083432223989,-0.6335664617903487,-0.20371757945918365,1.0051999999999999
-0.9,2.1400000000000006,7.267391304347826,9.8309,0.05578260869565277,-0.004023723787542011,0.014270776062486945,0.0061289035344191944,0.03119110824103366,-0.3267426581009175,-0.466942344154996,-0.7073734520031172,1.907405286706847,1.2408481759542467,1.6082510553187916,1.0047
-5.1,-16.28,7.250952380952381,10.2363,-0.18250988142292535,0.00485871913657121,0.006635437987769777,0.008082408462684043,0.12809050425390112,1.292009278602529,-0.2667630214557587,-1.1131677956452204,0.20732719455872653,0.3767137003541175,1.1082885875237243,1.0046
-0.3,-7.390000000000001,7.492380952380953,10.3632,0.032012987012987715,0.004980038387005337,0.004226926996315328,-0.001628455734273615,0.0014628058699575064,-0.3158875061209329,0.7812249100760766,-0.9335522743625849,-0.8799240477386668,0.1868740716068529,-0.4927327253985649,1.0046
-1.4,2.049999999999997,7.645294117647059,10.1363,-0.15732919254658473,0.0020324261183350956,-0.016459070744639703,-0.004656661949674401,0.15244466473907892,-0.4038025499934454,-0.21405905726882107,2.8908843680474896,2.3261428885779387,-0.9201489025827536,0.028476319480727274,1.0059
5.9,4.550000000000004,7.5905,9.1406,0.09804347826086968,-0.0030475770173339356,-0.0196654342515572,-0.003172376336594951,-0.0069040022818800395,-3.4373860572989186,-0.6496091272632425,0.041122515680291925,1.550647312107021,1.8297340011076544,-0.9148505796775939,1.0024
8.4864269881756,2.1799999999999997,7.676,9.39,-0.24452380952380892,0.004805229110726117,0.007167433801662071,0.0003914061715271089,-0.035724747605454965,-3.3155874795788463,-1.9905739757155305,-0.3401366844841258,-0.715408960632056,-1.0593318764505315,0.3716540077556473,1.0034
10.6446696776264,5.090000000000003,7.745454545454546,9.2639,-0.19502164502164554,-0.002631121569415029,0.00941495356084232,0.0005352264014106822,-0.015946953644057515,-0.07222235161573516,-2.735351395009628,-0.5610696037723898,-1.0160563418846789,0.20041070009379694,-1.8730829141918228,1.0021
11.9,0.0899999999999892,7.7155555555555555,9.4292,-0.23284584980237089,0.0016448766714116658,-0.007683959245758487,0.001098237046649686,0.025939191741072065,0.1474169296871827,-1.1136881445361146,0.7315319526357894,-0.6436450837591883,-1.965983056068882,-0.6744126437129787,1.0023
8.2,-7.099999999999994,7.576842105263158,9.3712,-0.09160869565217489,0.008874125245061038,0.0036561351114592355,-0.018546836522901344,-0.017378683321657817,-0.17842811357305258,-1.0595090903263351,-0.8231528472706258,-0.26057054573851324,1.9417320362503103,0.07154849612688757,0.9989
12.0447671809708,-0.29999999999999716,7.320434782608696,9.1104,-0.22534782608695636,0.004319494492476039,-0.01464560794565628,0.008399751283183932,0.11991055856089616,0.0035215900927064382,-1.5263197944015419,1.3467053106561058,0.6734008027472612,0.10610152013235852,0.2884962971399254,1.0029000000000001
4.14344835282222,-4.880000000000003,7.132272727272727,8.8941,-0.5092885375494065,0.006544209976560467,0.010288533426722424,0.02332716860770212,-0.04065666507365506,-3.3438756451412854,-0.4813733672768693,0.6686584981919591,0.3757149117923737,0.8075767469875685,0.3715777334541853,1.0028
6.89512879083315,3.789999999999999,6.855714285714286,8.6122,-0.2635064935064939,0.0020808431265688654,-0.0060817470764167325,-0.010185935342732932,-0.05362953382573821,-0.7133397001498368,-1.8117425637416174,0.9639671187724953,-0.08967603062283938,-0.8855126714968877,0.9604969802666927,1.0026000000000002
-0.500935648887334,-3.1199999999999974,6.789999999999999,8.2566,-0.31720496894409944,0.011634520692503258,0.009653132070759796,-0.008340969212785154,0.04265135494628325,0.22612308125149458,-1.7629752455702026,0.6740106760246563,0.6189495928474508,0.4198653810550282,-0.9685414809665253,1.0028
-7.96618052818526,3.5,6.457000000000001,9.0219,-0.12612836438923392,0.003698279356829204,-0.0010700195676420776,0.03489145714067732,-0.12023905134189761,-0.3356386868914688,-1.9650363075270576,1.4064786005597274,-0.08902808058117784,-0.22574188585107807,0.3746599354166672,1.0028
-4.262682301599219,4.100000000000001,6.151363636363637,8.2594,0.5413852813852813,0.014378320485933571,-0.021963989543465345,0.01305868303988511,0.023122066038265388,0.3771042491745794,-1.6209961093621412,0.3360344475940557,-0.6561116320069078,0.06228681731285325,-0.06328842988095103,1.0011
-10.8094451446431,-3.6600000000000037,6.038823529411765,7.9343,-0.0648221343873514,0.007505821547134417,0.010409333588532022,-0.045586464757652934,-0.033750704162422096,0.747315714689043,-1.122647549091061,-2.055298037673273,-1.3632689444416675,0.22944429201381636,-1.3706827186499424,1.0048000000000001
4.587533805759139,-7.990000000000002,5.938421052631579,7.8881,-0.8150869565217391,0.006963989535314852,0.008449612188988098,0.00035758219904558075,-0.0006445574472451199,7.7334376462049965,0.6761990782657545,1.5966972243197484,-2.175244194052151,-1.746618679043295,0.975668459878126,1.0023
-18.385290221461094,-23.65,5.79421052631579,7.9881,-0.6341818181818182,0.00741777425504786,-0.03243757234584166,0.007856171104647203,0.14539097666038714,2.8099471269043317,2.920846280340731,3.6390887606695377,-0.06892641185092997,2.5904420681732225,0.14328245653970398,1.0044
-17.6551768810738,-13.629999999999999,5.994736842105263,8.2881,-0.14363636363636356,0.022589558928808984,0.006409263596109938,-0.05336972600482426,0.03560732930519883,-1.5444864220261347,2.1453836647649305,1.61116041474438,-1.4175079895187748,-0.3916588965504497,1.222189197392786,1.0044
-9.98940384846458,11.0,5.468823529411765,8.4881,-0.013658008658008924,0.006621455807360732,-0.001579270242233477,0.0156412088810729,0.048978402327254145,-2.2619744952596643,2.4386196765049846,-1.2668836199391393,-0.850897205479186,3.3733397127029905,1.29313137118775,1.0036
6.38439174703606,10.890000000000004,4.994,8.5881,-0.009069264069264449,0.005290988046144918,-0.0017227009349110034,0.020326635716720887,0.06341203963847164,0.4489729058599933,-0.05756701310437416,0.3280483408412601,-0.9882217462341043,-1.6946445570604831,-0.3951043158209768,1.001
3.3995103389188,2.969999999999999,4.2290909090909095,8.8231,0.0830237154150204,0.016683756686243,0.034213597157428666,0.006018701050525266,-0.02365783473427463,0.05404314608901921,-0.4250407993113913,0.8017344368883913,-1.7342790292534338,0.5837165777334478,-1.2831429980386155,1.0051
-0.432995801919512,1.5,4.155238095238095,8.9478,0.061759834368529276,0.006845972288733293,-0.013962621469250536,-0.02165212583766163,0.0032486574118841816,3.404181835743941,-0.26899934183063917,-0.2819281861293117,-1.914225254984253,0.6306490179685693,-0.6049217366294988,1.0038
-10.4886408835542,-3.8300000000000054,4.165,9.668,0.012943722943723479,0.005002200350693542,0.0021127496143176216,0.006028288626357181,0.07975975804816571,2.0426346100631645,1.2059257307296263,0.4086537304025516,-0.1967366788831559,1.1380229811618023,1.0081722346909847,1.0024
-13.7438808215466,-0.7199999999999989,4.174090909090909,10.1207,-0.08454545454545492,0.005769158370284799,0.012946910953495205,-0.0012224339918258664,-0.08147175291202835,0.18917662312045408,1.5662456565468967,0.6077449672171068,-2.310460755190579,-1.1263353643563903,-0.31427521481212367,1.0033
-16.4864302170819,2.5,4.061999999999999,11.507,0.3049350649350657,0.0040422747193407105,-0.014001915240278606,-0.017641812340807306,0.016450250177323156,-0.8548216148679297,2.5448747912233354,-0.4486117995320419,-0.019691304289704573,1.533380050947509,-1.3027057258856114,1.0045
-4.46657955118753,7.300000000000004,4.171304347826087,10.4836,0.45490683229813644,-0.00542828521235883,-0.014847928035194968,0.04866168263175119,0.0054460902604827055,-0.15085119673036276,1.1826695578851716,0.9672051778067559,1.6769163733544263,0.30865241109865804,0.510906680173693,1.0068000000000001
-9.32430971943413,4.780000000000001,4.306,9.8636,0.2579503105590062,-0.006384160399758088,0.0008038534607841541,-0.026250535845107947,-0.0013103905582418918,-2.9649244198989386,1.6967330733959498,-1.7603985110385711,-0.9222281058890902,-1.151943195769558,0.653371277793326,1.0048000000000001
9.587738443319653,7.509999999999998,4.057894736842105,10.0714,0.3360714285714286,0.005795844486053525,0.09645983885357445,0.01545151120827093,0.0056532685927610515,-3.1914189080688966,0.6631923157061524,-2.6832352588043533,1.7397272217351245,-0.6604432172048036,-0.5577620227555006,1.0049
18.1014846854741,3.1299999999999955,4.222272727272728,11.879,0.5525000000000002,0.0005849061910438991,0.02523179017457622,-0.018312345681511744,-0.06690446367428571,0.4093021402820055,-0.09173384667521864,-3.4296573968112827,-0.49556705488835173,-1.4801570386262957,-1.042898277536991,1.0072
16.4292149278922,-0.5999999999999943,4.514545454545455,11.3279,0.3504545454545447,0.008866908311393473,0.016902872153954362,0.05107831877962177,-0.0026011703458230784,2.3622805316718063,-1.0453871091273117,-1.0761706209768829,2.874828575516229,1.2701273958062864,-0.4259752555910636,1.0070000000000001
14.4932640741646,3.719999999999999,4.791052631578947,11.9136,0.07097402597402613,0.014420304842802878,0.0046172346113912965,0.014765050839208982,-0.13785465718123113,0.9164994244517243,-0.22406844970347936,-0.2979571882760563,1.4106112150700039,-0.2332097357162975,-0.8273885300691857,1.0072
10.8213714845023,4.6299999999999955,5.1033333333333335,13.3997,0.3540259740259746,-0.0008798468805348847,0.011596792722514238,0.011976647942271157,-0.02378964464297262,-0.2970945117385952,0.6431280184495592,-0.9705366314211487,-1.1025718292748725,-0.738822148359562,-0.01580570984430988,1.0061
9.87012502832775,2.010000000000005,5.759545454545454,12.4946,0.6559090909090903,-0.0011223460645446437,0.01709037483078646,-0.00017396676960856894,-0.0912912481473036,-0.5275589098268542,1.0917929091795648,0.5566136155627395,1.627008515202897,0.2367680621141853,0.8939860244451348,1.0037
6.07585183748782,-4.420000000000002,6.297272727272727,12.3028,0.8072727272727285,-0.0029134584926993057,0.0023028716073731914,-0.004467882667320566,-0.00023001084859330945,-0.08064854772210711,0.2838510455642943,-2.145969218395705,-0.19320308678192932,-1.1080333958773243,-0.32719469102613696,1.0049
0.698174487298759,3.739999999999995,6.569090909090909,13.6222,-0.1404545454545456,-0.002602253232472762,0.027195036496280522,-0.002647563668476849,-0.051719028068973216,1.7718150837857285,0.4219146141100687,-0.5885232031641915,1.9068640756757678,0.4849716094021814,-0.6829747071626903,1.0041
-4.636668607483291,9.050000000000011,6.809523809523809,13.4727,1.2318181818181806,0.005203158575799449,-0.02437601404624168,-0.009752733410492098,0.03292733394531133,-0.43666360246836566,0.9526307498252675,-0.8859199459273617,1.8111851003792032,-0.032319251631935254,-0.05478199811757833,1.0069
-2.05388361954293,-2.490000000000009,7.331999999999999,14.7674,3.3940909090909077,-0.0015157781066097442,0.014143507093923091,-0.022227462926515784,0.009213215818178355,-0.14984666911148004,1.3822545471869685,-1.3299026044094973,0.09631379974345337,-1.6426726926556496,0.13872734620655136,1.0102
3.18749354716295,-6.8799999999999955,7.617727272727273,13.7279,-1.1775691699604707,0.01006377295958849,0.02042961187026293,0.06496848953251622,0.006187572782964779,1.3902403649006534,1.5564394455266664,-1.6801957378200865,0.5816079529919329,-1.0774203577401364,1.538517349001353,1.0070999999999999
0.7394042926976729,12.340000000000003,8.286249999999999,13.5372,-1.5546169772256775,0.007166727787287996,0.008178493191358882,-0.03859623036408344,-0.0564163295254243,9.172160356386026,2.1509504879145243,-1.6394431440227826,1.5050501329972115,-0.7681142527452915,0.3148606750366948,1.0086
-6.66578197687457,10.61999999999999,9.565263157894735,18.3345,-1.383904761904759,0.0023412462429561742,-0.025844866943964817,-0.0037685310281538875,0.023931374779218473,3.9805656105469716,4.704282537716701,-1.2624072801374777,-0.5559047894797742,1.250765939105864,-0.9175724852640045,1.0079
-3.16849663515427,20.120000000000005,19.873636363636365,12.5387,-1.1271304347826083,0.007697818810678214,0.01638231563086201,0.04633425137251024,-0.03911054281622661,-2.578697779767701,5.574418028489009,2.475527504790475,1.5222285447706576,-0.4318364468945508,-0.49763493315229,1.0712000000000002
2.72059207740169,-12.670000000000002,17.08047619047619,11.4809,-0.13086956521739168,-0.02620885152461483,-0.034682549661116724,-0.06752079721155546,-0.04312974370663625,-1.3185257106191266,3.1965419688182033,2.38908461238278,-1.2609441606408018,-0.8363370828485867,-2.5156351771228054,1.0163
