fm_ibk,Brent,MIACR,Infl_exp,obligates,M2,money_income,trade_turnover,debt_firms,Компонента валютного канала,Компонента ожидания,Компонента денежного рынка,Компонента спроса,Компонента рыночной конъюнктуры,Компонента предложения,inflation
17.8002687658835,0.7800000000000011,5.9935,11.795154185022026,0.1849999999999996,0.0005596230895950072,0.013902180909299844,17.496536047523453,12.514222120979262,-0.16271546606906387,-0.4486605538288926,-0.45460833902135195,0.22541587182793563,0.10979479509371753,0.32664813087836114,1.0049
3.9908887429334197,-1.4200000000000017,7.845000000000001,11.522132796780683,1.0168809523809523,0.0017804054369410238,0.007169864687220695,17.532943171690054,12.543578068553568,0.1579173717096269,-0.09606088929931168,-1.139759629189168,-0.12035148018290712,-0.42405000640110757,0.029484387060774303,1.0067
-1.312964909651999,0.28000000000000114,7.874545454545455,12.67274472168906,0.09534632034632029,-0.009799497562571702,-0.023956651275074847,17.51726955742608,12.571777142554208,0.2509657738149794,-1.0826843486032711,-0.11287230723912724,-0.4929500873908901,0.5648973802859525,0.34953560965077224,1.0063
-5.840941025819301,1.7800000000000011,8.214736842105264,11.720956719817767,0.45727272727272705,-0.008836111858903095,0.009296965511460087,17.512103193907173,12.609466299438257,0.5918034998017746,-0.5977099006552449,0.5302754167971511,0.7331068126040986,0.3051870217800796,0.39831799146087843,1.0075
2.2662161239414793,2.259999999999991,8.233157894736843,11.34878048780488,-0.07261904761904692,-0.009601554162658843,-0.014737907946166473,17.495618911744483,12.624990287539523,-0.029561040547123392,-0.3030155221820335,0.180232645953247,0.09995772896593656,-0.46788274572938976,0.1854480897706332,1.0049
3.8363433020582214,-5.030000000000001,8.172173913043478,11.830396475770923,0.6450103519668744,-0.004246466438369012,-0.007015343772810212,17.485951341138534,12.577512599925349,0.7434235344627511,-0.11490600674719784,-0.3878530558749412,0.8960073599124551,-0.6527832919382447,-0.6051793841472389,1.0055
-1.9682338351433195,-5.159999999999997,7.877142857142856,12.459183673469388,0.06070393374741201,-0.006443281125704914,-0.027619585482330677,17.479293401195992,12.597812415668727,-0.1903009687376549,0.042809300514562415,-0.53226940160146,-0.6590766873853487,-0.04509267588227712,0.15648491059372097,1.0063
-1.0321923466453296,-4.519999999999996,7.949090909090909,13.81726907630522,0.127359307359308,-0.0041524318721162246,0.014985300893304299,17.48190240745066,12.611881425236467,0.9787796750698586,0.519619395240036,-0.44756784376091285,0.4964641820790159,0.5758932966099379,0.41874776053969154,1.0070000000000001
-6.325459014029201,-9.659999999999997,8.240434782608697,13.146153846153846,0.4549802371541478,0.00038244008993082446,0.0030078681997753876,17.467454652511822,12.620217095518633,1.820455140464655,0.11651009730927789,1.4471496083669537,-0.9371834682019066,-0.034461772424623,0.22340742236934402,1.0068000000000001
-10.47257166969837,-7.990000000000009,10.211111111111112,15.462264150943396,1.239065217391305,-0.010048140795312577,-0.010209214937544786,17.48418492783128,12.626949000466892,0.5471484282532456,1.6570338069156476,0.11553335568352421,-0.22710180939684232,0.9083229419602832,-1.7151530296870037,1.0057
