unemp,Brent,MIACR,obligates,M2,paid_services,money_income,trade_turnover,debt_firms,Компонента ожидания,Компонента предложения,Компонента денежного рынка,Компонента валютного канала,Компонента спроса,Компонента рыночной конъюнктуры,inflation
0.26265913055189927,0.7800000000000011,-0.06297058823529422,0.1849999999999996,-0.0017352473770060328,-0.016737366180310076,-0.07631762601011438,-0.002917131344039703,-0.011221515766040469,1.1550278898242836,-1.6540692720638437,1.4712175781539363,-0.14491265624133762,0.05270352731551406,-0.7301965102872929,0.9997
-0.19150154206559833,-1.4200000000000017,1.8515000000000006,1.0168809523809523,0.009891628534264285,-0.10787957494551748,0.05886225955884683,0.008082729526728727,0.0050558965177014414,-1.690370183906516,-1.0486568701236778,2.4420610032873338,-0.5631675053844434,-0.40618920072318004,-0.1636969884958533,1.0034
-0.19564215966980214,0.28000000000000114,0.02954545454545432,0.09534632034632029,-0.0032556493116491225,-0.02984914712130582,-0.007772387211566922,-0.00587419841026815,0.0011786676483414027,-0.6725638066277737,-1.721613930159948,-0.218878284465257,-0.5412845317647748,0.525747645113547,-0.3321827381953563,1.002
-0.08958432713435371,1.7800000000000011,0.34019138755980904,0.45727272727272705,-0.009989748025754253,0.023195059102762983,-0.024230383904438213,0.01814183358636079,0.021453485759872493,-1.0333351546998237,-0.8803203256529644,0.2815573343355233,-1.0065581183289627,-0.6681200961318281,-0.006247522830550561,1.0002
-0.15846581314330166,2.259999999999991,0.018421052631579116,-0.07261904761904692,-0.011074573577579017,-0.025679908406383234,0.02265151362585094,0.008277615065308552,0.01804150101494173,-0.04395788293540568,-0.8296580479108087,1.2087264908174673,-1.0086374992813447,-0.7312750419592141,-0.6233371085063506,1.0005
0.9615871356386521,-5.030000000000001,-0.06098398169336505,0.6450103519668744,-0.004744080250786098,-0.03929704280034407,-0.017069289406446586,-0.04532201189996776,-0.01611180199240536,-0.050487791264759205,-0.5331155806619462,0.03358919314878093,0.04153543774856848,1.4516823782680215,0.28337364875501625,1.0012999999999999
0.16708499316403724,-5.159999999999997,-0.29503105590062173,0.06070393374741201,-0.01224124145797667,0.016969519254775633,-0.020358607620575953,-0.05777919372460261,-0.030541411581790356,-0.29343741115527805,-0.5650418933504306,0.6106505058053834,-1.4664149942192775,-1.426283227126733,-0.2844781799803281,1.0012999999999999
-1.087044160925199,-4.519999999999996,0.07194805194805287,0.127359307359308,-0.007646890124554773,0.04149845362397997,-0.05995129107398256,0.0020051054303564797,-0.021757903878762974,0.31344499731826797,-1.782649684961103,-0.7023060344899735,0.15173469701041148,0.5798865587204267,-0.5210841724994345,1.0261
0.13854523442651434,-9.659999999999997,0.29134387351778734,0.4549802371541478,-0.012412660620663374,-0.008308109622181092,0.042089086854522506,-0.03771373738113759,-0.019509993368478362,1.2113255892689982,0.8162888286545028,1.3280319221514836,-0.7130286683989114,-1.363072548412105,-0.025240123896744963,1.0031
0.01679140902738041,-7.990000000000009,1.9706763285024156,1.239065217391305,-0.009128648895227798,0.13444749374225218,0.021480912660038598,0.022939414936283598,-0.006623904154695381,-0.23780165725564767,0.45395595193574867,1.1618657154763057,-0.4319604128697708,-1.7426435644873182,-1.1053656616755647,1.0053
0.2006793728455758,-17.099999999999994,5.2575845410627995,4.337021739130437,-0.008550939289868609,0.04230479712331814,-0.04289509611368736,0.16066044238629296,-0.007698131450011303,0.9157009009495548,0.22723903405390392,1.3132574081429553,-0.8525488324544152,0.6945265825019822,-0.6681744069713119,1.0476999999999999
-0.7289862008153083,-14.580000000000005,1.4959710144927545,-0.6292490118577092,-0.010158663268741819,-0.2652832692643461,-0.02122610555920268,0.028485054005695787,-0.04347922067674226,1.2064098280753297,0.3084979785883259,0.38631239050809557,1.1411184365777445,0.418489359189894,0.20072035249531184,1.0402
0.3860158703379035,10.340000000000003,-1.8483508771929813,-1.0477727272727275,-0.019578886075890978,0.00016801327018889367,0.031353659643448495,-0.04701991666548544,-0.024903403890702336,-2.5039056760266605,1.021690447539847,-0.751597456886559,1.2518634579574617,0.12078428776936244,0.9846871987896989,1.0488
0.24720397092148616,-2.210000000000001,-0.21345864661654268,-1.0367727272727283,-0.040781002497766394,0.02276544304300998,-0.0949770634495426,-0.02661007815181904,-0.04354733419307166,1.7665923392041483,0.4034024314612774,-0.8516155995495106,0.09608397145790422,-0.00696913344892498,-0.8302687576243123,1.0395999999999999
0.28180199965673935,3.6300000000000026,-0.5451298701298697,-1.2495454545454532,-0.02913060919616406,0.05187462533854159,-0.028827141684136137,0.015643521772489066,-0.04308493074643849,1.7011116939300834,1.5915006113345418,1.4865417318877592,0.5998542353059214,-0.7323285667139565,-0.5749488008623143,1.012
-0.23740288388976438,4.559999999999995,-1.529393939393941,-0.21603896103896147,-0.004561524097020708,-0.040333809666650566,0.017492157252082308,-0.020841302245237614,-0.07942566781286686,0.19400439942052963,-0.20462152530468955,-1.0277737468544075,0.26691701646265537,0.9922147153204015,-2.352277393920184,1.0037
-0.11807051756017373,-2.6000000000000014,-0.3249999999999975,-0.27623376623376394,-0.008636531857677099,-0.022419131343097476,-0.09138075654062483,-0.0072723688834557265,-0.05017177386315019,0.4370282805345577,0.2811275484824923,2.034147859579231,0.8505876827465413,2.010045254783477,0.9132000027676005,1.0042
0.11610256926454277,-4.919999999999995,-0.978985507246378,0.08083003952569179,-0.008332626485810124,0.15127375185273984,-0.010672319332677205,-0.004935260587229706,0.010892332811900829,1.2934856613075774,1.0588192798604559,1.9507584015589154,-0.5605409670397757,-0.6940554532575739,-1.336123082817451,0.9961
