fm_ibk,Brent,MIACR,Infl_exp,obligates,M2,money_income,trade_turnover,debt_firms,Компонента рыночной конъюнктуры,Компонента ожидания,Компонента спроса,Компонента валютного канала,Компонента предложения,Компонента денежного рынка,inflation
18.741951064938306,0.7800000000000011,5.9935,11.795154185022026,0.1849999999999996,-0.0006191696039596906,-0.005354453207745635,-0.006064471036449248,0.020531563883999127,1.2709825193019344,-2.113222488454986,-1.0490884185582523,1.4019099367328058,0.31726350192331515,-0.2570316778479144,1.0049
20.0211494784154,-1.4200000000000017,7.845000000000001,11.522132796780683,1.0168809523809523,0.0016414114916827316,0.00262872605255815,0.005828538692181695,0.0012836813713352768,-0.15640636512782874,-0.5914634787263852,-1.5043479604038155,0.623201138031775,0.2776857171045997,-0.28664910602147975,1.01
19.236727578367695,0.28000000000000114,7.874545454545455,12.67274472168906,0.09534632034632029,-0.010322582938860236,-0.01110143584363854,-0.015816266146490676,0.014007568672241177,0.1034235268868854,1.4290141441880286,-0.32370375431769216,-0.8691366569720552,-0.37696079705890206,0.6736222175779787,1.0097
16.2111744746316,1.7800000000000011,8.214736842105264,11.720956719817767,0.45727272727272705,-0.011737784355396741,-0.004845356295746228,-0.008496863468856475,-7.04704156113678e-05,-0.622838733545114,0.24169936830171485,-0.3467208022923019,-0.16287397981742344,-0.13106346148550505,0.12811445742397648,1.0070999999999999
27.1857964025652,2.259999999999991,8.233157894736843,11.34878048780488,-0.07261904761904692,-0.010450435874281183,-0.013639390497008463,-0.00322926603493201,0.009315748800180046,-0.1257210907299195,-1.1312057058070613,-0.023998990501900297,-0.01713862898590044,-0.10905023174741452,0.08145520494582686,1.0057
24.584423858436995,-5.030000000000001,8.172173913043478,11.830396475770923,0.6450103519668744,-0.00392192776024558,-0.004984111896551013,-0.024466952524413443,0.00799370289596979,0.999677416813201,-0.2659998453727905,-0.3664699131198339,-0.34179767700251357,-0.7444018936768695,0.2684797572279305,1.0045
16.596709707593902,-5.159999999999997,7.877142857142856,12.459183673469388,0.06070393374741201,-0.009965218275972632,-0.005921737553123307,-0.03411883452046638,0.0010896219159661769,0.9442974142035452,-0.13387830021811142,-0.19653119574692554,0.2930705029129674,0.3205126469559982,0.6017263639832586,1.0059
13.5815123361597,-4.519999999999996,7.949090909090909,13.81726907630522,0.127359307359308,-0.004796028711741229,-0.004787218856590059,-0.00030814762612507707,-0.0049393373634654125,0.8340838543656058,-1.1262451011945167,1.4142293250209261,0.376048564765911,-0.6796032708576415,-0.990347722769481,1.0055
2.74175022483871,-9.659999999999997,8.240434782608697,13.146153846153846,0.4549802371541478,0.001807929583955925,-0.004035671379694961,-0.02907883882612694,0.004456847879882986,2.180515587799876,-0.018925033436710294,1.7708742961921022,-1.0655217265808283,0.4491619389153596,0.3526820235760788,1.0095999999999998
-13.1630168267144,-7.990000000000009,10.211111111111112,15.462264150943396,1.239065217391305,-0.010702724742079894,-0.0059759710070199645,-0.011130656625859103,0.00549682128117901,0.39522062970682126,-1.4898391300615097,1.899750644453358,-0.6150599492027548,0.24925214133244356,-0.6025436259168523,1.0102
-5.94358950872266,-17.099999999999994,15.468695652173912,16.57123287671233,4.337021739130437,-0.008367817452409554,-0.007979244876073821,0.015169741440267615,-0.006470823699062933,3.530290162463337,-0.30312159404970684,0.3638507545138115,1.3300298058841076,0.7968211183804065,-1.3216692226112696,1.0286
-9.864209220930478,-14.580000000000005,16.964666666666666,18.07232704402516,-0.6292490118577092,-0.017383993003269538,-0.009769734396995133,-0.03230220025634978,0.011498576618905076,-0.7160684891632827,1.7612403117306403,1.3530150772353962,-0.9444227064833839,-0.3013056708754462,0.3086132218005624,1.0332
7.255212276245759,10.340000000000003,15.116315789473685,15.659763313609467,-1.0477727272727275,-0.014150700143847672,-0.029650206273776902,-0.031232222125233022,-0.04388335463948678,-2.3147286025576803,3.9722277425937835,1.0778097664716468,-1.1006480822236229,-0.3138021760812376,0.2814939347691084,1.0217
9.26778236803939,-2.210000000000001,14.902857142857142,13.967980295566502,-1.0367727272727283,-0.01747040505680708,-0.021811536663900455,-0.030083788524574828,-0.027306900770254217,0.6348937225320873,2.74347610122341,0.8474964012100841,0.6913386690140051,-0.990791273613666,0.25615532768138005,1.0170000000000001
1.3043727145390398,3.6300000000000026,14.357727272727272,14.32905982905983,-1.2495454545454532,-0.007794554617992944,0.005381609956563338,-0.028856527428160916,-0.030895121865535558,-0.16884803960519024,-0.7970222042199261,0.2316179990498445,2.5761172728983746,-0.6952981126074258,-0.20317080220493836,1.0057
13.5033159246824,4.559999999999995,12.828333333333331,14.994845360824742,-0.21603896103896147,0.005538409354974405,-0.02454100779745083,-0.006517398367524407,-0.01685393310715,0.8487639707533866,0.3160605909617962,-0.46747873353589114,0.3475872810813299,-0.9500506724013069,-0.5435705222652185,1.0039
