fm_ibk,Brent,MIACR,Infl_exp,obligates,M2,money_income,trade_turnover,debt_firms,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,inflation
20.8,0.7800000000000011,5.9935,11.795154185022026,0.1849999999999996,-0.002089173018141821,0.0036037450137254012,16.37966242668761,0.008183323959581656,1.6540017422470685,-1.163256843719789,-1.1391849003449641,0.9785095841076312,-1.035593814428045,0.4053711317567328,1.0058
-1.1999999999999993,-1.4200000000000017,7.845000000000001,11.522132796780683,1.0168809523809523,0.0020091662183219228,-0.0019991819732325666,16.398625432096328,-0.012268845177493048,0.8117171962301556,0.21100981884919334,-1.743381495568723,-0.057289425675454274,-0.7838569582280986,0.752035556939362,1.0078
-6.9,0.28000000000000114,7.874545454545455,12.67274472168906,0.09534632034632029,-0.010251684578056697,-0.007835540507793226,16.365341628440245,-0.04768562582341218,0.8877164726036686,-1.0238467128890523,-1.3686484155054288,-0.7188317791425419,-0.9516071780750004,-0.10823576055244503,1.011
-8.4,1.7800000000000011,8.214736842105264,11.720956719817767,0.45727272727272705,-0.013102151506284798,-0.002734534604424965,16.36240897487203,-0.03597278293320727,-0.015427650105109117,-0.18131471707474636,-1.3587658410595735,-0.7113633348023076,-0.21636481109397165,1.3362347494645168,1.0084
9.700000000000001,2.259999999999991,8.233157894736843,11.34878048780488,-0.07261904761904692,-0.012330995689469049,-0.02328445546572766,16.353909048937933,-0.024454953260294232,0.7874962508200171,-1.3108530206751363,-1.2384072642754347,0.6914051041440472,0.3063360756988155,-0.17431116920008058,1.0082
4.9,-5.030000000000001,8.172173913043478,11.830396475770923,0.6450103519668744,-0.006036340876466539,0.000818572513422211,16.348620473095036,-0.05024500695011369,0.01719080216551578,-0.6027798393887958,-0.12071118520989632,-0.8285290196247153,-0.36950499305161505,-0.3299377628923383,1.0058
-5.5,-5.159999999999997,7.877142857142856,12.459183673469388,0.06070393374741201,-0.009659427387024522,-0.017404754952192292,16.336142679231067,-0.036942168356508986,1.4952823183537898,-1.2991390489115953,-0.6304650455787449,0.7415066177390971,-1.059050069984393,-0.004469976668045918,1.0061
-3.000000000000001,-4.519999999999996,7.949090909090909,13.81726907630522,0.127359307359308,-0.00822551629038415,-0.013653836712704148,16.31720738169551,-0.08779791480433019,1.0940628337935414,1.151507540455594,-1.206320742089103,0.022901488826091974,0.3913923734181684,-0.21481804589724074,1.0075
1.5000000000000009,-9.659999999999997,8.240434782608697,13.146153846153846,0.4549802371541478,-0.0003169524405493007,0.005316088359601068,16.322534127820084,-0.057198020211384204,0.9750784440366896,0.13747679982910907,-0.4666821098888868,-0.7951288676081609,0.9859237756539074,-0.8443079822688904,1.0108
-15.0,-7.990000000000009,10.211111111111112,15.462264150943396,1.239065217391305,-0.013045258454539521,-0.017870910200693757,16.29356182244848,0.05113750540023965,2.3659290295753688,1.50566833022874,0.13129700492423105,0.8411808537943359,-0.15350731291005745,-0.962202231595018,1.0083
5.8,-17.099999999999994,15.468695652173912,16.57123287671233,4.337021739130437,-0.007563648580530824,-0.001914697745899474,16.35294341516177,-0.03265983718960008,3.1029088027834963,0.8900043156823987,-0.5894941014756396,2.8129414318700507,0.8091916385979587,0.3182830331760013,1.028
-11.299999999999999,-14.580000000000005,16.964666666666666,18.07232704402516,-0.6292490118577092,-0.016037510569548274,-0.01698930638778151,16.311303739946677,0.02579208663907373,-0.5428028278373728,-0.34012715289739087,2.080639389353963,1.0593327930042549,-1.9774175086131538,0.8633190577334199,1.0404
12.899999999999999,10.340000000000003,15.116315789473685,15.659763313609467,-1.0477727272727275,-0.01706211279790537,-0.03971782080853359,16.27976990635707,-0.081833591612952,-0.6393796485587034,1.7174670556451093,1.2507689826298682,1.3107989168238452,0.3922065943335043,-0.5399324686034112,1.0268000000000002
3.0,-2.210000000000001,14.902857142857142,13.967980295566502,-1.0367727272727283,-0.021531653028333153,-0.01683828276217625,16.238990749184577,-0.05539813284252837,-1.2993649607176005,-2.042826386800629,2.4344777419647516,0.11785496928381148,1.6292610981051672,0.14644026659312773,1.0187
-6.7,3.6300000000000026,14.357727272727272,14.32905982905983,-1.2495454545454532,-0.01102755706387093,0.008637303570454335,16.23480769771366,-0.016652609377041827,-0.6918653695044276,0.35554013063764445,-0.2588753654924106,-0.19340181852972188,0.471931555682257,0.32145007848242185,1.0066
-0.8999999999999999,4.559999999999995,12.828333333333331,14.994845360824742,-0.21603896103896147,0.004167447582313244,-0.044703397820846646,16.228201457443273,-0.0330899839473755,-0.06382672496414354,-1.311667836101627,0.6376670759965104,-0.0448305569475047,0.30846833372173893,-1.3693034822525283,1.0026000000000002
4.5,-2.6000000000000014,12.503333333333334,13.9452,-0.27623376623376394,-0.0028062253080083366,0.0009479380961874284,16.218790501315432,-0.03744524799926552,0.6957173757613218,0.9200107225951999,1.141605777918226,-0.6426300222276482,-0.7706514191249473,0.8170874850002444,1.0034999999999998
0.7999999999999998,-4.919999999999995,11.524347826086956,14.76112759644,0.08083003952569179,-0.003652618943869257,0.008273224839960847,16.195617921934343,0.007113403194388468,1.1382990249665266,0.3682658431249424,-0.258423727726277,0.1129856794307658,0.48624487966526686,0.5221163235697387,1.0025
0.0,-10.04,10.858095238095238,16.007082152974505,0.610165631469977,-0.0001404407342899816,0.0014216326482863195,16.172757634645215,0.002397920046190549,-0.26536834563458267,1.4409323330266455,1.5753712265057453,-0.6957772448701736,0.9937571327774685,-0.7076908616486791,1.002
