fm_ibk,Brent,MIACR,Infl_exp,obligates,M2,money_income,trade_turnover,debt_firms,Компонента валютного канала,Компонента рыночной конъюнктуры,Компонента денежного рынка,Компонента предложения,Компонента спроса,Компонента ожидания,inflation
27.620182353058098,0.7800000000000011,5.9935,11.795154185022026,0.1849999999999996,-0.005711574806708697,-0.005488833736668752,0.018947564004662354,0.004760668437555182,0.1243277401495912,0.3490654171666622,0.13416577482883246,-0.0027998797339203615,-0.6321529673461335,-0.45348695521688454,1.0041
3.1109843565906985,-1.4200000000000017,7.845000000000001,11.522132796780683,1.0168809523809523,0.002750586009854672,0.0040691650701543125,-0.030533169808077076,0.01269145668704752,0.7901414140003648,-0.43911442126595307,-1.0309028553719644,-0.07290135065244718,0.20325960252019368,-0.46352066457323554,1.0057
-3.280019915582301,0.28000000000000114,7.874545454545455,12.67274472168906,0.09534632034632029,-0.010383934973782871,-0.002984745843095382,0.010384437045065198,0.004032677697280107,-0.043110489791355074,0.07480850340847262,-0.04327488292492333,0.2684072949986275,-0.8374947986350156,-0.2501557517822182,1.0068000000000001
-3.597307576893698,1.7800000000000011,8.214736842105264,11.720956719817767,0.45727272727272705,-0.009116498104850379,-0.013322839559060995,-0.0004014648327483883,-0.006257967219596594,0.41242805747151523,-0.0720537724005889,-0.1577238373837005,0.8505195237870483,-0.1738707912591651,-0.5606295654403827,1.0065
5.789451788643099,2.259999999999991,8.233157894736843,11.34878048780488,-0.07261904761904692,-0.008327537233002502,-0.010097603822897483,-0.029060308788256606,0.00481659116982236,0.4232629451692571,-0.6526391052819809,-0.6915795315612108,-0.17648942614091323,-0.9791572182993695,1.0793646519987117,1.0085
6.661647721966197,-5.030000000000001,8.172173913043478,11.830396475770923,0.6450103519668744,-0.002640149466071051,0.0009461347020867095,0.011624590640423094,-0.021864574956026672,0.32232548434304886,0.17011908636984843,0.5919523329346431,-0.6409009347349882,0.7252337146444312,-0.4455886744511506,1.0075
-17.732556795643198,-5.159999999999997,7.877142857142856,12.459183673469388,0.06070393374741201,-0.009178292679601796,-0.013146146576312745,-0.020460297254171422,-0.02389948113760454,0.32122981255902056,0.8136155999280671,-0.17552338578579432,-0.22589219369251926,-0.822158975493444,-0.5977285652526866,1.0087000000000002
-2.197076411684629,-4.519999999999996,7.949090909090909,13.81726907630522,0.127359307359308,-0.008424089917280497,-0.012660339356239447,0.0048778312495727505,-0.006965814182612107,-0.2013146577721296,-0.13247417940577394,0.02133260236651813,-0.04090038128451892,-0.551258977575979,-0.01552534729144487,1.0149
-7.025504122043639,-9.659999999999997,8.240434782608697,13.146153846153846,0.4549802371541478,-0.002345571989623707,0.0076124133536712435,0.003977017517275527,-0.008632156030669691,0.5419037256290427,-0.42434758140281925,-0.6305417311970367,0.23769280141646423,-0.2938379355372891,0.10270649441321325,1.0081
-6.50941482323643,-7.990000000000009,10.211111111111112,15.462264150943396,1.239065217391305,-0.008443020898411646,-0.005691323984795105,-0.004240569437442332,-0.030098533103657843,1.5842403816330364,0.600495321235566,-0.05986606397639471,0.36142843617466486,1.3475472911237827,-0.24335583383244994,1.0084
8.51944776834141,-17.099999999999994,15.468695652173912,16.57123287671233,4.337021739130437,-0.006504643675581789,-0.0048275596009137445,0.03851274581235842,-0.011093277848839733,1.4295702671039119,0.683061030291431,-0.12983011412533224,-1.7699345041206036,-0.4809415950783755,-1.9290475691205065,1.0173
-13.837894678864409,-14.580000000000005,16.964666666666666,18.07232704402516,-0.6292490118577092,-0.01543221843978948,-0.01365809064187573,-0.04757053630751784,0.04050493385475562,-0.7739406818527892,-0.12542962481453448,-0.2355959418279748,2.209484147497096,-0.14808086549711677,2.5148508845051936,1.025
25.488597766888816,10.340000000000003,15.116315789473685,15.659763313609467,-1.0477727272727275,-0.005330372154702445,-0.017788444850003415,-0.0378555790563091,-0.037633393874955345,-1.1620310712771549,-0.9183739898996551,0.01312103516588878,-0.04867985270003618,-0.06922828807580232,-0.8247850971924033,1.0227
8.60125892578588,-2.210000000000001,14.902857142857142,13.967980295566502,-1.0367727272727283,-0.018637992022382477,-0.026663801072869475,0.03258103341099883,-0.037495082195272644,-0.5942420320849062,0.3150499675567746,2.5308836198916316,0.7383929989201338,-1.0536433947885864,0.8865126533004379,1.0134
-11.35557313236772,3.6300000000000026,14.357727272727272,14.32905982905983,-1.2495454545454532,-0.008458098865615327,-0.003379679047823103,-0.040776814517563764,-0.030040630081277442,0.39422715388022783,0.36991976277408506,-0.8534729187836677,-0.27879159922905844,0.2790850166718855,-0.48620668903438574,1.0084
1.3795225425031097,4.559999999999995,12.828333333333331,14.994845360824742,-0.21603896103896147,0.002436233432941748,-0.013028892782831036,-0.015074133758751884,-0.018708119840619375,-0.9506928497190067,-0.3643203269230542,0.21511549254525886,-0.14202456874119193,-0.040275632696912256,0.0009268512537521001,1.0056
5.050044274521511,-2.6000000000000014,12.503333333333334,13.9452,-0.27623376623376394,-0.004720093541981996,-0.003310992018537462,0.029393790599055336,-0.0348292934522636,0.9750801589229657,0.41972994996751395,-0.7565295579638941,-0.30274175592947716,1.906458864415491,-0.11363047998569098,1.008
1.5616555449233989,-4.919999999999995,11.524347826086956,14.76112759644,0.08083003952569179,-0.00517734853123919,-0.007587836271278903,-0.02819861866818485,0.01089591912685961,-0.27611002600360174,0.6249231743326755,0.860151435617819,0.3989755903434294,-2.004443059918223,-0.21212087186009268,1.0027
