fm_ibk,Brent,MIACR,Infl_exp,obligates,M2,money_income,trade_turnover,debt_firms,Компонента ожидания,Компонента предложения,Компонента валютного канала,Компонента рыночной конъюнктуры,Компонента денежного рынка,Компонента спроса,inflation
6.8484316447242195,0.7800000000000011,5.9935,11.795154185022026,0.1849999999999996,-0.006005724077004615,-0.007272778344260544,-0.004422479340032481,-0.012933201697633123,0.5679248847814471,-0.28445785983467,0.6462042769189145,1.2134230135341357,-0.2832883885646539,0.07722908344932854,1.0037
7.19656554317134,-1.4200000000000017,7.845000000000001,11.522132796780683,1.0168809523809523,0.0032398192489146993,0.006100388642828136,0.039182769434130904,-0.006452525160634437,0.42724003841840963,0.014779390284993978,1.1094607216963706,1.0264694028933607,-0.11646517085189831,-0.2649541070871092,1.0065
9.70313535833879,0.28000000000000114,7.874545454545455,12.67274472168906,0.09534632034632029,-0.01031764448182848,-0.004028253319827257,0.012997497754053455,-0.0208034966262165,-1.2627706260480147,-0.2683521162467061,0.667707277441072,0.5951901748155898,0.1857720871644645,-0.6586894561568264,1.0156
7.26079439279389,1.7800000000000011,8.214736842105264,11.720956719817767,0.45727272727272705,-0.014320430412093188,-0.011744983238408224,-0.014804363381617947,-0.04120790775890448,-0.8898843704978362,-0.5138980908287578,0.742368748098684,0.6283410441923675,-0.05864403620738367,-0.5388055425573117,1.0024
11.7403737390161,2.259999999999991,8.233157894736843,11.34878048780488,-0.07261904761904692,-0.007080031327712177,-0.006659613376420737,-0.013316489367591444,-0.04914150688523833,-0.04552693011064841,-1.1078013424267792,0.21634760045912965,1.1605749001326553,0.1166147753174184,-0.008701624169279954,1.0088
3.69343391217392,-5.030000000000001,8.172173913043478,11.830396475770923,0.6450103519668744,-0.004508405726195264,0.009829209656594173,-0.015962152265348806,-0.003854146049079077,-0.8307288108360044,-0.30303733709010716,0.6910868555783282,-0.05847362094944647,0.5050565219786399,-0.6333926187009461,1.0087000000000002
2.95461593739714,-5.159999999999997,7.877142857142856,12.459183673469388,0.06070393374741201,-0.011950181688614947,-0.030434621393320427,-0.03648346087107868,0.030662631779813765,-0.4193660092963661,-0.1702448892315907,0.3642459893137045,0.5209860364735363,0.13608086188644533,-0.9883313056559319,1.0070000000000001
1.29525135216968,-4.519999999999996,7.949090909090909,13.81726907630522,0.127359307359308,-0.006620747042315855,0.0058283260300484585,-0.011384044017523465,-0.02534055593078577,-0.47437754921070224,-1.1443980449367455,0.5504471505696986,-0.2742653682539749,-0.07419527809138558,-0.5918870856958101,1.0105
0.872569428643778,-9.659999999999997,8.240434782608697,13.146153846153846,0.4549802371541478,-0.0011498979602801995,-0.011801362864428455,-0.011829552878930727,0.0025951062827154203,0.1799815969244071,-0.1503492056093293,0.4309838899700793,0.28989535760400775,0.44650954451722374,-0.7520955308515516,1.0079
-4.65520543670673,-7.990000000000009,10.211111111111112,15.462264150943396,1.239065217391305,-0.007846488078868674,0.002297299384492746,0.026731782742135834,-0.011445753381957857,1.4195430166560772,-0.05967390526664204,1.3858327031969646,-0.029759003400681945,0.08209471096157939,-0.09271145607552934,1.0112
-1.6134046340629398,-17.099999999999994,15.468695652173912,16.57123287671233,4.337021739130437,-0.006925386102883735,0.01762759931148672,0.04465043307443928,-0.06954045081566207,1.0183677429498061,0.0024227858453830698,-0.05456817447731597,-0.6302221602546525,1.1823878892100985,-0.8548784031062594,1.0239
-16.0122757137208,-14.580000000000005,16.964666666666666,18.07232704402516,-0.6292490118577092,-0.018355744461898027,-0.027617872932879095,-0.060617181300777645,-0.042233557897844776,-1.7238067647194504,0.5453204103356997,-0.9636429991896222,-0.8708454129299371,-0.6169704189772779,-0.7270253754969456,1.0236
6.28102561431868,10.340000000000003,15.116315789473685,15.659763313609467,-1.0477727272727275,-0.006273986151462907,-0.016212107226367678,-0.046094972175747984,-0.013066457397750142,-0.17834192378995337,-1.0247617230489137,-0.4600501931939429,-0.30072673830391966,-0.8826497910963194,-0.4557877848529901,1.0264
5.620419572631469,-2.210000000000001,14.902857142857142,13.967980295566502,-1.0367727272727283,-0.022093116669982038,-0.025202486318997686,-0.05357388863703605,-0.031349441446778314,-0.5036687113403621,-0.4039144690268733,0.8228619765178982,-0.32158991538232123,0.5979502928176236,-0.6094018307296283,1.0137
7.90247646016963,3.6300000000000026,14.357727272727272,14.32905982905983,-1.2495454545454532,-0.007303859216683861,0.0016954410542577847,-0.056196765978739904,-0.005191352829589491,1.1266270530663547,-1.6861963507599886,0.05261135976749526,1.0459402476354378,0.06437422750040164,-0.1440310115159119,1.0053
1.06728967393519,4.559999999999995,12.828333333333331,14.994845360824742,-0.21603896103896147,0.007457661716776087,-0.015341873876078438,0.006328025890677935,0.022469849486341786,0.4009465418437929,-1.082212293070257,0.43721811510905106,0.6773100356583606,0.7660439758594021,-0.6611711538928285,1.0069
5.32953120844684,-2.6000000000000014,12.503333333333334,13.9452,-0.27623376623376394,-0.007732347046154331,-0.004974124117657297,-0.002781951078604905,0.051072318856958177,-0.5617174430778786,0.18713238860923537,0.5200058444503551,-0.3365792395536316,-0.21888490345327885,-1.1371410018641297,1.0051999999999999
4.264013749350809,-4.919999999999995,11.524347826086956,14.76112759644,0.08083003952569179,-0.0035109304076819114,-0.02050747239875861,0.023213471061147573,-0.017746495583258692,0.2605605072556945,-0.6412118652103991,0.43712565237301404,-0.11448379444397634,-0.2638730530527354,-0.7319670082640735,1.0021
