fm_ibk,Brent,MIACR,Infl_exp,obligates,M2,money_income,trade_turnover,debt_firms,Компонента валютного канала,Компонента предложения,Компонента ожидания,Компонента спроса,Компонента рыночной конъюнктуры,Компонента денежного рынка,inflation
13.985615019111528,0.7800000000000011,5.9935,11.795154185022026,0.1849999999999996,-0.0055483950696189055,0.010314154102969653,0.009796388668959821,-0.0013927991942050966,-0.22590626630453597,-0.592105523018402,0.04836481529792544,-0.9407538657928133,-0.031051282620866205,0.24048952121039,1.005
1.900145150040693,-1.4200000000000017,7.845000000000001,11.522132796780683,1.0168809523809523,0.0027871219758779375,0.017533981646531416,0.019411170632377406,0.0303007574970362,-1.1283745588639245,0.47400616120655487,-0.8102507536299731,-1.2214081292762036,0.8115769432537684,-0.2649344328829834,1.0077
-1.4990806300441193,0.28000000000000114,7.874545454545455,12.67274472168906,0.09534632034632029,-0.008560255963784513,-0.042364787160705575,0.0268024856201734,-0.010736718766290565,-0.561279817336535,-0.5208825911275171,-0.31195936344492287,0.09721793763833013,-0.17244207812860768,-0.6044265411757499,1.0064
1.6900548433049174,1.7800000000000011,8.214736842105264,11.720956719817767,0.45727272727272705,-0.008598139234923252,0.013937170462337889,0.0004504331894068514,-0.0071399660210165194,-0.3711236003035857,0.2563027607252395,-0.034973499666178645,0.36468309938760535,-0.8178556629627416,0.1630746999313607,1.0079
5.415579731155201,2.259999999999991,8.233157894736843,11.34878048780488,-0.07261904761904692,-0.00956072802554786,-0.009742602693487257,-0.012250633448253723,-0.011210897709693413,-0.25656914920492835,0.3618079674611192,1.2063114932657086,-0.19238290940158914,0.34851005110996625,-0.7226009650701339,1.0059
-7.80825696104923,-5.030000000000001,8.172173913043478,11.830396475770923,0.6450103519668744,-0.00416758249277116,-0.00925655735779607,-0.013366874956499686,-0.03180280398687074,-0.4590146212538232,0.4168124933096799,-0.8002161460418679,0.5431996294433913,0.19079440900102915,-0.24036220193399224,1.0061
-3.4937935114361105,-5.159999999999997,7.877142857142856,12.459183673469388,0.06070393374741201,-0.008358042056023862,0.0058006102782748314,-0.016965336410702747,-0.011491108370618619,-2.2161114502183312,-0.06900541653198689,-0.5483866354050634,-0.13338356999380194,0.6874350481032275,0.23052787893145799,1.0055
-5.415012642928027,-4.519999999999996,7.949090909090909,13.81726907630522,0.127359307359308,-0.00557532297857577,-0.02245845516888778,0.004301577328380546,-0.023383743253170053,0.9776425587969173,1.1271489081382569,-0.071682702059115,0.18213066909963727,0.15132876796423309,0.08728826078512263,1.0077
0.042133111528872016,-9.659999999999997,8.240434782608697,13.146153846153846,0.4549802371541478,1.3984474756867371e-05,-0.0068109595411876,-0.018110815484295273,-0.017316231283487582,-1.2224328388030543,0.2414781897603126,-1.6262784798532008,-0.9607279856958024,0.7117609085911255,1.601021467539858,1.0069
-8.680351006785893,-7.990000000000009,10.211111111111112,15.462264150943396,1.239065217391305,-0.009571372298520231,-0.0006982545843463583,-0.002851944683925467,-0.004566221853686159,-0.9814381671160596,0.9718601056570133,1.0070927429495162,0.029543615881989414,-0.04357097128287196,0.44710866417210027,1.0124
4.450294207586359,-17.099999999999994,15.468695652173912,16.57123287671233,4.337021739130437,-0.008274189334505522,-0.017979856354134682,0.015434241360878787,-0.03212960093057582,-2.9093861402050023,2.806372258703434,-0.3304766607702796,1.969717745582359,2.7196377984252265,0.2780961497487554,1.0256999999999998
-11.278204110611167,-14.580000000000005,16.964666666666666,18.07232704402516,-0.6292490118577092,-0.01786856270642012,0.01637130926907382,-0.01054023176348906,0.0380679020655581,0.2140781770651387,0.2848861051349412,3.5252629015286354,1.2461201164707616,0.21454525101195646,1.9631119872289864,1.0231000000000001
12.502623779290008,10.340000000000003,15.116315789473685,15.659763313609467,-1.0477727272727275,-0.005273877779400138,-0.0390880206257318,-0.03001808099023151,-0.05943142322373518,-0.244516843866488,1.6731591843010858,2.3009937066066763,1.5285671483559022,0.7734367007290454,-1.057488252715035,1.0239
7.368173150285919,-2.210000000000001,14.902857142857142,13.967980295566502,-1.0367727272727283,-0.019204884175989534,-0.03884633784787361,-0.02746726679878364,-0.07383653242914257,0.12387644617584521,-0.5266117041650179,0.3283992206156764,2.094342384870245,-0.1373820208959443,1.1053725338009899,1.0176
-3.5761260682016136,3.6300000000000026,14.357727272727272,14.32905982905983,-1.2495454545454532,-0.0090401297585192,0.03649797081567385,-0.05784080353150145,-0.020521485158720765,-0.14112340550411265,1.1719242696693124,0.49103245052692435,-0.19440322359622456,0.5888272368232237,0.7003609923852872,1.0089
4.9094358298214935,4.559999999999995,12.828333333333331,14.994845360824742,-0.21603896103896147,0.0020456828857380316,-0.03874449718888151,0.0004734812627482654,-0.015403053453765025,-0.945944767293203,-0.9238380154569087,-0.2139303534371943,0.21115148362115307,1.6182904296873146,0.08329020254382502,1.0047
2.03140771994694,-2.6000000000000014,12.503333333333334,13.9452,-0.27623376623376394,-0.003480919880614053,0.003090049951030238,0.008103536710823533,-0.02519832238283115,0.26171606154491556,1.252481127971108,0.16032588426140332,0.5922794735136341,-0.1601094854400125,0.11873748884530952,1.0019
-4.31624192490621,-4.919999999999995,11.524347826086956,14.76112759644,0.08083003952569179,-0.0021456241447292967,0.009981529966573532,0.011893464570771783,0.00980600607469917,-0.4473517821432615,-0.1251630961879151,1.143320088688212,-0.8114602506557732,0.25690339835293735,0.7441018124872621,1.0017
