unemp,Brent,MIACR,obligates,M2,paid_services,money_income,trade_turnover,debt_firms,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,inflation
0.006674167350901206,0.7800000000000011,5.9935,0.1849999999999996,-0.003680890169150075,15.913801996922192,-0.008244485308427585,17.313086866251645,0.0038614707185793407,0.9470987887374529,-1.3800985836661939,-0.38667295553775977,0.36133157078453454,0.7550065305871005,-1.1416339628941905,0.6479946077454473,0.8311958067623569,0.10356289241504978,1.0026000000000002
0.037466029686942015,-1.4200000000000017,7.845000000000001,1.0168809523809523,0.005538004940046193,15.92174751008567,0.008031436465019581,17.311636035370242,0.02231614463893017,-0.1967038076642703,-2.4723820751450454,-0.44436502496245944,-0.2755713900573004,0.34753185143333487,-0.5277440402384592,-0.01551344254352203,0.10085204426435002,0.20606603033333773,1.0067
-0.05078388973277925,0.28000000000000114,7.874545454545455,0.09534632034632029,-0.010770150410301937,15.920509158454399,0.01820076151056149,17.344394552934446,-0.003828018472088246,0.27245388390596853,-1.4680375543521171,-0.6683248552153103,-0.6037392698348457,-0.764009515155467,-0.07097983971894499,-0.01202875848212718,-0.3691730389962185,-0.801965002307318,1.0149
0.045229383996029826,1.7800000000000011,8.214736842105264,0.45727272727272705,-0.015620609836044963,15.904348022107737,-0.024511893543659014,17.343561027931248,-0.015829618138852197,-0.012738803868460545,-0.9199438689775302,-0.610806617471871,-0.7905949627674271,-0.17340863622902067,0.06398127099879747,-0.39004036881386184,0.33116875074528346,-0.08461768069900194,1.01
-0.015136125282087964,2.259999999999991,8.233157894736843,-0.07261904761904692,-0.011831241519077551,15.875440324750473,-0.014359650440393779,17.34143390289927,-0.019637283954999418,0.22959124483374235,-0.40178051235969725,-0.2746680423360922,-0.13949623107123796,-1.2060899513593761,0.48940123563874616,-0.47710129307058385,0.19929668218404317,0.07805852539038835,1.0073
0.12672138818746048,-5.030000000000001,8.172173913043478,0.6450103519668744,-0.005386198199568426,15.877110286171305,0.0018396909967766106,17.33602808440201,-0.011179100974279876,-0.67981129817083,-1.03714895495302,-0.1724060577983762,-1.105905420707735,0.7060714342839313,-1.8160221763396418,0.1368229702895896,-0.6109760326496022,-0.2258763296629794,1.0075
0.05508939773771282,-5.159999999999997,7.877142857142856,0.06070393374741201,-0.00969530058722512,15.865087186126338,-0.023650196114735067,17.322847097362704,-0.029774432156431274,0.5068734515103929,-2.3728817585706374,-0.32286305088230655,0.6968669311411599,-0.44108744823862744,-0.5397929850543914,0.20091297664255586,-0.6302346299118032,0.6502752950138676,1.0044
-0.09114084881499118,-4.519999999999996,7.949090909090909,0.127359307359308,-0.006403740323078111,15.85848821544732,0.005542841350447247,17.327020083874405,-0.009576088207829514,1.5058144718585795,-1.8942027501173941,-0.5070956277460459,0.1238995682170502,0.19791531592295641,0.8315069914629484,0.5268667676235861,0.4573378566697447,0.6683135717115827,1.0075
-0.07084274971058524,-9.659999999999997,8.240434782608697,0.4549802371541478,-0.00016962284132482353,15.87868903557424,-0.006510633249762421,17.334967159122677,-0.016912037605170127,0.827148636469857,-2.3011756216959873,1.273919346757613,-0.23293434891969456,-0.2538857250524783,-0.980980950023428,0.3809381843601047,-0.31573412749697555,-0.025613787830274695,1.0063
0.040871959792704304,-7.990000000000009,10.211111111111112,1.239065217391305,-0.010302247443595647,15.82877279342365,-0.006892016021302183,17.335302500107783,-0.0009728433755089583,1.658014706535243,-2.2257362725130037,2.06946138297569,0.23540686793498797,-0.25731407315006577,1.7056281380797986,-0.8601652379221653,-1.6269492645754708,0.1490442411419436,1.0082
0.05254264994480806,-17.099999999999994,15.468695652173912,4.337021739130437,-0.008775218522560024,15.823306763606402,0.005574768358783899,17.341958640719085,-0.004438355524216675,2.9408964404025446,-2.5474704139112703,1.0812953702371166,0.5523747678070642,-0.3059032607594953,-0.8160637559143722,1.9178019718422457,-0.2608379259386812,1.3258175581119176,1.0254
-0.026436281344936363,-14.580000000000005,16.964666666666666,-0.6292490118577092,-0.016932890421616165,15.87239068454514,-0.00649944479480169,17.32511802698402,0.016344359432025612,-1.2278946917777407,0.03135849986824563,1.3781820342543325,-2.4920226102689806,-0.06535563229828482,0.4612826894057065,-1.0854893043615859,-0.5220098584189007,0.42012631854276145,1.0399
-0.03648260910358936,10.340000000000003,15.116315789473685,-1.0477727272727275,-0.01404744407630254,15.84580818257086,-0.020992422580977887,17.292462988800384,-0.031023138506800052,-1.778911370027053,-0.8594181679563542,-0.17678529150848862,-1.3270233784448355,-0.988870136357124,-0.3323858711892368,0.8379774593216748,0.16766150364283544,0.31694818748808995,1.0332
0.05222299875582981,-2.210000000000001,14.902857142857142,-1.0367727272727283,-0.02734596594932448,15.815400110577125,-0.03551082014879903,17.300622796994553,-0.01778286465293455,-0.9420669862173341,1.104125025985273,0.2836199299897678,-1.7591826309069796,-1.3606775830068132,-0.3179426272165082,0.2693834906130519,0.2853091937465167,0.9051580067672227,1.0156
-0.034881966366239636,3.6300000000000026,14.357727272727272,-1.2495454545454532,-0.009462723512093874,15.816556092750776,-0.036370507075952574,17.237416717289264,-0.028452372036118945,-0.4053811376107064,-0.6666262378784121,0.43013389642861505,0.3415893763594082,0.09367339697209942,-0.8671831646771689,-0.3387314058217013,0.12868169580848202,2.43406344413752,1.0043
