fm_ibk,Brent,MIACR,Infl_exp,obligates,M2,money_income,trade_turnover,debt_firms,Компонента денежного рынка,Компонента спроса,Компонента рыночной конъюнктуры,Компонента ожидания,Компонента валютного канала,Компонента предложения,inflation
17.0803615993992,-3.1199999999999974,6.789999999999999,8.2566,-0.31720496894409944,0.012882146986735066,0.011854958006328076,0.004245775522882411,0.003540097584556534,1.3003234991584036,-0.6299898402810296,0.586544817445666,-0.20110796086432545,-0.8498278214793551,0.4092079569623215,1.0018
7.61273112071266,3.5,6.457000000000001,9.0219,-0.12612836438923392,0.004688530805204039,0.0055517811202623335,0.0074670370523008955,-0.0009001376730370936,-0.10117173153234954,0.5036165640968397,-0.76419727721118,-1.679374204109262,1.1068561248895927,-1.5999364557374098,1.0012
13.2339829024095,4.100000000000001,6.151363636363637,8.2594,0.5413852813852813,0.015508544708085381,-0.02492298351300093,-0.0005526561386481887,-0.02897037112249734,-1.400345923513959,-0.7180288076071929,-0.3724888641542914,1.574708007922703,-1.8467589770344353,0.4890900064769937,1.0016
13.042279893819398,-3.6600000000000037,6.038823529411765,7.9343,-0.0648221343873514,0.00656729191676142,0.025253637635326953,-0.0006711850370777483,0.059669349676539696,1.0327644440807477,0.6117942736922144,-1.788612660502551,0.15667125758221237,1.213973093207623,0.9535845460739887,1.0007
16.448532055164403,-7.990000000000002,5.938421052631579,7.8881,-0.8150869565217391,0.009066009290277677,0.013174158719719387,0.0011341871459578101,-0.002703788151784181,12.082188917480753,-3.511965132161415,-1.6218001060185736,-1.1683941553064854,1.2114011526162662,0.5742346350653683,1.0022
-14.2334072184659,-23.65,5.79421052631579,7.9881,-0.6341818181818182,0.008772260873856297,0.005136779627946453,0.020162154679265853,-0.007791025067938051,2.3390859932994172,-2.3561783875772697,5.963203870175059,-0.5884182357419337,-1.5679143778414621,-0.9684266571836843,1.0045
-16.6526999556869,-13.629999999999999,5.994736842105263,8.2881,-0.14363636363636356,0.026164432873741816,-0.05742192056594497,-0.26508320818919984,0.013282606545395481,-1.2808149100290303,0.658291872423138,2.8026646927853442,-2.3801970657322857,2.179521176001621,1.8241696321570378,1.0043
-10.9895886928394,11.0,5.468823529411765,8.4881,-0.013658008658008924,0.005658007989360669,0.01403311137037555,0.04799468193530032,-0.0027265765630524186,-4.0948218991824845,1.465043378413118,1.9972232331842952,-0.6868512841424769,1.6100865187247524,1.3657091378985309,1.0019
4.92463248296225,10.890000000000004,4.994,8.5881,-0.009069264069264449,0.006687550370489959,0.009245197924929727,0.0663670408636392,0.003521280796508819,-1.5794278374172108,1.285543651629068,0.8248794480543142,-0.4187398925544606,-0.1812280574106002,0.36845114076273355,1.0016
15.8163461045548,2.969999999999999,4.2290909090909095,8.8231,0.0830237154150204,0.017081398440469187,0.02623340707412325,0.0777370730910043,-0.011214022296179849,0.5254163296261681,1.0065411843575263,-2.333724769330103,-1.1194567560542477,0.7690398576194588,0.13208171334175817,1.0012999999999999
15.615334500005998,1.5,4.155238095238095,8.9478,0.061759834368529276,0.010265491804128501,0.00836749591226571,0.0258427668335095,-0.006348985243688432,1.0328712271083922,0.7645462100419252,1.8034782683999626,0.3240771797386281,-0.005706479013761549,1.0139672826831418,1.0036
9.23838556510538,-3.8300000000000054,4.165,9.668,0.012943722943723479,0.002863188422500329,-0.0018048285369136607,0.002131109257753394,-0.018673151900204132,1.6036542862033776,-1.2642563843619101,0.938559144075306,-0.19055139757309447,1.1526605903259852,0.196570036022891,1.0034999999999998
3.1099762048994,-0.7199999999999989,4.174090909090909,10.1207,-0.08454545454545492,0.004908553736436616,0.013761005200910503,0.016413279936813296,-0.003025930879147154,-0.7968946021260224,-0.9948248330911483,-0.21045703230196103,-0.5122577587444911,1.4523127535051337,-0.017997457380073273,1.0044
-2.63649422282024,2.5,4.061999999999999,11.507,0.3049350649350657,0.0022636444176278303,-0.011485433801750489,-0.0012238656042136142,0.02056491096352886,-0.47309943077321853,1.1924291716213962,-0.5118857107070236,0.07946468218806325,-0.37633916164720677,0.4884324146246387,1.0054
2.43128814685486,7.300000000000004,4.171304347826087,10.4836,0.45490683229813644,-0.00604424146355953,-0.001105521506072904,0.024972064597051258,0.03368667012734328,0.12849206797116827,0.6992337738149295,-1.1240657291378897,-0.012765609320532318,0.5516337490768054,-0.0850568174540935,1.0065
4.89801549231468,4.780000000000001,4.306,9.8636,0.2579503105590062,-0.007546924317145098,0.003799268860046112,-0.019718170224990672,-0.01750398687976329,-2.177822228738748,1.5041221532490925,0.85887698403984,0.3105590208112404,0.09428611361728391,-0.9312089675002085,1.0051
12.0877470802071,7.509999999999998,4.057894736842105,10.0714,0.3360714285714286,0.0038467820794174656,0.004963480465798753,0.005997242102878886,0.003227844109298772,-3.7699526925160147,2.6662286364706604,1.1955007029151148,1.0323229141362813,-0.3522311547842316,-1.1379595841562318,1.0086
14.4193799015252,3.1299999999999955,4.222272727272728,11.879,0.5525000000000002,-0.0019109231600538124,-0.013325319492413001,-0.022485070701716126,0.036542617709883984,-1.0525434558599376,0.4885823393309726,-2.1789266226649175,1.5578893433441565,-0.4245708061985035,0.8768783769789366,1.0073999999999999
16.8659868176917,-0.5999999999999943,4.514545454545455,11.3279,0.3504545454545447,0.01664576824769881,0.07758531647035838,0.14244222328773049,0.03719146979048027,1.8844695435105678,-1.127419930971924,-1.138240381189549,0.706743218650471,-0.08315630551373873,-0.978880294358026,1.0062
12.7488001260914,3.719999999999999,4.791052631578947,11.9136,0.07097402597402613,0.014018561134315988,-0.01776398740533125,-0.01708753260669127,0.008457742401141388,0.301612159955418,0.3582451814907236,-1.3606736309146654,0.6241918458710308,-0.4822474119839558,-0.32236666442911094,1.0095999999999998
16.508237121383495,4.6299999999999955,5.1033333333333335,13.3997,0.3540259740259746,-0.0045390002233531845,0.0010186933778157936,-0.03507295809555444,0.03724536138221701,3.1892941752243704,0.2532524534889421,-0.03759693097273913,0.7064876318210557,0.29739419080812035,-0.1723874436092874,1.0114
13.9325335721064,2.010000000000005,5.759545454545454,12.4946,0.6559090909090903,-0.007073612254531625,-0.013451030698586663,-0.03147202130689308,0.014888233920883565,0.02064193937109025,0.877752296479637,1.4231684341601565,0.6976967497485187,0.6722265250471898,-0.05798574539775145,1.0078
17.194198657763998,-4.420000000000002,6.297272727272727,12.3028,0.8072727272727285,-0.007335818415119988,-0.017126661109791996,-0.02061925856192559,0.004044135516933167,-0.42554097828963555,1.3929925959682872,-1.5912600934342056,0.8506894047873709,0.49945939139468726,-0.3911485116089587,1.0009000000000001
12.9038319636654,3.739999999999995,6.569090909090909,13.6222,-0.1404545454545456,-0.0005934422962869945,0.06105792059926962,0.003773386213079988,0.006713253504859296,0.9333056304176216,-0.36234793697597373,0.18948493259075921,0.632874898986494,0.22542125574116606,-0.3837225249718701,1.0069
8.70333227860417,9.050000000000011,6.809523809523809,13.4727,1.2318181818181806,0.0036461528040891977,-0.03448613828852487,-0.009101592215795762,5.802081870243114e-05,2.1662490477095884,0.044884315821108176,-0.21609661481673675,0.1369146890406087,-0.06544091026920396,0.8125228180016049,1.0068000000000001
-0.5630152924666821,-2.490000000000009,7.331999999999999,14.7674,3.3940909090909077,-0.005013802116165422,0.018908501091672747,0.016407193013598942,-0.016101632596678073,0.34797871442269623,-0.0030410804023697398,0.6854263503133445,0.8282314322023269,1.073274364059679,-1.5884243533946376,1.013
-0.234736323024439,-6.8799999999999955,7.617727272727273,13.7279,-1.1775691699604707,0.008495076832703674,0.01256233133795348,0.10980482654968782,0.02622816959784302,1.0429022400933403,-0.11877352926495796,-0.7372353390749117,1.613876914033367,0.5528930811280263,1.1913107198494612,1.0076
-1.25192523744406,12.340000000000003,8.286249999999999,13.5372,-1.5546169772256775,0.00405150058838899,-0.01638569568254411,-0.09806895476996047,0.014610071031587069,9.737157283677584,5.859403848312042,1.460117943166918,2.2764012646649334,0.5072478700524948,-0.7515221403610787,1.0073999999999999
-5.81417568693408,10.61999999999999,9.565263157894735,18.3345,-1.383904761904759,0.0025188864576310976,-0.0007472271142230369,0.01490973537914897,0.019802636077313807,1.0695674998708002,2.6443247793432216,0.23080811149089747,3.972441944076666,0.95602757433227,-0.8808907564589973,1.0112999999999999
-7.469076660306189,20.120000000000005,19.873636363636365,12.5387,-1.1271304347826083,0.005408473081486065,0.025199253520092668,0.019320248304079968,-0.012161313317864852,-1.8707902714653233,-2.2009717869188656,0.6718348753905174,2.7253841192386132,2.788321504518851,0.6565909703617283,1.1094
-5.236849890482749,-12.670000000000002,17.08047619047619,11.4809,-0.13086956521739168,-0.05075459287695061,-0.08062879143423807,-0.08491188825992069,-0.06055776668983448,-2.910170908785489,0.5313310761849311,0.08107816070618677,1.8206953934558803,1.6080326477548479,0.21606161462348664,1.0138
