fm_ibk,Brent,MIACR,Infl_exp,obligates,M2,money_income,trade_turnover,debt_firms,Компонента валютного канала,Компонента рыночной конъюнктуры,Компонента спроса,Компонента ожидания,Компонента предложения,Компонента денежного рынка,inflation
24.793603725625502,0.7800000000000011,5.9935,11.795154185022026,0.1849999999999996,-0.005544879559682414,-0.005456166030734622,16.251617512024264,11.046455307399395,0.9007110328943994,-0.058719235471924126,-0.40433105818040377,1.7599389766477325,-0.008526432731650336,-0.33939725487759087,1.0065
6.157319393948599,-1.4200000000000017,7.845000000000001,11.522132796780683,1.0168809523809523,-0.0003643436584184201,0.005218749863333372,16.25357057584194,11.045644427495436,2.507403702975274,-0.5347823225525884,-0.021876518861800708,0.24169804087373323,-0.8342622380047197,-1.7079594190793288,1.0117
-6.826098587565204,0.28000000000000114,7.874545454545455,12.67274472168906,0.09534632034632029,-0.013551650794376258,-0.005653473245349261,16.26084132169111,11.033948037936042,0.09373986773778027,-0.9028888064694056,-0.25675392993817864,0.19748176170848383,-0.5608229945794965,-0.5691585778189465,1.0108
-1.263655073722795,1.7800000000000011,8.214736842105264,11.720956719817767,0.45727272727272705,-0.012173656845291703,-0.013142093296480084,16.255355192532917,11.022969493430164,0.36193098903137416,0.6421462215772601,-0.71536153877113,0.15845259804527928,0.8310669318700754,-0.5266696304494833,1.0121
-2.54599568794071,2.259999999999991,8.233157894736843,11.34878048780488,-0.07261904761904692,-0.013937025311985707,-0.00903720603429825,16.259315524012834,11.035780003896438,0.680538019300144,-0.6784683969588883,-0.008933790298057614,-1.1883431249190615,-0.9002240005884476,0.3358977622630797,1.0114
4.06719025675841,-5.030000000000001,8.172173913043478,11.830396475770923,0.6450103519668744,-0.009193776729983227,-0.017112740252631653,16.24117238621124,11.021824523869059,0.333956353961696,0.8020011601660151,-0.4925696034629873,0.24391313507823809,-0.8541910001267734,0.883755174766424,1.0054
-11.071862717872381,-5.159999999999997,7.877142857142856,12.459183673469388,0.06070393374741201,-0.010060945111941777,-0.007916493377647882,16.23887112643168,11.004607488111489,1.7120533293330666,-0.1259696141954783,0.11918034320189756,-0.9868297389880718,-0.5531005416365641,-0.19233547059637204,1.0061
-7.26755811753139,-4.519999999999996,7.949090909090909,13.81726907630522,0.127359307359308,-0.007431789943890266,-0.010920412868719254,16.255033768046736,10.989455235511073,1.7162514950236762,-1.0917305020182857,1.3837745399081436,1.4202691570549733,-0.5719849411445805,-0.3473710806056448,1.0137
-8.814289207784327,-9.659999999999997,8.240434782608697,13.146153846153846,0.4549802371541478,-0.0034905126233724104,-0.004793121330632033,16.255680606304505,10.963925416991705,2.481626483121614,-0.7520672844707684,1.7581707558511577,0.6951092942489653,0.1609379877457862,1.0542718723482285,1.0094
-9.004479469273903,-7.990000000000009,10.211111111111112,15.462264150943396,1.239065217391305,-0.012096783075817186,-0.004794979093896146,16.279538298293776,10.951072995159889,0.584164326156192,-1.453673530270086,1.473871193211093,-0.20835447999154466,-0.7122008430722833,-0.705343895804874,1.0147
16.392388920143702,-17.099999999999994,15.468695652173912,16.57123287671233,4.337021739130437,-0.011045573078328985,-0.018296030362854765,16.287435336668178,10.947161567977288,2.5099398007569533,-0.5262624006499721,1.1972078730304627,-0.22772425090867632,0.6633545378752083,-1.1023725173828027,1.0295
-15.467245309733595,-14.580000000000005,16.964666666666666,18.07232704402516,-0.6292490118577092,-0.020343231191436217,0.0018881810605364535,16.235795631974227,10.960528101032839,-0.2033212129060657,0.46560757998750374,-1.3443289051068494,0.8066783428590171,0.022082070149192924,1.5749671377653467,1.0311
20.79444217776262,10.340000000000003,15.116315789473685,15.659763313609467,-1.0477727272727275,-0.011225957153257582,-0.025699313694349968,16.241302071172136,10.917931795504678,-1.4435133802628186,1.812676916335139,-0.8572525080653112,-0.2874502657215636,-0.49673187404990227,-1.3481697565599797,1.0239
8.543945176076535,-2.210000000000001,14.902857142857142,13.967980295566502,-1.0367727272727283,-0.02049075583432547,-0.025463106825313275,16.23407321550408,10.874038215744877,-2.916391895976201,1.3370309989083742,-2.0358839832734104,0.6569001823653018,0.8843768914938175,1.6257196945569738,1.0147
0.22763625392608944,3.6300000000000026,14.357727272727272,14.32905982905983,-1.2495454545454532,-0.007082913595104046,-0.01034625409600487,16.21858254362445,10.849054260470746,1.8343567531098617,0.9726800065682512,1.170006110942193,-1.3076928523707232,-0.23425353293110865,1.8544076274408354,1.0084
-11.621858550504799,4.559999999999995,12.828333333333331,14.994845360824742,-0.21603896103896147,0.003245599946184896,0.0017615363223821845,16.199597924989284,10.819025094595792,-2.38923889775955,1.8163401355950963,-0.9088524265270519,0.7551567446780264,-0.5524391647679626,-2.4214199423371854,1.0026000000000002
10.861552495795939,-2.6000000000000014,12.503333333333334,13.9452,-0.27623376623376394,-0.0016501509494677435,-0.02360372568411151,16.18528693705746,10.826015477320412,-0.0628261031887527,1.6172719275890284,-0.9436242348712404,0.2709855061696377,-1.5251702052832687,0.002341981948493352,1.0004
