fm_ibk,Brent,MIACR,Infl_exp,obligates,M2,money_income,trade_turnover,debt_firms,Компонента рыночной конъюнктуры,Компонента ожидания,Компонента спроса,Компонента денежного рынка,Компонента предложения,Компонента валютного канала,inflation
-1.2328036546931698,0.7800000000000011,5.9935,11.795154185022026,0.1849999999999996,0.001403325262907984,0.003936374296479528,0.015009345452117628,0.013551978991895197,-0.23336888923516694,-0.9989372271072543,-0.01769980532178497,0.13462518937967213,0.12259816810172715,-0.4670309734643631,1.0053
1.47641253625847,-1.4200000000000017,7.845000000000001,11.522132796780683,1.0168809523809523,0.0009314727387366162,-0.008458559842773994,-0.0095085247319453,0.01120864643184305,0.8494745708032663,0.6600445574251077,0.3743811503241261,-0.16649595336017958,0.5945137696333908,0.31776588660382676,1.0082
-2.3582039086419404,0.28000000000000114,7.874545454545455,12.67274472168906,0.09534632034632029,-0.012912373112490272,0.003281235938654703,0.00979994879491386,0.013521402565855212,2.1987632549901908,-0.04105967368487314,0.17604672717039604,-0.7944597490892497,-0.33864713465466273,0.28704502161978146,1.0093
-2.26290826666397,1.7800000000000011,8.214736842105264,11.720956719817767,0.45727272727272705,-0.011343124157972895,-0.0020882596235889395,-0.010389922093793302,0.0031752016828381358,-1.97807419737229,0.08219890102667696,0.8666854332287555,0.24264589220359878,-0.7292528454745605,0.28692267444308245,1.0090000000000001
1.729476563487,2.259999999999991,8.233157894736843,11.34878048780488,-0.07261904761904692,-0.01203675572984686,-0.020490670448779724,-0.01566514493331539,-0.0016950584545565306,-0.7147987494777798,0.5839255012791655,0.13074838650173767,0.7402847477355471,-0.007884797109187902,-0.9547145878170468,1.0084
5.5862337249721,-5.030000000000001,8.172173913043478,11.830396475770923,0.6450103519668744,-0.006805645313143316,-0.010167016631049464,-0.01399776316286605,-0.004486708525380578,0.8876843474671926,0.3775284385088499,-1.6879158244134307,0.3620237807699084,-0.06445613117201995,0.24402800629070276,1.0042
-0.5964351541357901,-5.159999999999997,7.877142857142856,12.459183673469388,0.06070393374741201,-0.005337526285687844,-0.010534082745833118,-0.012322814679126992,0.010478753587271683,-1.549338101608288,0.0478659844974982,0.9445009660850385,-0.7694036622091495,-0.8888382154860996,0.2766276756624591,1.0046
0.138611305950455,-4.519999999999996,7.949090909090909,13.81726907630522,0.127359307359308,-0.005811991305501252,-0.006250480344395015,0.012439248329826569,0.002928279431303693,-0.7607266620055663,0.9624989024295371,-0.8960469951846854,0.2525855941853332,-0.22265296177784324,-0.05843361987994513,1.0095999999999998
-3.00552712487424,-9.659999999999997,8.240434782608697,13.146153846153846,0.4549802371541478,-0.0012364750022797466,-0.0052417246447458155,0.0015874573502294709,0.00858557962907014,-0.012871610867410196,0.5899168045747328,0.5009998432164401,-0.3542498302537051,-0.11056660769109516,-0.3332870886979127,1.0087000000000002
-8.07815749589755,-7.990000000000009,10.211111111111112,15.462264150943396,1.239065217391305,-0.012593709655465801,-0.0015924877142232674,0.00429053288198844,0.004471457169545445,-0.7849715717139176,0.02096519389398062,-0.2556246442335409,-0.7819668694001292,0.005377908146505606,-0.4877120469927821,1.0139
-8.02799846497367,-17.099999999999994,15.468695652173912,16.57123287671233,4.337021739130437,-0.007922101274795423,-0.015262583040309252,0.007535690919336702,-0.022134587397706795,0.6337521737061557,0.49514116834504096,0.14100709408918138,-0.38759936878137335,0.7192457762281038,0.8201043398906825,1.0195
