unemp,Brent,MIACR,obligates,M2,paid_services,money_income,trade_turnover,debt_firms,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,inflation
1.5526711063407506,-1.4200000000000017,7.845000000000001,1.0168809523809523,0.0017186516748086689,0.057660714851039074,0.02958811206167411,0.055594237290879533,-0.004457689868726078,2.642507852860991,-0.304417256619172,-0.9264429937938714,-0.013745633018790565,2.002618695936022,0.371651894736463,-0.46997324865514406,-1.351035343505482,0.563206753113734,0.2678322510472456,-0.1435753958287578,1.0092
1.5656669679672812,0.28000000000000114,7.874545454545455,0.09534632034632029,-0.003233590462023983,-0.005102427910527396,0.005186583731806138,-0.01847226533344326,0.006083361038211166,1.6776959365346027,1.567593692735081,-1.5251336649471747,0.054131035358335626,0.8931780592653181,0.6538186820353811,-0.813779856652658,-0.7578500592793039,-0.4051904406304901,0.08523018864753582,0.03284066684140329,1.0037
1.5551106134682882,1.7800000000000011,8.214736842105264,0.45727272727272705,-0.0017780696902747195,0.03218794443131401,-0.02006527791850843,-0.0014176627207262982,-0.015533938889431553,-0.5920310509320563,-0.39251316947530596,-2.1977488922001274,0.2117839419041301,0.6948945811512286,0.14809303367035292,1.3831867041840338,-0.5166316902301528,0.5057872145350594,-0.035765216946072514,-0.1006570256141772,1.0087000000000002
1.5140692701994416,2.259999999999991,8.233157894736843,-0.07261904761904692,-0.0015163201263330706,-0.010046555368077748,0.018824066448679844,-0.009140378700644547,-0.008617922719563964,-0.674046155542903,1.0807068180893327,-1.334440862164422,-0.9826524792597874,-0.5928283360881047,0.1074491085661847,-0.9348626965453356,-0.190327897412481,0.11432962849304866,-0.6854016314652128,0.16641617830558617,1.0011
1.812912765980878,-5.030000000000001,8.172173913043478,0.6450103519668744,0.007974346190184889,0.1424909208672318,-0.015527581173055083,-0.002692223838248964,-0.0063394226514024155,1.9324776028883301,0.9505319135086668,-1.1834453371087414,-0.31208692908127766,1.8022089219777675,-0.1759709412512728,0.23037288271063577,0.966272359422575,-0.6207769264230104,-0.3472931437987086,-0.3294830411063328,1.0062
1.9818720549533326,-5.159999999999997,7.877142857142856,0.06070393374741201,0.003205171482598246,0.02665943899069312,0.019587758112198372,0.02391534110308946,0.0018354420843760266,-2.112551643197017,0.48873405877272746,-2.368377137835677,-0.484931640681953,-0.02067047728672177,0.36854902638796255,-1.0134522803649804,-1.5834934844602502,0.21058948838714883,0.3476228166108322,-0.06889617276699221,1.0072
1.688030779732114,-4.519999999999996,7.949090909090909,0.127359307359308,0.006543376454018812,0.03687902870594861,0.001024708712160205,-0.011099226451152688,0.014979965826904973,-2.751628646308463,2.1250702494316847,-1.0061500019539567,-0.1560556973791426,0.18179621289586434,-1.3661724463965648,0.19866101894107002,0.86745670515828,-0.5269122220127925,-1.040177769076191,-0.06326406737190776,1.0051999999999999
1.6572357379246316,-9.659999999999997,8.240434782608697,0.4549802371541478,0.012698659160491843,0.06844325088651004,0.007286527643460161,0.006865826985201551,-0.008884588410012384,3.177715285414049,0.8405244613218578,-0.8204064249067095,-0.6568917748528441,0.15163566193664568,1.3563381590816026,1.7888216725132675,0.4234201032791859,0.22269662701042953,0.1467643070954986,0.11766226864663912,1.0049
1.66639638896976,-7.990000000000009,10.211111111111112,1.239065217391305,-0.0023735064236838355,0.032966351126786364,0.009487304051802425,0.022725936051630313,-0.02630809046431537,1.266106802839892,1.321985359790418,-2.3620235603933084,-0.32001974924579846,0.4355355140193239,-1.059837745550326,-0.9978524252489895,0.48845849316202566,0.049142836187139494,-0.148707525430952,0.39353886919242675,1.0141
1.6615556600916876,-17.099999999999994,15.468695652173912,4.337021739130437,-0.00153143768695152,-0.019776743513981287,-0.006237365303807252,-0.014219980296454438,-0.01107294500826761,-4.691698494476432,-0.454376219575788,0.21582320423105353,1.958955746738548,2.506487591374763,1.2170654608319087,0.8396893042182897,-1.4656862655871319,-0.3669302158799124,-0.008821096136762973,-0.9758950996128339,1.0334999999999999
1.6951874879804725,-14.580000000000005,16.964666666666666,-0.6292490118577092,-0.011304318051449158,0.0001512495702424843,0.0014524475803980863,0.010309630325263441,-0.02274163696705145,6.059812340774827,-0.2165801378339883,-0.06435078629320659,-0.32056648729828896,-0.6413051836575202,2.3592977349085027,-1.188398803049909,0.18227653013918774,-0.4041208003335623,0.3052309433725763,-0.35969425579539893,1.0288
1.6793870658164147,10.340000000000003,15.116315789473685,-1.0477727272727275,0.00432741800224079,0.027496439409050666,0.012307651514175788,0.02841384212573672,0.011202007617990617,1.4232460227224442,-0.44158148509507894,-0.619120146234794,-0.8228698233199198,0.5740929483429072,-2.8677798027974113,-1.610835976208137,-1.9097792224089811,-0.2490774086943454,-0.5290909956036256,0.4783850506898933,1.0159
1.7444841578043129,-2.210000000000001,14.902857142857142,-1.0367727272727283,0.010987936886291294,-0.22951816871328745,-0.024943788728675642,-0.052102705674066385,-0.021396531555591736,-5.111448037774329,0.9384281483422138,-1.1331553870905022,0.44915999927593897,0.1445155917168135,1.7996424795638357,1.62870827806352,1.039090025730035,1.191101513223866,-0.14658853453407816,-0.6008720370566212,1.0195999999999998
1.729162897211825,3.6300000000000026,14.357727272727272,-1.2495454545454532,0.007127706639343145,0.08624404409559361,0.019695338579179378,0.014773067791798766,-0.029752829482463383,-0.575133248090452,-1.2365395958654373,-0.9951903270205564,-0.3050447261884261,-0.015577382134627851,-0.0807588823501607,-0.936189213665669,-0.7636302117506646,-0.5704893020463792,0.5036472720119067,0.6953143754421945,1.0066
