fm_ibk,Brent,MIACR,Infl_exp,obligates,M2,money_income,trade_turnover,debt_firms,Компонента валютного канала,Компонента предложения,Компонента ожидания,Компонента спроса,Компонента денежного рынка,Компонента рыночной конъюнктуры,inflation
5.601958545888279,0.7800000000000011,5.9935,11.795154185022026,0.1849999999999996,-0.0022180091055421514,-0.005356290703806721,0.01184292546282606,-0.004219092950382475,-0.8299558768907497,0.5780874710984553,0.2826692381555014,-1.2240927471096952,-0.40042354665504876,0.2984069981484925,1.0059
6.6664404301049895,-1.4200000000000017,7.845000000000001,11.522132796780683,1.0168809523809523,0.0015374360024988931,0.019541680792380944,0.01652961986517809,0.014717190427983695,1.1308202482357497,1.0468779351046307,0.07106858732013073,-1.0295158675758431,2.052779228850208,0.7144343688996413,1.0106
7.314554359472379,0.28000000000000114,7.874545454545455,12.67274472168906,0.09534632034632029,-0.013739798457903518,-0.0016398460230799827,-0.00534086411446566,0.0032793539432862673,0.6962307552398525,1.3260421108250178,0.2458433878301856,-1.8310959384042451,-0.14485311594296682,0.8262093857444471,1.0088
8.086129495464121,1.7800000000000011,8.214736842105264,11.720956719817767,0.45727272727272705,-0.010451289733495628,-0.0026136007394459426,0.018842940733133418,-0.01176659995600815,-1.1805482244525833,-1.2075695333317096,-0.6754076401467829,-2.701596825746165,-1.5352159710020965,0.3058868754791896,1.0089
11.5916041294698,2.259999999999991,8.233157894736843,11.34878048780488,-0.07261904761904692,-0.01130175770658326,-0.009256749868091774,-0.02509183089224365,-0.002434157540529114,-0.10584174714203365,-1.1503073850598151,1.3238160174021496,0.13485087648023333,0.4896442594544154,0.15795415422913733,1.0084
8.64185494553081,-5.030000000000001,8.172173913043478,11.830396475770923,0.6450103519668744,-0.0043116547694257434,-0.01281879491091864,0.014621103374253153,0.0026384552622626956,-0.627712280318323,-0.06644974043475924,-0.4836051202120234,0.5126434857198419,-0.7228270261013783,0.004658525786046566,1.0070000000000001
6.396886026661849,-5.159999999999997,7.877142857142856,12.459183673469388,0.06070393374741201,-0.00920220904672675,-0.004323649456138057,-0.007284236504016661,-0.0001313794547357361,-0.9802149971270792,0.6428009702507282,-0.27349771904798165,0.6608827190681209,-0.16151991955450526,0.3912588433631935,1.0068000000000001
-0.631410635977839,-4.519999999999996,7.949090909090909,13.81726907630522,0.127359307359308,-0.007905982822093094,-0.0077862627236520154,-0.012838678640985535,-0.0024251069372933642,-0.700165018172289,-1.1944776691586794,0.6895745625671161,0.07161900025543326,-0.19346129600173173,-0.5785502967379423,1.0090000000000001
-2.3095218761595797,-9.659999999999997,8.240434782608697,13.146153846153846,0.4549802371541478,-0.0010325473670231844,0.005711090902776661,-0.00702345530291737,-0.014127382391784238,-3.63375747098767,-1.8528797372630665,-0.40038152838174895,0.5517764626600556,-0.8072056039370583,0.010318486812663008,1.0085
-5.793836013136669,-7.990000000000009,10.211111111111112,15.462264150943396,1.239065217391305,-0.013167858575373614,-0.015388521142513767,0.00840761711856075,-0.012630125595965325,-0.7237925421044794,-3.72451331292633,-0.8422624200028425,0.577587174855638,-1.6160351138691509,-0.32433282680529135,1.0107
-2.0239914155742103,-17.099999999999994,15.468695652173912,16.57123287671233,4.337021739130437,-0.008867930856222728,0.0029762575522020995,0.007367690257623849,-0.00983701376395274,-1.3872000010399383,-1.4927838277526797,-0.5613987411482841,1.7177070784500064,0.31862296190076006,0.5214795637459756,1.0234
-3.4005296269834897,-14.580000000000005,16.964666666666666,18.07232704402516,-0.6292490118577092,-0.014737610267671286,0.0037918927989952778,0.01244351217024331,-0.005727691118506684,-0.8164197343422277,-1.5240926957368868,-2.708519271771226,-0.7222224486201915,-0.1788633146021834,0.8840737398170487,1.0354
2.12858871800435,10.340000000000003,15.116315789473685,15.659763313609467,-1.0477727272727275,-0.013045191109341658,-0.017757331023670275,-0.033300329764518466,-0.03059734406168424,0.01668960552935221,-1.623233301624863,-0.4964355666994524,1.4322107020091994,0.9923630447029486,0.4247653879992037,1.0261
7.05821022863804,-2.210000000000001,14.902857142857142,13.967980295566502,-1.0367727272727283,-0.021388231251471268,-0.0402803347092231,-0.006843401844164987,-0.06184042211208762,-0.5965781041998375,-1.238462617804839,-0.40667870524003596,1.11662066500777,0.6556553727801675,0.05756096027831734,1.0127
8.176880938359929,3.6300000000000026,14.357727272727272,14.32905982905983,-1.2495454545454532,-0.005999734862625061,-0.013794694983848999,-0.022781792664602563,-0.026005314083883846,-1.4946777945722582,-0.9054603910759069,0.7514864664105607,1.8430364472177696,0.1895876445784797,-1.2110764995082837,1.0110999999999999
9.02799234860163,4.559999999999995,12.828333333333331,14.994845360824742,-0.21603896103896147,0.00021885674616051176,-0.0231259934212229,-0.01141528205807063,-0.012661744639160588,-0.3687659741613698,-1.0216418940774836,0.06478060773202747,3.2448226828402915,1.004009856675469,-0.0019681424151762996,1.0061
9.670523493194189,-2.6000000000000014,12.503333333333334,13.9452,-0.27623376623376394,-0.005363696026819298,0.002271153427479078,0.01602893063038735,-0.039262680302680764,-0.5887381053909962,0.08247530645565086,-2.171114632208703,0.9304684920847914,-0.3009282315215944,0.4041811226311474,1.0090999999999999
1.17310664005503,-4.919999999999995,11.524347826086956,14.76112759644,0.08083003952569179,-0.007265553059568219,-0.0016165259422979972,-0.012720757308382957,-0.026413100770465547,-1.5198613423092795,-1.0662521995868237,-0.4231077074109162,1.2889719530846449,0.7360561323788323,-1.115144237288408,1.0054
-0.255103292969898,-10.04,10.858095238095238,16.007082152974505,0.610165631469977,-0.001495772116486549,-0.005203185461903459,0.009525947022627435,-0.021367971664460583,-0.4195162065228168,-1.7570151785848542,-0.6016202568150356,0.5767172931355682,0.0935839743439564,-1.0277601369071958,1.0042
-1.81536182486557,1.0999999999999943,11.146363636363636,15.260416666666666,-0.4400865800865823,0.001228071178022816,-0.010445562807879227,0.00480222501185068,-0.04406632387645182,0.7564142721411753,0.18873962870356606,-1.219670824283883,2.1383681786565596,-0.33666551530084504,0.16286335486415943,1.01
-6.66538177230463,0.8100000000000023,11.14090909090909,15.84010152284264,-0.24545454545454248,-0.010352583447449604,-0.014713458544264313,0.015127491399844928,-0.01162844745861058,1.2677770066917122,-0.9107876758593851,-1.5333156465964903,1.7764932108649436,-0.2728142045403236,-0.32649203858877773,1.0054
-8.14888632348689,-4.159999999999997,11.425,16.443444730077122,0.23220779220779164,0.007627408187280693,0.006333973244592173,-0.013256968474895103,-0.008232609780156608,-1.1021107862922164,0.05886150330742646,-0.8003213689644282,2.5961387424336277,0.23953539363609944,0.2266452077982564,1.0057
-8.86422929009958,-6.260000000000005,11.066521739130437,16.714285714285715,-0.22291925465838425,0.0049035656497267155,-0.01946739460085567,-0.005804595535714441,-0.028356408148228596,-1.6031494997662847,-0.37371244244318635,-0.6818578642992374,0.3728576559161251,0.3786333530552567,-0.9599629969883623,1.0073
-12.1643413221046,-7.309999999999999,11.017333333333331,15.74,-0.40517598343685357,0.021631765084094923,0.02013057828376219,0.010598672486565874,0.03967783991575757,1.6255531980272604,-0.7271012165616221,0.9204034763436119,1.3066343000173164,-0.48635768797053375,-0.25851993552508234,1.0112
-0.5264893885078711,1.4800000000000004,10.8425,14.74,-0.39285714285714235,-0.009243615360240653,0.012194787103450011,0.019984373798820343,-0.001194634391570304,0.7132689510335684,0.3850321869693911,-0.44657178206423903,0.9766590969597803,0.1748644569451365,-0.535780453509226,1.0072
