fm_ibk,Brent,MIACR,Infl_exp,obligates,M2,money_income,trade_turnover,debt_firms,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,inflation
19.2,0.7800000000000011,5.9935,11.795154185022026,0.1849999999999996,0.003912453899980406,0.029208515165418447,17.47163928449876,0.014375053233534274,1.2689228448884924,1.3371457833227813,0.43132014668652185,0.5189990623974349,0.6954248845130285,-1.0143142840215778,1.0037
7.399999999999999,-1.4200000000000017,7.845000000000001,11.522132796780683,1.0168809523809523,0.0022906624879119875,-0.015492706925551047,17.4932122360052,0.003145313745754663,0.9285549457061788,-0.2112332700765487,-0.24032265846273215,-0.27839280453801074,-0.09971537919089112,0.7148852481482815,1.0072
-0.09999999999999787,0.28000000000000114,7.874545454545455,12.67274472168906,0.09534632034632029,-0.007656365007472132,0.008514965762060456,17.494290067712157,-0.008540243087402644,-0.2338724124419432,-0.3894940722573537,-0.020742065110170366,0.022253436560922525,0.561392387958207,0.08515090796573424,1.0063
-2.700000000000001,1.7800000000000011,8.214736842105264,11.720956719817767,0.45727272727272705,-0.009792251089347559,-0.008652425611954229,17.461435868638738,0.0017092239162881384,1.0021803592271212,1.2373923076773086,-0.0018126665456209914,0.1463257175022666,-1.389778007400382,0.34165570935332495,1.01
11.799999999999999,2.259999999999991,8.233157894736843,11.34878048780488,-0.07261904761904692,-0.01183166217496101,-0.006806561814469703,17.4426811112233,-0.01898018194150808,-1.8191767758143649,-1.8837733633288802,-1.0007981158677681,0.48640809525499223,1.5549748482838297,-0.7652981382280905,1.0056
-7.699999999999999,-5.030000000000001,8.172173913043478,11.830396475770923,0.6450103519668744,-0.005420619569219909,-0.02247693715003507,17.426763125842427,-0.005156284249403953,0.7761403859557833,-0.9156591020964008,0.727693711356856,-0.2028139907061883,0.6538280268717803,-0.022077503979051605,1.0057
-14.299999999999999,-5.159999999999997,7.877142857142856,12.459183673469388,0.06070393374741201,-0.00946417646531117,-0.016201837768180738,17.397884845109477,-0.00856963700291935,0.06099114580498795,1.0375066452014328,-0.445578766395856,0.10388699674407548,0.04897759070443049,0.3701993271252871,1.0018
-1.5,-4.519999999999996,7.949090909090909,13.81726907630522,0.127359307359308,-0.004465258453127063,-0.0034640585241216826,17.406910405676744,-0.022749743289688595,1.1594046188819862,1.6499366748279176,0.26512517800333535,0.17473691044406198,-0.1354216792059469,-0.0414409365552954,1.0109000000000001
-6.1,-9.659999999999997,8.240434782608697,13.146153846153846,0.4549802371541478,-0.002132224967160923,0.0042798389269496084,17.392801754146717,-0.024240749316289723,0.055576738108840944,-0.7631725094663894,-0.8603367349791704,0.3510946326672252,-0.5731625108393882,0.3121935933972389,1.0118
-9.7,-7.990000000000009,10.211111111111112,15.462264150943396,1.239065217391305,-0.011805422468349036,-0.00211771901829394,17.38283743899198,-0.001727251733608881,3.165449259731214,0.6767952808121073,-0.6154094658433599,1.2348953797751279,-1.4725622905666498,0.3663405165226492,1.0058
-2.5,-17.099999999999994,15.468695652173912,16.57123287671233,4.337021739130437,-0.005533967536363704,-0.021962819794142163,17.38077604745951,-0.01087747652061033,-0.9872843267087992,0.6487787642131875,-0.050219687919531714,3.205388651347361,0.982244294624628,-0.7825856406202405,1.0159
-1.799999999999999,-14.580000000000005,16.964666666666666,18.07232704402516,-0.6292490118577092,-0.00767914864962016,0.03290341644765249,17.37881932713354,0.021048393875471305,-0.8231031894380318,-3.056039213830237,1.42064663581281,2.082587713503386,0.23613530927848353,0.08274859988527052,1.0493000000000001
20.5,10.340000000000003,15.116315789473685,15.659763313609467,-1.0477727272727275,-0.023736073774189848,-0.0779938556297246,17.319729704385963,-0.03655060891565398,-1.8930917669098217,-1.46011457279411,-1.2776646037532395,1.2327681944157736,-0.8420826017111541,0.8854521166320336,1.0232999999999999
8.0,-2.210000000000001,14.902857142857142,13.967980295566502,-1.0367727272727283,-0.019508377048371273,0.010910394954461111,17.31126685950362,-0.022298277939469813,-1.721435918179234,0.14123250292315448,-1.792932236543602,0.08774894557722354,-1.4462752429523495,-0.34193827594335363,1.0211
0.1999999999999993,3.6300000000000026,14.357727272727272,14.32905982905983,-1.2495454545454532,-0.012252203249516924,-0.03045362012851882,17.29337853951434,-0.013133113439053545,0.3731161938864756,-0.008997112286023668,0.4981890981685127,0.48534636109157553,0.057273752670671835,0.873771041359677,1.0090999999999999
-1.5,4.559999999999995,12.828333333333331,14.994845360824742,-0.21603896103896147,0.0007159437496344623,-0.005087234928746298,17.293077409973343,-0.018561622344975603,0.03248252737031266,-0.21747011556790824,1.7115773722131122,-0.27264590217161316,-0.8325810612947607,-1.1871079951619528,1.004
9.3,-2.6000000000000014,12.503333333333334,13.9452,-0.27623376623376394,-0.003198034712282194,-0.01632564575119666,17.295698245066337,0.004592016328588855,0.9866017365632047,0.7493096844088747,0.3189339738602211,-0.3400373144929359,0.2759812190233585,0.8995703405397248,1.001
-4.300000000000001,-4.919999999999995,11.524347826086956,14.76112759644,0.08083003952569179,-0.0026094153615439097,0.027756981981758244,17.292819905909838,-0.014304392738731408,-1.2827677646805982,0.17843470579064777,-1.5877931502146254,0.26796489642286847,1.5245322659155243,0.40186385103979566,1.0015
-9.9,-10.04,10.858095238095238,16.007082152974505,0.610165631469977,0.0010931701097209867,-0.008894256558683367,17.308438922815974,-0.0020505060952533682,-0.4075410702080262,-0.8905192638709725,0.4389532300937059,-0.49538480998159806,-0.5041160072467098,-0.542288494015218,1.0066
